userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
1: (1,8.013154983520508)* (364,7.730564117431641) (34,6.300114631652832) (318,5.813816070556641) (2081,5.649236679077148) (1097,5.518245220184326)* (2687,5.281293869018555) (1028,5.252795219421387)* (1198,5.107440948486328) (593,5.093410491943359) (2096,5.067572593688965) (2761,4.830076217651367) (2571,4.782813549041748) (1704,4.717137336730957) (2087,4.672154903411865) (2078,4.619776725769043) (457,4.586587905883789) (2085,4.586252212524414) (3751,4.560482501983643) (480,4.520088195800781)
26: (597,6.825931549072266)* (539,6.274148941040039) (1393,5.855862617492676)* (1721,5.700160980224609) (1569,5.336094856262207) (2671,5.323149681091309) (11,5.175189971923828) (2424,5.149580478668213) (587,5.08328914642334) (339,4.825985431671143) (266,4.5347418785095215) (3210,4.4767045974731445) (1088,4.438250541687012) (440,4.419368743896484) (1777,4.357250690460205) (2724,4.248298168182373) (2145,4.226757049560547) (802,4.217177867889404) (2248,4.182580947875977) (2881,4.173098564147949)
27: (904,6.809220790863037) (750,6.238026142120361) (1221,6.075194358825684) (1284,6.074997425079346) (903,6.036444187164307) (1212,5.936029434204102) (919,5.900367736816406) (1617,5.83666467666626)* (1248,5.683417320251465)* (1196,5.595541000366211) (1230,5.519780158996582) (1193,5.481951713562012) (1247,5.408736228942871) (922,5.307046890258789)* (969,5.2031683921813965) (1197,5.181065082550049) (2019,5.099448204040527) (1219,5.00956916809082) (111,4.996265411376953) (3095,4.969473361968994)
28: (1196,6.8307671546936035)* (608,6.35837459564209)* (593,6.203278541564941) (318,6.070082664489746)* (1617,5.873795032501221) (1307,5.858375549316406) (858,5.830002307891846) (296,5.787479877471924) (904,5.2158308029174805)* (1394,5.10734748840332) (2804,5.0840630531311035) (1225,4.971989631652832)* (1259,4.952628135681152) (920,4.93779182434082) (17,4.830281734466553) (899,4.79934024810791) (2716,4.622621059417725) (2571,4.618907451629639) (497,4.608989238739014) (1188,4.60658073425293)
29: (260,8.421754837036133)* (1291,7.805098533630371) (1210,7.749111175537109) (1200,7.686151027679443) (2947,7.505371570587158) (1387,7.106818199157715)* (1610,6.977734088897705) (457,6.931924343109131) (2944,6.839692115783691)* (2000,6.823088645935059) (1201,6.652730941772461) (2571,6.497201442718506) (858,6.485899925231934)* (1374,6.413608551025391) (2194,6.313380241394043) (3654,6.12790060043335) (2948,6.010058403015137) (2028,5.9628987312316895) (3703,5.75248384475708) (1221,5.614729404449463)
30: (593,7.954844951629639)* (608,7.078675270080566) (296,6.539451599121094) (1213,5.218177318572998) (2997,5.148293972015381)* (2396,5.100759029388428) (1704,4.801074981689453) (1193,4.410543441772461) (110,4.2552618980407715) (858,4.25083065032959) (2324,4.134238243103027) (1089,3.98622727394104) (2692,3.9741196632385254) (3006,3.9707396030426025) (260,3.9338202476501465) (3408,3.867894172668457) (265,3.6579909324645996) (1358,3.5879600048065186) (3083,3.5821332931518555) (1196,3.569206953048706)
31: (2791,6.637540817260742) (3421,6.198888778686523) (1270,5.976649284362793)* (1278,5.8734259605407715) (1269,5.757864952087402)* (1079,5.733639240264893) (1136,5.72733736038208) (2797,5.681995391845703) (1220,5.494932174682617) (910,5.488311767578125)* (1294,5.3731794357299805) (3552,5.2209882736206055) (1968,5.196866035461426) (1394,5.170529365539551) (2804,5.096141815185547) (3361,4.964167594909668) (1028,4.814377784729004) (898,4.779305934906006)* (2174,4.756689071655273)* (1663,4.697440147399902)*
32: (1617,4.867409706115723) (50,4.767341613769531) (318,4.722016334533691) (527,4.705044269561768) (296,4.411554336547852) (3578,4.392038345336914) (2997,4.27127742767334) (110,4.232515335083008) (2571,4.176468372344971) (3408,4.015228748321533) (2396,3.991039276123047) (2028,3.9163191318511963) (356,3.786499500274658) (3481,3.7463889122009277) (1197,3.734699249267578) (1193,3.5817718505859375) (3897,3.516659736633301) (260,3.4886817932128906) (1198,3.415797233581543) (1704,3.36906099319458)
33: (1387,9.690190315246582)* (1036,8.60258960723877) (260,8.277116775512695)* (457,7.873126029968262) (589,7.5019211769104)* (1954,7.297277450561523) (1345,6.506867408752441) (50,6.4038848876953125) (1203,6.265261650085449) (2571,6.26072359085083) (3499,6.240976333618164)* (541,6.208659648895264) (1350,6.054572105407715) (1321,5.958901405334473) (296,5.94209623336792) (527,5.930523872375488) (1086,5.7458600997924805)* (1343,5.743289947509766)* (1674,5.6698102951049805)* (1278,5.669677257537842)
34: (2918,8.906092643737793)* (1265,7.141049861907959) (2797,6.836164474487305) (356,6.735073089599609)* (1270,6.4116668701171875)* (2791,6.302297115325928)* (1777,6.288010120391846) (2706,6.039507865905762) (440,5.750495910644531) (3552,5.719231605529785) (1257,5.70908260345459) (1394,5.701605796813965) (318,5.634699821472168)* (2081,5.624189376831055)* (1569,5.510798454284668) (3210,5.473844051361084) (11,5.455214977264404)* (3526,5.373919486999512) (593,5.305201530456543) (357,5.287442684173584)
35: (1247,6.542431831359863)* (899,6.200966835021973)* (2396,5.817763805389404)* (898,5.457738876342773) (1188,5.4572625160217285) (1244,5.423749923706055) (858,5.290820121765137) (914,5.2641282081604) (1947,5.155439376831055) (1304,5.130528450012207) (920,5.124080657958984) (1296,4.96567964553833) (916,4.81702184677124) (3545,4.758265495300293) (1265,4.73821496963501) (1204,4.731358528137207) (1234,4.705747604370117) (1207,4.668181419372559) (750,4.648387908935547) (265,4.615056991577148)
36: (1240,7.891907215118408)* (21,6.839611053466797)* (3623,6.1534929275512695)* (1197,6.0756378173828125)* (2396,6.073008060455322) (1220,5.943237781524658) (1196,5.873019695281982)* (3510,5.86852502822876) (3552,5.8599138259887695)* (1222,5.855499744415283) (3421,5.81024169921875) (1527,5.774570941925049)* (2406,5.7112321853637695)* (1617,5.6148905754089355)* (3555,5.576933860778809) (2058,5.564183235168457)* (3210,5.445709228515625) (1242,5.433309555053711) (260,5.412748336791992)* (3408,5.384749889373779)*
37: (539,5.370779991149902) (1265,5.170814514160156) (916,5.105988502502441) (39,5.050013542175293) (17,5.006683826446533) (919,4.970273017883301) (914,4.96480655670166) (1721,4.782260417938232) (440,4.710712909698486) (898,4.613978862762451) (2125,4.559780120849609) (339,4.486421585083008) (2671,4.437620162963867)* (357,4.424432277679443)* (1569,4.388915061950684)* (2424,4.325035572052002) (2248,4.319666862487793) (902,4.260154724121094) (11,4.170140266418457) (838,4.165925979614258)
38: (597,8.540342330932617) (2671,7.351910591125488)* (2424,6.85013484954834) (1265,6.798089981079102) (1393,6.169594764709473)* (11,6.109354019165039) (1784,5.722814559936523) (2081,5.672277450561523) (1,5.6341681480407715)* (2125,5.593477249145508) (440,5.527814865112305) (7,5.1627302169799805) (1680,5.10411262512207) (2724,5.061933994293213) (3255,4.819698333740234) (1923,4.809242248535156) (377,4.7322540283203125)* (497,4.582618236541748) (1641,4.552166938781738) (222,4.548529624938965)
39: (2997,9.817937850952148)* (2762,8.470355987548828) (2706,8.2418212890625) (2683,7.77559757232666) (3578,7.320558547973633)* (2700,6.686275482177734)* (3793,6.045456886291504)* (2987,5.764928817749023) (3174,5.672719955444336) (2580,5.453567028045654)* (2336,5.416053771972656) (1197,5.105867385864258) (785,5.048210144042969) (3176,4.992366790771484) (2028,4.974173069000244) (2694,4.94642448425293) (3081,4.907871246337891) (2571,4.854030609130859) (1127,4.727542877197266)* (3408,4.662480354309082)
40: (1196,6.315324783325195)* (1210,6.132157325744629) (1250,6.074008941650391) (260,5.829305171966553) (2028,5.473047256469727) (1287,5.13420295715332)* (2944,5.121801376342773)* (590,4.950490951538086) (3654,4.919254779815674) (527,4.766378879547119) (1019,4.533358573913574) (3366,4.511199951171875) (1233,4.360617637634277) (3035,4.31161642074585) (1254,4.233414649963379)* (940,4.230566024780273) (1408,4.190710544586182) (2662,4.117800235748291)* (2628,4.102869510650635) (110,4.08636474609375)
41: (2571,4.410999298095703) (1198,4.077220916748047) (356,3.599912643432617) (1097,3.5772790908813477) (2762,3.5741350650787354)* (2028,3.3449225425720215) (1270,3.3355202674865723) (480,3.3268954753875732) (110,3.2856225967407227) (1197,3.245537042617798) (1291,3.1865592002868652) (527,3.083183765411377) (1356,3.0266380310058594) (589,2.988481283187866) (1240,2.9040231704711914) (2396,2.876570701599121) (912,2.866798162460327) (924,2.745465040206909) (318,2.738363265991211) (780,2.5900864601135254)
42: (1376,9.707326889038086)* (2916,9.204556465148926) (2571,9.197450637817383) (780,8.251077651977539) (1580,8.213504791259766) (541,7.821153163909912)* (1527,7.80341100692749) (3471,7.592960357666016)* (2968,7.543365955352783) (329,7.345067024230957)* (1198,7.091554641723633)* (2000,6.998249053955078) (2528,6.891550064086914) (3699,6.8248724937438965) (1676,6.793087005615234) (1584,6.691493988037109)* (1220,6.382322788238525) (1909,6.33753776550293) (3704,6.08590841293335) (1653,5.939849853515625)
43: (2396,6.624324321746826)* (2355,5.958885192871094) (2716,5.837671279907227) (2706,5.489825248718262)* (2997,5.471657752990723)* (3408,5.055065631866455) (2683,4.841158866882324) (3578,4.407279014587402) (2724,4.1680588722229) (2987,4.1480231285095215) (223,4.124805450439453) (2694,4.020750999450684) (3175,3.975196123123169) (2763,3.9224352836608887) (2770,3.7416439056396484) (3176,3.728316307067871) (3623,3.665925979614258) (1,3.5959155559539795) (2881,3.560037612915039) (1270,3.548100471496582)
44: (260,9.81058120727539)* (1291,7.731635093688965)* (1580,7.220664024353027) (3175,6.875505447387695) (3114,6.863536834716797) (588,6.783572673797607) (2081,6.439589023590088) (1356,6.324617385864258)* (595,6.245566368103027) (2355,6.164344787597656) (1136,6.095102310180664)* (1376,6.089268684387207) (2193,5.926065921783447)* (589,5.708235740661621)* (2161,5.6954426765441895) (364,5.666311264038086) (2918,5.414488792419434)* (3751,5.3071699142456055)* (2005,5.2699785232543945) (1127,5.176196098327637)*
45: (1307,8.278602600097656) (539,7.277318954467773) (2396,7.24424934387207) (597,6.933996677398682) (357,6.8812785148620605)* (898,6.798313140869141) (916,6.5355706214904785)* (1265,6.286385536193848)* (838,6.073430061340332) (1569,6.000364780426025) (3072,5.832920551300049) (2243,5.653676509857178) (2424,5.539885997772217) (933,5.462906360626221) (708,5.338015079498291)* (2406,5.324336051940918) (3361,5.100012302398682) (17,5.083512306213379) (7,5.060976982116699) (1380,5.033371448516846)
46: (2513,6.218453884124756) (1342,5.904480457305908) (366,5.8777055740356445)* (2459,5.51271915435791) (3409,5.276565074920654) (1327,5.141288757324219)* (1980,5.092153072357178)* (2279,5.040928363800049) (1983,5.025786399841309)* (328,4.947757244110107) (2315,4.893774032592773) (3016,4.883450031280518) (70,4.86714506149292) (724,4.822633743286133) (1345,4.783121109008789) (3917,4.692835330963135) (1991,4.631436347961426) (2995,4.611344814300537) (2003,4.528074741363525) (1993,4.471016883850098)
47: (318,7.1003217697143555)* (593,6.161454200744629) (608,5.771744251251221) (2028,5.620944023132324) (1225,5.150444030761719) (296,4.974383354187012) (2858,4.766388893127441) (912,4.740038871765137) (1704,4.633206367492676) (1221,4.622157096862793)* (1207,4.44111442565918) (919,4.30352783203125) (2324,4.151534080505371) (923,3.996151924133301) (111,3.9100656509399414) (920,3.7708752155303955) (2396,3.6702842712402344) (50,3.609405517578125) (265,3.477505683898926) (1952,3.410587787628174)
48: (589,7.677663326263428)* (1197,7.1714277267456055) (1610,6.996752738952637)* (296,6.5734148025512695)* (1097,6.559749603271484)* (1136,6.525885581970215) (1265,6.425875663757324) (590,6.099239349365234) (750,6.012411594390869) (1704,5.960878372192383) (595,5.9189276695251465) (588,5.845222473144531) (1954,5.645791053771973) (2804,5.503303527832031) (780,5.495954513549805)* (904,5.464578151702881) (1214,5.400992393493652) (733,5.3625335693359375) (1356,5.342917442321777) (648,5.298436164855957)
49: (2571,6.72144889831543) (457,6.24452018737793)* (1221,5.613847732543945) (1610,5.549073219299316) (1240,5.312667369842529) (1198,5.29941463470459) (2916,5.161067962646484)* (260,5.112498760223389) (1,4.822686195373535)* (1573,4.818938732147217) (110,4.538909435272217) (1233,4.523367881774902) (2761,4.502194404602051)* (1200,4.477263450622559)* (1912,4.359871864318848) (1214,4.310965538024902) (1213,4.1011762619018555) (2762,4.092710971832275) (1387,4.085380554199219) (1954,4.081336975097656)
50: (3753,5.055112361907959) (3578,4.756382465362549) (3510,4.384355068206787) (3408,4.198576927185059) (3555,4.183198928833008) (3481,3.850985527038574) (1035,3.7549870014190674) (3897,3.6777639389038086) (3624,3.6314306259155273) (110,3.4947052001953125) (3916,3.4914019107818604) (3512,3.4825220108032227) (908,3.3348135948181152) (3173,3.2719573974609375) (1259,3.2598178386688232) (2291,3.215212345123291) (3513,3.2097434997558594) (1249,3.1806788444519043) (2858,3.035135507583618)* (3534,3.0310304164886475)
51: (3114,6.266159534454346)* (356,6.228324890136719) (2858,6.164191722869873) (3751,5.7506608963012695) (3578,5.231614112854004) (3948,5.197417259216309) (3753,5.149727821350098) (3408,4.977621078491211) (2355,4.84162712097168) (3624,4.686194896697998) (2706,4.67415714263916) (3481,4.567080020904541) (2997,4.560558319091797) (1923,4.534215927124023)* (527,4.384316444396973) (1784,4.344936370849609) (3510,4.332817077636719) (2572,4.232515335083008) (2700,4.092716217041016) (593,4.060313701629639)
52: (457,8.286534309387207)* (2571,7.895517826080322) (733,7.6160430908203125)* (1370,6.829347610473633) (377,6.708163261413574) (3256,6.501618385314941) (480,6.497157096862793) (648,5.9588470458984375) (1580,5.881645202636719) (2058,5.8777360916137695) (3578,5.825585842132568) (3753,5.6973676681518555) (1036,5.671961784362793) (1917,5.396774768829346) (356,5.046206951141357) (10,4.901366233825684) (1527,4.792138576507568) (1722,4.76513147354126) (2490,4.731115341186523) (3555,4.645121097564697)
53: (1200,6.866971969604492)* (1097,6.820586681365967) (293,6.458477020263672)* (2571,6.0123395919799805)* (1093,5.984582901000977) (1214,5.932180404663086)* (253,5.916388988494873) (1339,5.79327917098999)* (1909,5.700601577758789) (778,5.6869354248046875) (47,5.631525993347168)* (527,5.371098041534424) (1676,5.288454532623291) (2959,5.278907775878906)* (1645,5.228508949279785) (2105,5.088068008422852)* (3081,5.084238529205322) (260,5.031118392944336)* (555,4.936904430389404) (920,4.887019157409668)*
54: (3671,7.414142608642578)* (1136,7.376435279846191)* (1294,7.158197402954102) (1304,6.314685344696045)* (1230,6.1806135177612305)* (1080,5.9868974685668945) (1288,5.637327194213867) (3361,5.435486793518066) (2918,5.327449798583984) (2804,5.288303375244141) (910,5.282523155212402) (1265,5.138523578643799) (1270,4.978096008300781) (1256,4.943121910095215) (1259,4.897562026977539) (1077,4.585256576538086) (2352,4.578054428100586) (1244,4.536106586456299) (2788,4.529702186584473)* (1307,4.5265793800354)
55: (2028,7.375598430633545) (1,6.087946891784668) (2858,5.700131416320801) (608,5.618317127227783) (2571,5.579941749572754) (296,5.351474761962891) (34,5.115528106689453) (356,4.997603893280029)* (50,4.834203243255615) (3147,4.7422709465026855) (457,4.631394386291504)* (1358,4.427120685577393) (1213,4.326772212982178) (260,4.186154365539551) (1721,4.160180568695068) (1265,3.9765284061431885) (1270,3.9544553756713867) (1617,3.9489455223083496) (480,3.9406797885894775) (2355,3.938495397567749)
56: (318,8.557376861572266)* (296,8.30300235748291)* (593,8.254142761230469) (1265,7.668413162231445) (1704,7.450757026672363) (356,6.945287704467773) (2997,6.424292087554932)* (457,6.124172210693359)* (2599,6.039303779602051) (1358,5.861721992492676) (47,5.653605937957764) (1784,5.650452613830566) (2324,5.5728440284729) (2571,5.514591217041016) (2268,5.313788414001465) (223,5.292267799377441) (1393,5.096080780029297) (1060,5.082787990570068) (2395,5.030017852783203) (1500,4.912818908691406)*
57: (3481,5.905716896057129) (1259,5.340425491333008) (3897,4.968706130981445) (2959,4.906303882598877) (110,4.861220359802246) (2997,4.7321343421936035) (1148,4.564480781555176) (260,4.516474723815918) (1222,4.420173645019531) (1197,4.418662071228027) (858,4.404607772827148) (3624,4.299555778503418) (608,4.297431468963623) (1210,4.205816268920898) (1200,4.188035011291504) (541,4.100324630737305) (2028,4.062707424163818) (1673,4.045507431030273) (296,4.018008708953857) (2291,4.000184059143066)
