userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
1: (364,5.637739181518555) (1,5.2986531257629395)* (2081,4.205761909484863) (34,4.190133571624756) (2687,4.018453121185303) (2096,4.000216484069824) (1028,3.881499767303467)* (318,3.7455759048461914) (2087,3.630396842956543) (1097,3.630168914794922)* (2085,3.6042373180389404) (2078,3.4437508583068848) (2761,3.43930983543396) (1688,3.4245643615722656) (2018,3.3780999183654785)* (1029,3.362694501876831)* (3751,3.3592886924743652) (596,3.294987916946411) (1282,3.227409839630127) (1704,3.0956802368164062)
19: (260,5.510383605957031) (3793,5.143604755401611)* (2762,4.934555530548096)* (3578,4.924300193786621) (2706,4.700199127197266) (589,4.543867588043213)* (2028,4.428773403167725)* (2628,4.15962553024292) (457,4.0922627449035645) (2987,4.0768141746521)* (2997,4.0197434425354) (1136,3.9521830081939697) (3623,3.9274234771728516) (3751,3.6786625385284424) (364,3.6631879806518555) (1240,3.5880649089813232) (1270,3.5732688903808594)* (3175,3.5673038959503174) (3753,3.5629653930664062) (2710,3.5073137283325195)
20: (480,4.363618850708008) (1580,3.6923060417175293) (1210,3.413546562194824) (260,3.341451644897461) (457,3.288421154022217)* (1196,3.185192584991455) (3793,3.053811550140381) (2916,3.0044212341308594) (2762,2.9838709831237793) (593,2.917074680328369) (3555,2.7931833267211914) (2628,2.7008259296417236) (1198,2.67696475982666) (1610,2.668266534805298) (608,2.6259422302246094) (858,2.6099257469177246) (50,2.562680959701538) (527,2.557424545288086) (296,2.556245803833008) (1573,2.5039796829223633)
21: (3793,2.916473865509033) (741,2.241386651992798) (3578,2.2132725715637207) (3624,2.1352076530456543) (1274,2.1190788745880127) (3751,2.0130505561828613) (2761,1.9409421682357788) (3300,1.8565540313720703) (1215,1.8455846309661865) (3175,1.789008378982544) (551,1.721214771270752) (1748,1.664201259613037) (2959,1.6632297039031982) (1527,1.6476964950561523) (2692,1.6457468271255493) (3481,1.5985653400421143) (2140,1.5985112190246582) (1148,1.5962872505187988) (2105,1.582359790802002) (1356,1.5694791078567505)
22: (2959,4.971892833709717) (1215,4.8357954025268555)* (2804,4.789662837982178) (296,4.697570323944092) (260,4.59002685546875) (2700,4.565067291259766) (1210,4.536618709564209) (1197,4.523881912231445) (1136,4.5025529861450195)* (2571,4.287676811218262) (1732,4.082143306732178)* (50,4.055686950683594) (551,3.8984227180480957) (2502,3.8252289295196533) (3793,3.7546091079711914) (1206,3.742260456085205) (1200,3.615910291671753)* (2683,3.586731433868408) (1580,3.558952808380127) (593,3.4600980281829834)
23: (2571,6.427376747131348) (3175,5.902499198913574) (1374,5.7611083984375) (541,5.624674320220947)* (1200,5.589549541473389) (1214,5.487244129180908) (1527,5.466118812561035)* (1240,5.393136978149414)* (2288,4.966309547424316) (3703,4.774343490600586) (1199,4.760517120361328) (3702,4.7390851974487305) (1676,4.717711448669434) (1653,4.660948753356934) (1206,4.635625839233398) (2529,4.569742202758789) (924,4.243666172027588) (1584,4.225059509277344) (1301,4.167852878570557) (1210,4.164320945739746)
24: (2804,5.217195987701416) (2248,5.1257429122924805)* (1961,4.719217777252197) (1097,4.595996856689453) (1196,4.28582763671875) (2000,4.121891975402832) (2174,4.025396823883057) (1172,3.911707639694214) (3421,3.9055018424987793) (3543,3.8164749145507812) (1674,3.8080873489379883)* (1663,3.8060131072998047)* (1210,3.707627773284912) (1291,3.626931667327881)* (1225,3.5439982414245605)* (1285,3.519791841506958) (356,3.364663600921631) (1136,3.32794451713562) (1257,3.2463741302490234) (1302,3.2322044372558594)
25: (3175,5.295629024505615) (2571,5.1602606773376465) (2762,4.951184272766113) (1196,4.849213600158691)* (2959,4.196112632751465) (2355,3.987612009048462) (780,3.9825220108032227)* (1127,3.7530670166015625) (316,3.6046743392944336) (1584,3.532383680343628) (2997,3.504453182220459) (589,3.4111785888671875) (2706,3.410216808319092) (1527,3.405391216278076) (2716,3.398456573486328)* (329,3.3019423484802246) (3753,3.294900417327881)* (2396,3.2939043045043945) (2858,3.274895191192627) (2683,3.265655994415283)
26: (597,5.444411754608154)* (539,5.001506805419922) (1721,4.472379684448242) (2671,4.380031585693359) (1569,4.357652187347412) (1393,4.349623680114746)* (2424,4.239437103271484) (11,4.106899261474609) (339,4.039158344268799) (587,3.913308620452881) (2724,3.7754199504852295) (1088,3.6390459537506104) (266,3.609323263168335) (2881,3.573091506958008) (2145,3.466559410095215) (440,3.3648681640625) (1777,3.364231586456299) (3591,3.363703727722168) (1835,3.229649066925049) (802,3.2225289344787598)
27: (904,5.052355766296387) (1284,4.829737663269043) (1212,4.7080512046813965) (903,4.59473180770874) (1248,4.470497131347656)* (750,4.460132598876953) (922,4.252918243408203)* (919,4.205024719238281) (1221,4.043185710906982) (1617,4.034763336181641)* (1230,4.030407905578613) (899,3.8744871616363525) (2019,3.821333646774292) (1269,3.76295804977417) (942,3.7535061836242676) (969,3.740217924118042) (1247,3.7158823013305664) (3334,3.673821449279785) (1193,3.629556179046631) (1256,3.6236822605133057)
28: (1196,4.019774436950684)* (1307,3.695283889770508) (608,3.6800973415374756)* (899,3.607211112976074) (1617,3.60247802734375) (593,3.52812123298645) (904,3.498027801513672)* (17,3.447641611099243) (858,3.4195938110351562) (318,3.351963996887207)* (920,3.338127851486206) (1296,3.297064781188965) (1188,3.206562042236328) (1947,3.1849684715270996) (1394,3.1777825355529785) (928,3.1687777042388916)* (497,3.1676034927368164) (296,3.1387476921081543) (914,3.0697154998779297) (1259,3.0442848205566406)
29: (260,5.822364330291748)* (2947,5.610649108886719) (1291,5.607226371765137) (1200,5.536622524261475) (1210,5.356701850891113) (2944,5.276927947998047)* (1201,5.185416221618652) (1387,5.002913951873779)* (1610,4.940911293029785) (2000,4.9239091873168945) (3654,4.869085311889648) (2948,4.773466110229492) (1374,4.745596885681152) (457,4.744123458862305) (2194,4.4958014488220215) (2571,4.418099403381348) (858,4.406702995300293)* (3703,4.380261421203613) (2951,4.298630237579346) (1275,4.11168098449707)
30: (593,5.40333366394043)* (608,4.769537925720215) (296,4.259377479553223) (2997,3.7478408813476562)* (1213,3.3106064796447754) (2396,3.28102970123291) (1704,3.209078311920166) (3408,3.0151665210723877) (2692,2.976976156234741) (110,2.8938586711883545) (3160,2.861610174179077) (2908,2.7847824096679688) (3006,2.765232563018799) (1193,2.765207052230835) (265,2.747532844543457) (3083,2.662409782409668) (3897,2.641134262084961) (2324,2.574186325073242) (1089,2.5623204708099365) (1280,2.536742687225342)
31: (2791,4.866983413696289) (1269,4.524197578430176)* (3421,4.337808132171631) (1278,4.308560371398926) (1270,4.099508285522461)* (910,4.09126091003418)* (2797,4.059225082397461) (1079,4.021581649780273) (1294,3.935800313949585) (3552,3.834468364715576) (1136,3.829380989074707) (898,3.8115949630737305)* (1220,3.777585506439209) (1028,3.7488348484039307) (1968,3.680850028991699) (3061,3.6500840187072754) (3361,3.5817878246307373) (1663,3.5229597091674805)* (905,3.51889705657959)* (1394,3.513956308364868)
32: (3408,3.004002094268799) (1617,2.9963393211364746) (3578,2.9387567043304443) (318,2.91283917427063) (50,2.9034218788146973) (2997,2.8442537784576416) (527,2.8193421363830566) (3481,2.597764730453491) (296,2.5788378715515137) (3897,2.5507736206054688) (110,2.547427177429199) (2396,2.4751763343811035) (3176,2.410327911376953) (2571,2.3150274753570557) (3160,2.240874767303467) (2028,2.2217750549316406) (1249,2.1921703815460205) (1193,2.121755599975586) (356,2.1137638092041016) (2908,2.109527111053467)
33: (1387,6.8267011642456055)* (1036,5.7724714279174805) (260,5.2961578369140625)* (1345,5.205361366271973) (1954,5.037623405456543) (457,4.961556911468506) (1350,4.888294219970703) (589,4.873805999755859)* (3499,4.684415817260742)* (1321,4.6681084632873535) (541,4.345836162567139) (1203,4.339216232299805) (1086,4.293374061584473)* (50,4.1300482749938965) (1674,4.124566555023193)* (1343,4.091346740722656)* (2454,4.077791690826416) (111,4.022165298461914)* (2662,4.015854358673096)* (2366,3.9404916763305664)
34: (2918,6.343430519104004)* (1777,4.818524360656738) (2706,4.797693729400635) (2797,4.7721333503723145) (1265,4.597005367279053) (2791,4.427626609802246)* (1569,4.3745856285095215) (356,4.362085342407227)* (1257,4.249580383300781) (440,4.195159912109375) (1270,4.18765115737915)* (3552,4.168832778930664) (2081,4.152562618255615)* (11,4.030139923095703)* (3210,3.912384510040283) (3526,3.9104063510894775) (1394,3.847841739654541) (357,3.7459096908569336) (2100,3.6762471199035645) (2134,3.637340545654297)
35: (899,4.64291524887085)* (1247,4.439657211303711)* (898,4.305900573730469) (1244,4.033829689025879) (914,3.9804084300994873) (1188,3.9652717113494873) (1296,3.917450428009033) (2396,3.8479416370391846)* (920,3.8011691570281982) (916,3.7003297805786133) (3545,3.599550247192383) (1947,3.5869250297546387) (951,3.49385929107666) (265,3.4729154109954834) (1304,3.3728835582733154) (1952,3.333256721496582) (905,3.326007843017578) (1204,3.3028974533081055) (3037,3.254847764968872) (913,3.2453107833862305)
36: (1240,5.259768962860107)* (3623,5.012411117553711)* (21,4.818411827087402)* (3510,4.754327297210693) (3555,4.437597274780273) (3552,4.276332855224609)* (1527,4.2210774421691895)* (3755,4.216333389282227) (3408,4.176787376403809)* (2406,4.168015480041504)* (1220,4.0962300300598145) (2058,4.085244178771973)* (3421,3.984973430633545) (1222,3.9697861671447754) (2396,3.944577217102051) (648,3.9309606552124023)* (3481,3.9291422367095947) (1101,3.8961024284362793)* (2770,3.877394914627075) (1608,3.865818500518799)*
37: (539,4.047056198120117) (916,3.93770694732666) (914,3.7910873889923096) (17,3.755119800567627) (2125,3.5888664722442627) (339,3.5292468070983887) (39,3.4979281425476074) (2671,3.4534530639648438)* (898,3.4114837646484375) (1569,3.40022873878479)* (1721,3.3830692768096924) (2424,3.3759660720825195) (440,3.3011245727539062) (915,3.259319305419922) (902,3.2426319122314453) (838,3.226630687713623) (919,3.1583304405212402) (357,3.073065757751465)* (11,3.0296902656555176) (1265,3.015385627746582)
38: (597,6.559026718139648) (2671,5.7323455810546875)* (2424,5.379955291748047) (11,4.71945858001709) (2125,4.55584716796875) (2724,4.423748016357422) (1393,4.383505821228027)* (1265,4.238742828369141) (7,4.201428413391113) (440,4.125460147857666) (2081,4.101027488708496) (1784,4.086209774017334) (1680,3.9347918033599854) (222,3.8199286460876465) (3255,3.623512029647827) (497,3.5156943798065186) (1,3.430396556854248)* (1888,3.389392375946045) (2485,3.283853530883789) (377,3.26468825340271)*
39: (2997,7.261075019836426)* (2706,6.61504602432251) (2683,6.262271881103516) (2762,5.840967655181885) (3578,5.347334384918213)* (2700,4.929290771484375)* (3174,4.454257488250732) (3793,4.429694175720215)* (2694,4.378600120544434) (2580,4.205845832824707)* (2987,4.037503719329834) (3176,3.9938063621520996) (2336,3.9664218425750732) (785,3.965792655944824) (3081,3.897840976715088) (3408,3.6852269172668457) (2908,3.645920515060425) (2541,3.6137924194335938) (2710,3.550077199935913) (2707,3.388395071029663)
40: (1250,4.458349227905273) (1210,4.290156841278076) (1196,4.154778957366943)* (3654,4.039505958557129) (2944,3.975001096725464)* (260,3.943776845932007) (1287,3.8657169342041016)* (3366,3.686933755874634) (1019,3.633784532546997) (2028,3.4911534786224365) (590,3.4812467098236084) (3836,3.397030830383301) (3035,3.352952718734741) (940,3.3071579933166504) (1233,3.2947044372558594) (1254,3.2229020595550537)* (2662,3.174180746078491)* (2067,3.0944244861602783) (1408,3.049111843109131) (1283,3.0316247940063477)
41: (2571,2.437511920928955) (2762,2.202509880065918)* (1198,2.1519157886505127) (356,2.065859317779541) (1097,2.030440092086792) (480,1.9354593753814697) (1356,1.892982840538025) (2396,1.7757432460784912) (17,1.747977614402771) (912,1.725263237953186) (110,1.715338945388794) (1270,1.6729596853256226) (1197,1.6722098588943481) (1291,1.6605970859527588) (3175,1.654365062713623) (2028,1.5973734855651855) (924,1.5261468887329102) (589,1.5245835781097412) (780,1.521539330482483) (527,1.513555645942688)
42: (1376,7.445308208465576)* (2916,6.858702659606934) (780,6.550232887268066) (2571,6.4596662521362305) (1527,6.180110931396484) (1580,6.159339427947998) (329,6.051177978515625)* (2968,5.988286018371582) (541,5.917949676513672)* (2528,5.5494866371154785) (3471,5.49644660949707)* (1676,5.481795787811279) (3699,5.2186665534973145) (2000,4.978895664215088) (1584,4.969919204711914)* (3704,4.900568962097168) (1544,4.797508716583252) (1909,4.77073335647583) (2140,4.7109503746032715) (1198,4.686563491821289)*
43: (2396,4.462408065795898)* (2706,4.259590148925781)* (2355,4.235140800476074) (2716,3.934279441833496) (2683,3.889162063598633) (3408,3.817387819290161) (2997,3.781980276107788)* (2694,3.463289499282837) (2724,3.4463160037994385) (3578,3.05292010307312) (223,2.9326887130737305) (2881,2.9090497493743896) (2770,2.890136241912842) (3623,2.8635387420654297) (2572,2.85959792137146) (2987,2.853386878967285) (2688,2.849003791809082) (3005,2.77945613861084) (3176,2.775088310241699) (3175,2.7160449028015137)
44: (260,6.308211326599121)* (3175,5.102545738220215) (1291,5.090145111083984)* (3114,4.953577995300293) (588,4.936622619628906) (1580,4.897241592407227) (2081,4.855817794799805) (595,4.675800323486328) (2355,4.572745323181152) (1356,4.552430152893066)* (2193,4.422184467315674)* (1376,4.356212139129639) (2161,4.314970970153809) (364,4.169510841369629) (3751,4.042731285095215)* (2087,3.965925693511963) (1136,3.9498751163482666)* (2096,3.9241552352905273) (2005,3.8968615531921387) (2078,3.8774898052215576)
45: (1307,6.204972267150879) (539,6.1040263175964355) (597,5.8303093910217285) (2396,5.675776958465576) (357,5.432918548583984)* (898,5.410103797912598) (916,5.350705146789551)* (838,5.111815452575684) (1569,5.108162879943848) (3072,4.696720123291016) (2424,4.648348808288574) (933,4.538529396057129) (1265,4.480517864227295)* (708,4.451913833618164)* (2243,4.419223785400391) (7,4.401209831237793) (17,4.341233253479004) (1380,4.1613874435424805) (2406,4.129265308380127) (899,4.049764633178711)
46: (2513,7.133983135223389) (366,6.813357353210449)* (1342,6.655758857727051) (2459,6.64052677154541) (1980,6.050271987915039)* (3409,5.931910514831543) (70,5.849925518035889) (1993,5.806807041168213) (1345,5.72816276550293) (2279,5.719017505645752) (2315,5.6596527099609375) (3016,5.655656814575195) (1983,5.599719047546387)* (1327,5.596133708953857)* (328,5.570721626281738) (724,5.497464179992676) (1997,5.483391284942627) (2003,5.475162506103516) (2460,5.413981914520264) (1991,5.350998401641846)
47: (318,4.7513227462768555)* (593,3.9474618434906006) (608,3.7350831031799316) (2028,3.505392551422119) (1225,3.490476369857788) (912,3.163440704345703) (296,3.056217670440674) (2858,3.050778865814209) (1207,3.0386149883270264) (1704,3.01430606842041) (1221,2.846752643585205)* (919,2.786203384399414) (923,2.6637115478515625) (920,2.5898706912994385) (111,2.5683753490448) (2324,2.5417640209198) (265,2.4855828285217285) (1952,2.4509787559509277) (1094,2.2930870056152344) (2396,2.2502880096435547)
48: (589,4.719692230224609)* (1197,4.448990345001221) (1610,4.352035999298096)* (595,4.1405134201049805) (1097,4.044981002807617)* (588,3.985149383544922) (590,3.9782960414886475) (1136,3.901517868041992) (750,3.699925422668457) (296,3.663517475128174)* (1028,3.6256396770477295)* (908,3.62310791015625) (1947,3.6185317039489746) (904,3.6128225326538086) (2355,3.587991714477539)* (780,3.5747759342193604)* (1704,3.525261163711548) (1265,3.5252530574798584) (1287,3.4590678215026855) (1356,3.457517623901367)
49: (2571,4.355763912200928) (457,4.241866588592529)* (1610,3.785306930541992) (1221,3.5192575454711914) (2916,3.448946952819824)* (1573,3.384758710861206) (1240,3.34599232673645) (1198,3.1975083351135254) (1,3.147707939147949)* (1233,3.088148593902588) (260,3.0866823196411133) (110,3.0367307662963867) (2761,2.989218235015869)* (1912,2.9368929862976074) (3256,2.9091479778289795) (2762,2.767554759979248) (6,2.7485759258270264) (1200,2.744422435760498)* (1580,2.7053279876708984) (1527,2.690676689147949)
50: (3753,3.9575796127319336) (3408,3.5209202766418457) (3510,3.5153841972351074) (3578,3.4413399696350098) (3555,3.255545139312744) (1035,2.843459129333496) (3916,2.8324339389801025) (3897,2.800612449645996) (3481,2.724123954772949) (3512,2.70209002494812) (3624,2.6267080307006836) (3173,2.542933464050293) (3513,2.531632423400879) (3534,2.4913277626037598) (3409,2.444284439086914) (3160,2.326352596282959) (1259,2.2972235679626465) (2858,2.2742629051208496)* (3755,2.2371878623962402) (110,2.202157497406006)
51: (2858,4.663383483886719) (3114,4.635985851287842)* (3751,4.382572174072266) (3753,4.2038068771362305) (356,4.157540798187256) (3408,4.029711723327637) (3948,3.9706053733825684) (3578,3.9657561779022217) (3624,3.7330756187438965) (2355,3.67669677734375) (3510,3.6491243839263916) (2706,3.6351938247680664) (3481,3.5772061347961426) (2997,3.4800593852996826) (2572,3.3311400413513184) (3555,3.1717369556427) (3911,3.0973191261291504) (3916,3.0943408012390137) (3752,3.07896089553833) (3755,3.040355682373047)
52: (457,5.626756191253662)* (733,5.497947692871094)* (1370,4.993559837341309) (2571,4.992948532104492) (3256,4.781878471374512) (377,4.727046966552734) (480,4.7057085037231445) (3753,4.451663017272949) (648,4.331511497497559) (2058,4.314545631408691) (3578,4.10995626449585) (1917,4.054978370666504) (1580,3.9635705947875977) (2490,3.7316174507141113) (3555,3.7003746032714844) (10,3.656348705291748) (1036,3.6562013626098633) (1722,3.566848039627075) (292,3.5622174739837646) (1918,3.392277240753174)
53: (253,5.012743949890137) (1339,4.9534125328063965)* (293,4.685532093048096)* (1093,4.678848743438721) (1097,4.513057231903076) (1909,4.4795637130737305) (3081,4.468331336975098) (778,4.395534038543701) (1200,4.394015312194824)* (1645,4.346863746643066) (1214,4.211429595947266)* (2105,4.201013088226318)* (47,4.170898914337158)* (2959,4.126133918762207)* (968,4.121337413787842)* (2161,4.112617015838623)* (1676,4.02874755859375) (2657,3.938570261001587)* (2139,3.9130027294158936) (2600,3.865142345428467)
54: (3671,5.527863502502441)* (1136,5.348237037658691)* (1294,5.282159805297852) (1230,4.801438331604004)* (1304,4.7234039306640625)* (1080,4.3332905769348145) (1288,4.133666515350342) (3361,4.056978225708008) (910,4.040525436401367) (2918,3.7685422897338867) (2804,3.7492430210113525) (1256,3.7381842136383057) (1265,3.720560073852539) (1270,3.647063732147217) (3543,3.5708742141723633) (1077,3.5368518829345703) (1259,3.521453380584717) (1244,3.510908603668213) (2352,3.493924617767334) (1307,3.39082670211792)
55: (2028,4.742711067199707) (1,3.8595917224884033) (2858,3.6547858715057373) (608,3.3712592124938965) (2571,3.3512630462646484) (34,3.2159643173217773) (356,3.2124691009521484)* (3147,3.1866049766540527) (296,3.0865724086761475) (50,2.9212493896484375) (1721,2.890535831451416) (1358,2.7775533199310303) (457,2.744474411010742)* (2355,2.6076982021331787) (2501,2.5778565406799316) (1213,2.508842945098877) (480,2.5083260536193848) (364,2.460082530975342) (588,2.324720859527588) (590,2.302027463912964)
56: (318,5.938039779663086)* (593,5.6428632736206055) (296,5.6350202560424805)* (1704,5.158191680908203) (1265,5.071419715881348) (356,4.767706394195557) (2997,4.631989479064941)* (2599,4.438643455505371) (457,4.020824909210205)* (1358,4.017790794372559) (223,4.007560729980469) (1784,3.9635703563690186) (47,3.9377646446228027) (2324,3.7703940868377686) (2395,3.7325689792633057) (2268,3.635138750076294) (1060,3.615638256072998) (3006,3.5865659713745117) (1393,3.4719412326812744) (2571,3.43384051322937)
