userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
1: (167,9.609149932861328) (324,9.25804615020752) (674,8.09712028503418) (173,8.095165252685547) (211,8.042245864868164)* (131,7.729236602783203) (18,7.539275169372559) (17,7.483797073364258) (48,7.336407661437988) (440,7.318953514099121) (1202,7.304997444152832) (632,7.257976055145264) (67,7.225257873535156) (162,7.220296859741211) (371,7.121462821960449) (363,7.053854942321777) (169,6.948398590087891) (107,6.721583366394043) (665,6.695441246032715) (170,6.693068504333496)
61: (8,12.988822937011719) (479,12.513276100158691)* (34,11.812971115112305)* (6,11.539274215698242) (2101,11.238432884216309) (5,11.072823524475098) (2119,10.948461532592773) (986,10.903952598571777) (663,10.700928688049316)* (692,10.486839294433594)* (1182,10.339330673217773) (139,10.270811080932617) (719,9.769311904907227) (15,9.531694412231445) (363,9.476405143737793) (1969,9.185724258422852) (367,9.08366584777832)* (1826,9.072463989257812) (951,8.918113708496094) (1462,8.771881103515625)
69: (130,6.868901252746582) (404,6.394039154052734)* (1278,6.146833896636963) (419,5.902126312255859) (136,5.671389102935791) (143,5.621631622314453) (164,5.522134780883789) (4055,5.500918865203857) (913,5.500438213348389)* (1273,5.487051486968994) (1063,5.394634246826172) (539,5.343367576599121) (512,5.30000114440918) (15,5.279991149902344) (910,5.106937408447266) (123,5.105218887329102) (3655,5.099447250366211) (528,5.094389915466309) (1062,5.027868747711182) (560,4.912862777709961)*
71: (324,13.532629013061523)* (455,13.241975784301758) (404,13.036502838134766)* (205,11.911004066467285) (15,11.216208457946777)* (1069,11.202531814575195) (1385,10.944775581359863)* (1087,10.66965389251709) (104,10.40959358215332) (1182,9.969547271728516)* (1243,9.937621116638184)* (1027,9.905352592468262)* (576,9.832983016967773) (124,9.817415237426758) (49,9.808345794677734) (992,9.787978172302246) (849,9.648214340209961)* (1000,9.628523826599121) (337,9.576918601989746) (492,9.543172836303711)
73: (167,6.89760684967041) (15,6.884941101074219) (48,6.806819438934326) (215,6.169784069061279) (312,5.913862228393555) (324,5.72014045715332) (364,5.613710403442383)* (434,5.553327560424805)* (162,5.527179718017578) (35,5.432520866394043) (721,5.28910493850708) (388,5.194854736328125) (8,5.194171905517578)* (131,5.176918029785156) (129,5.070006370544434)* (170,5.058717727661133) (421,5.038185119628906) (276,5.027744770050049) (5,5.003885746002197) (67,4.994203567504883)
76: (2072,11.13487434387207)* (2144,10.957706451416016)* (538,10.858606338500977) (3555,10.72697925567627)* (5425,9.991414070129395)* (6653,9.989100456237793) (20678,9.848679542541504) (7247,9.789986610412598) (5207,9.731022834777832)* (7244,9.692238807678223) (1865,9.517993927001953)* (3298,9.23307991027832) (7198,9.064558029174805) (1229,8.900435447692871) (7239,8.889528274536133) (1759,8.729085922241211)* (2173,8.681546211242676)* (205,8.669004440307617)* (2154,8.623394012451172) (6215,8.6181640625)
80: (11,7.561851501464844) (721,7.190404891967773) (324,7.101728439331055) (162,7.000993728637695) (48,6.759259223937988) (211,6.594229698181152)* (173,6.5583391189575195) (265,6.553716659545898)* (139,6.441605091094971) (170,6.392607688903809) (722,6.328493118286133)* (123,6.220409393310547)* (18,6.177871227264404)* (35,6.0596513748168945) (360,5.961971759796143) (674,5.874566078186035) (115,5.843838691711426) (4,5.835322380065918) (9,5.715573310852051) (279,5.714137077331543)*
83: (501,8.395048141479492)* (164,7.797417640686035) (2114,7.790474891662598) (2846,7.494256496429443) (3655,7.401886940002441) (124,7.376684665679932) (1126,7.311169624328613) (420,7.038546562194824)* (1859,7.003608703613281)* (2624,6.8675689697265625) (3114,6.771842002868652) (181,6.732959747314453) (1055,6.688596248626709) (108,6.68734073638916) (7285,6.629937171936035) (2774,6.6083784103393555) (1390,6.599658966064453) (559,6.581324577331543) (105,6.513067722320557) (1074,6.492805480957031)*
87: (560,11.133121490478516)* (1062,9.59100341796875) (1273,9.37732219696045)* (2120,8.379521369934082) (2114,8.348623275756836) (570,8.267491340637207) (546,8.150911331176758) (164,7.948176383972168) (11,7.878621578216553)* (2779,7.851917266845703) (1278,7.845754623413086) (1100,7.829171180725098) (3655,7.725353240966797)* (363,7.622236251831055) (324,7.5712738037109375) (2143,7.556695938110352) (1260,7.449202537536621) (1093,7.427247047424316)* (1802,7.38801908493042) (85,7.227540016174316)*
88: (6254,11.471237182617188)* (4873,11.381595611572266)* (952,9.97826862335205)* (15098,9.824020385742188) (2483,9.785305976867676)* (348,9.75636100769043)* (3708,9.603933334350586)* (2321,9.039831161499023)* (5369,9.010629653930664) (3709,8.983128547668457)* (242,8.8955717086792)* (2447,8.736261367797852)* (2460,8.652345657348633)* (2555,8.588700294494629) (2428,8.570816040039062)* (2899,8.351921081542969) (5737,8.292862892150879)* (368,8.236433982849121)* (2199,8.232715606689453)* (7258,8.22677230834961)
92: (18,9.792076110839844) (115,9.557787895202637)* (48,8.843618392944336)* (88,8.656656265258789) (130,8.396090507507324) (404,7.783782005310059) (674,7.688132286071777) (279,7.547658920288086) (147,7.426807403564453)* (721,7.408270835876465) (374,7.391603946685791) (354,7.390606880187988) (3181,7.275949478149414) (189,7.219858169555664)* (1242,7.1795268058776855) (169,7.163581371307373)* (87,7.125298500061035) (520,7.116641044616699) (254,6.979778289794922) (763,6.75079345703125)
107: (420,7.1398773193359375) (721,7.059163570404053) (167,6.61741828918457) (6,6.528869152069092)* (203,6.462805271148682) (5,6.4356279373168945)* (440,6.397039413452148)* (130,6.382282257080078) (385,6.252928256988525) (324,6.230988025665283) (364,6.082152366638184) (986,6.073375701904297)* (1905,5.901525497436523) (205,5.892226219177246) (716,5.801058769226074) (1278,5.718587875366211) (199,5.666436672210693) (4121,5.488368511199951)* (731,5.440094947814941) (560,5.410585880279541)
110: (48,9.163064002990723) (276,8.580123901367188)* (11,8.530755043029785)* (1180,8.39305591583252) (279,8.350687026977539) (14,7.934319019317627) (434,7.820630073547363) (115,7.773196220397949) (15,7.596843242645264)* (189,7.501244068145752) (661,7.3868327140808105) (265,7.233233451843262) (670,7.225209712982178) (237,7.205223560333252) (9,7.065868854522705) (360,7.060998916625977)* (215,7.054295539855957) (354,6.939504623413086) (135,6.728764533996582) (2328,6.708175182342529)*
114: (15,7.06954288482666)* (265,6.7011189460754395) (240,6.078207015991211) (169,5.793290138244629) (371,5.671875476837158) (115,5.624547481536865)* (922,5.623854160308838)* (215,5.60524320602417) (173,5.595645427703857) (189,5.438128471374512) (131,5.407670974731445) (279,5.363255500793457) (674,5.356812000274658) (87,5.342911243438721) (823,5.335724353790283) (553,5.304103851318359) (1186,5.290238380432129) (11,5.280329704284668) (312,5.246299743652344) (107,5.222269058227539)
118: (2147,14.49087905883789)* (269,13.081396102905273)* (1321,11.81241226196289) (247,11.68160629272461)* (211,11.060347557067871)* (3770,10.974644660949707) (219,10.585427284240723) (351,10.438016891479492)* (3862,10.236997604370117) (131,9.725650787353516) (3750,9.719449996948242) (14,9.686498641967773)* (844,9.426311492919922) (709,9.376909255981445) (6215,9.36895751953125)* (158,9.180418014526367) (340,9.13075065612793)* (51,9.120746612548828)* (4311,9.114298820495605)* (215,8.800980567932129)
119: (440,11.999503135681152)* (139,11.512913703918457)* (5489,11.135489463806152) (4776,10.084596633911133)* (2173,10.03610610961914)* (4213,9.987327575683594) (1386,9.972692489624023)* (40,9.93336296081543) (15394,9.804835319519043) (359,9.802763938903809)* (9552,9.342723846435547) (1009,9.307538986206055) (161,9.304998397827148)* (2630,9.296503067016602) (7237,9.274864196777344)* (9571,9.235824584960938) (5129,9.155754089355469) (25,8.972728729248047) (4675,8.97138786315918) (41,8.910175323486328)
124: (3266,12.539576530456543)* (2138,12.191675186157227)* (1360,11.760307312011719)* (1832,11.645044326782227)* (329,11.345756530761719)* (11380,10.800429344177246) (1950,10.711812973022461)* (661,10.65449333190918) (6362,10.592548370361328)* (936,10.420358657836914) (6644,10.41018295288086)* (649,10.372024536132812)* (1100,10.256184577941895)* (2160,10.241997718811035) (3274,10.174898147583008)* (359,10.172112464904785)* (1095,9.98751449584961)* (5579,9.81393814086914) (11306,9.524486541748047) (1034,9.506111145019531)*
125: (134,10.262279510498047)* (95,8.94029712677002) (898,8.72684097290039) (130,8.63736343383789) (161,8.285416603088379) (889,8.079778671264648) (3307,7.813388824462891) (779,7.701570510864258) (1222,7.661773681640625) (541,7.352401256561279)* (259,7.321918487548828) (1014,7.2796783447265625) (1113,7.271335601806641) (136,7.251461029052734)* (4,7.217624187469482) (8,7.1999430656433105) (864,7.194016456604004)* (1042,7.180261611938477) (849,7.052495956420898)* (875,7.035498142242432)*
130: (913,9.612133026123047)* (187,9.387761116027832) (108,9.28775405883789)* (1027,9.21226692199707)* (116,9.210278511047363) (2188,8.826358795166016)* (385,8.748579025268555)* (625,8.594380378723145) (2846,8.460602760314941)* (455,8.434106826782227)* (33,8.355514526367188) (479,8.319507598876953)* (431,8.313480377197266) (628,8.249988555908203)* (579,8.07820987701416) (2141,8.05780029296875)* (617,7.854551792144775) (1144,7.821551322937012) (1150,7.809248447418213)* (539,7.775286674499512)*
131: (89,4.924747467041016) (174,4.548609733581543) (48,4.543056011199951) (265,4.307348251342773) (1180,4.185624122619629) (115,4.157017707824707) (842,4.126354217529297) (88,4.011270523071289) (263,3.9340343475341797) (1187,3.9148030281066895) (269,3.8638031482696533) (821,3.8521041870117188) (1232,3.8452391624450684) (16,3.764395236968994) (1207,3.753223419189453) (2328,3.746830701828003) (135,3.714338541030884) (228,3.705875873565674) (276,3.702523946762085) (71,3.6716129779815674)
137: (71,5.110492706298828)* (1260,5.102881908416748) (11,4.795705318450928)* (87,4.721107482910156) (67,4.676550388336182) (404,4.635454177856445) (170,4.608833312988281) (440,4.5701704025268555) (136,4.5538434982299805) (419,4.544744491577148) (520,4.419601917266846) (560,4.415645599365234) (48,4.317446231842041) (512,4.295567512512207) (425,4.220793724060059) (265,4.215470790863037) (818,4.185550689697266) (35,4.093092441558838) (135,4.08673095703125) (632,4.056039810180664)
138: (130,9.043327331542969)* (147,8.235488891601562)* (560,7.74965763092041)* (185,7.662591457366943)* (265,7.483436107635498)* (575,7.477940559387207) (143,7.470592498779297) (1144,7.224552154541016) (419,7.211427688598633)* (116,7.171172142028809) (404,7.0927886962890625) (139,7.082942962646484) (512,7.015146255493164)* (164,6.942598819732666) (2102,6.8619256019592285) (125,6.805747985839844) (2188,6.75976037979126)* (1553,6.748417854309082) (337,6.705417633056641) (170,6.688503265380859)
139: (185,10.726923942565918) (1273,10.704830169677734)* (1172,7.626786231994629)* (88,7.515233993530273) (15,6.9895920753479) (523,6.906301498413086) (72,6.567080974578857) (131,6.476650238037109) (2713,6.304726600646973) (87,6.286983013153076) (1767,6.187614917755127) (2738,6.164865970611572) (904,6.001378059387207) (225,5.953512191772461) (39648,5.902596473693848) (895,5.749847412109375) (174,5.712690353393555) (2609,5.55611515045166) (1790,5.540279865264893)* (661,5.520557403564453)
142: (2428,12.011423110961914)* (15098,11.465961456298828) (211,11.267629623413086)* (324,10.885969161987305)* (439,10.75644302368164)* (258,10.491127967834473)* (4873,10.420632362365723)* (1281,10.400407791137695)* (215,10.38587760925293)* (6554,9.625532150268555) (173,9.098974227905273)* (348,8.764690399169922)* (3750,8.524808883666992) (7339,8.46213436126709)* (233,8.420711517333984) (248,8.385420799255371) (219,8.28376579284668)* (16,8.214391708374023)* (6341,8.194438934326172)* (6499,8.040861129760742)
152: (67,6.969845771789551) (131,6.778079032897949) (674,6.402647495269775) (276,6.2523393630981445) (162,6.166149139404297) (298,6.1657209396362305) (169,5.974905967712402) (922,5.948884010314941) (173,5.93874979019165) (553,5.936427116394043) (4,5.912095546722412) (211,5.84787654876709) (669,5.774711608886719) (952,5.709740161895752) (17,5.701720237731934) (875,5.418069362640381) (721,5.4149603843688965) (367,5.414275646209717) (84,5.403485298156738) (136,5.400789260864258)
155: (147,5.95705509185791) (15,5.637965202331543) (512,5.570775985717773) (185,5.356144905090332) (167,5.343502998352051) (4,5.118839740753174) (48,4.952784538269043) (1278,4.938089847564697) (161,4.936084747314453) (131,4.860610008239746) (67,4.859483242034912) (116,4.856413841247559) (419,4.827864646911621) (541,4.7766194343566895) (89,4.754269599914551) (87,4.750250816345215) (539,4.643537521362305) (164,4.6286702156066895) (520,4.620428085327148)* (862,4.614690780639648)
156: (355,10.083515167236328) (158,9.611234664916992) (2956,9.588817596435547)* (715,9.42032241821289)* (17,9.381050109863281) (11,9.37713623046875)* (922,8.893332481384277)* (528,8.794157028198242) (1202,8.768781661987305) (67,8.750292778015137)* (210,8.720213890075684)* (1280,8.711074829101562)* (215,8.507315635681152)* (18,8.468832969665527)* (6826,8.408279418945312) (222,8.312853813171387)* (1190,8.125029563903809)* (170,7.980681896209717)* (8,7.892573356628418) (224,7.820498943328857)*
157: (1186,8.891533851623535) (84,8.704278945922852) (185,8.661246299743652)* (952,8.634561538696289) (211,8.516778945922852)* (312,8.441530227661133) (3862,8.2698974609375) (1196,8.091270446777344) (360,8.058616638183594) (265,7.849481582641602) (922,7.705234050750732) (717,7.681904315948486) (553,7.673965930938721)* (129,7.481012344360352) (1180,7.40863561630249) (72,7.3775200843811035) (2888,7.324685096740723) (1187,7.286683559417725) (2925,7.271714210510254) (721,7.239837646484375)*
161: (512,9.11680793762207) (164,8.89539909362793)* (1144,8.491266250610352)* (419,8.259599685668945) (2069,7.679303169250488) (153,7.640024185180664) (440,7.46307373046875) (2082,7.2696943283081055) (3346,7.053266525268555) (540,7.040655136108398) (1058,7.040112495422363) (1202,7.03375244140625)* (131,6.994495391845703) (575,6.867465019226074)* (88,6.817746639251709) (107,6.790217399597168)* (862,6.774482727050781)* (139,6.613312244415283) (3266,6.609368324279785) (134,6.555858135223389)
166: (215,2.8748483657836914) (11,2.6611688137054443) (48,2.594552516937256) (17,2.592858076095581) (18,2.5805985927581787) (167,2.572817325592041) (276,2.572392463684082) (15,2.5148282051086426) (115,2.4410881996154785) (123,2.3883471488952637) (9,2.355109691619873) (67,2.222353458404541) (265,2.2107367515563965) (211,2.1472599506378174) (16,2.1379611492156982) (131,2.126293897628784) (354,2.1207046508789062) (135,2.0793557167053223) (298,2.0781805515289307) (72,2.06964111328125)
169: (364,5.524369716644287) (388,5.034499168395996) (421,4.888345718383789) (721,4.885436058044434) (1826,4.858861923217773) (1058,4.684534549713135) (520,4.658881187438965) (1315,4.627724647521973) (1940,4.614145278930664) (1093,4.521474838256836) (2609,4.496238708496094) (185,4.380511283874512) (162,4.346933364868164) (5211,4.32099723815918) (2150,4.24598503112793) (576,4.204946517944336) (3078,4.135174751281738) (722,4.1187052726745605) (15,4.118063449859619) (3191,4.109711647033691)
173: (35,14.171720504760742)* (8,12.676130294799805)* (205,12.267417907714844)* (385,12.12828254699707)* (5207,11.411371231079102)* (1386,11.379006385803223) (2072,10.923712730407715) (663,10.85682201385498)* (273,10.743724822998047)* (30483,10.266556739807129) (3847,10.264970779418945)* (4850,10.23192024230957)* (453,10.07516860961914) (5229,10.034194946289062) (440,9.976940155029297)* (4215,9.94398307800293)* (210,9.836505889892578)* (3551,9.785350799560547) (672,9.752998352050781) (4802,9.739455223083496)*
174: (15,12.088090896606445)* (167,11.917314529418945) (354,11.409229278564453) (439,11.209365844726562)* (215,11.154651641845703)* (211,10.668313026428223)* (1374,10.646122932434082)* (355,10.527252197265625)* (48,10.391843795776367)* (4181,10.326652526855469) (263,10.303749084472656)* (2328,10.299312591552734)* (371,10.127060890197754)* (2287,9.886115074157715)* (224,9.873191833496094) (676,9.826610565185547) (189,9.750686645507812)* (14,9.737151145935059)* (18,9.616450309753418)* (274,9.580482482910156)
175: (761,11.025946617126465) (899,10.60919189453125) (279,10.462621688842773)* (1063,10.331543922424316) (1575,9.960172653198242) (3659,9.817075729370117)* (5468,9.811872482299805)* (1158,9.787467956542969)* (559,9.70736026763916) (73,9.551467895507812)* (23115,9.339921951293945) (1662,9.180953025817871) (115,9.09680461883545)* (529,9.092443466186523)* (1435,9.036993026733398) (7892,8.70536994934082) (8265,8.55111312866211) (1440,8.54415512084961) (404,8.450672149658203) (7859,8.434221267700195)
188: (731,10.979180335998535) (3102,9.526554107666016)* (990,9.256766319274902) (85,9.062301635742188) (1353,8.610742568969727)* (1260,8.55324935913086) (364,8.537137031555176) (421,8.498262405395508) (1196,8.417105674743652) (520,8.253833770751953) (413,8.162630081176758) (1248,8.072182655334473) (423,7.969511032104492) (1202,7.963696479797363)* (810,7.937685489654541)* (889,7.881199836730957) (15,7.634716033935547) (130,7.589317321777344) (1949,7.486387729644775) (1759,7.346936225891113)
197: (167,9.563965797424316)* (364,8.630666732788086)* (721,8.567737579345703)* (162,8.144779205322266)* (173,7.619997978210449) (560,7.310283660888672)* (632,7.26305627822876)* (125,7.126015663146973)* (143,7.112329959869385)* (1027,7.030609130859375) (67,7.0197858810424805)* (5,7.007594108581543) (6,6.904678821563721) (116,6.9011359214782715)* (1187,6.885479927062988)* (512,6.808619499206543) (539,6.796444892883301) (818,6.79203987121582) (1242,6.761265754699707)* (203,6.695243835449219)*
198: (721,6.0076398849487305) (15,5.985076427459717) (167,5.942107200622559) (364,5.824933052062988) (130,5.512169361114502) (324,5.492432594299316) (162,5.446785926818848) (421,5.432612895965576) (818,5.421881675720215) (810,5.359255790710449) (6,5.2764153480529785) (8,5.259466648101807) (394,5.251517295837402) (5,5.204866409301758) (889,5.037700176239014) (746,5.01432991027832) (203,4.9986090660095215)* (1260,4.883034706115723) (986,4.836719036102295) (4,4.825605392456055)
200: (33,10.782147407531738)* (267,10.547122955322266)* (2012,10.412843704223633)* (347,10.107603073120117)* (90,9.577696800231934)* (2883,9.546757698059082) (17,9.40764045715332)* (11,9.348274230957031)* (348,9.29761028289795) (79,9.290937423706055)* (2672,9.215274810791016)* (291,9.055390357971191)* (317,9.049101829528809) (2757,8.980449676513672) (8513,8.506053924560547)* (4952,8.495771408081055) (69,8.483251571655273)* (1273,8.464296340942383) (2975,8.440876960754395) (252,8.341594696044922)*
207: (15,6.677189350128174)* (131,5.769179344177246) (324,5.027463912963867) (107,4.8232502937316895) (371,4.75959587097168) (302,4.718058109283447) (17,4.655094146728516) (162,4.5523681640625) (312,4.337115287780762) (35,4.281540870666504) (1374,4.180983543395996) (8,4.160074234008789) (173,4.1594462394714355) (922,4.125570774078369) (434,4.114743232727051) (156,4.094067573547363) (1202,4.064969539642334) (298,4.023467063903809) (665,4.017856121063232) (1357,4.008293628692627)
211: (34,10.302196502685547)* (48,9.787799835205078)* (922,9.666996955871582)* (259,9.483331680297852)* (663,9.428596496582031)* (340,9.421916961669922) (167,9.292283058166504)* (1281,9.089599609375)* (50,8.985264778137207)* (3445,8.850301742553711)* (6215,8.847759246826172)* (15,8.731733322143555)* (1183,8.582860946655273)* (413,8.50745964050293)* (322,8.37248420715332) (1856,8.362650871276855)* (673,8.291106224060059)* (158,8.281403541564941)* (1934,8.209248542785645)* (25,8.192809104919434)*
212: (1894,9.512158393859863) (324,8.802325248718262)* (1190,8.471868515014648)* (2119,8.440902709960938) (701,8.390998840332031) (394,8.37430191040039) (814,8.284502983093262) (3622,8.228143692016602) (2905,7.8258562088012695) (1977,7.794344425201416) (363,7.6491241455078125)* (3231,7.638883113861084)* (368,7.632383346557617) (717,7.587987899780273)* (312,7.551178932189941) (385,7.469098091125488)* (3662,7.442650318145752) (48,7.428134918212891)* (203,7.408740520477295)* (459,7.192469120025635)*
214: (1826,8.637187004089355) (420,8.464451789855957) (440,8.098093032836914)* (1322,8.048664093017578) (444,7.744926929473877) (669,7.618681907653809) (1949,7.475021839141846) (704,7.440207481384277) (324,7.25226354598999) (301,7.207681655883789) (3864,7.1561150550842285)* (219,7.133884429931641) (423,7.063395977020264) (632,7.060539245605469) (382,7.030027389526367)* (211,7.0046305656433105) (94,6.937931537628174) (3996,6.811216354370117) (2152,6.733963966369629) (717,6.6427435874938965)
216: (1221,9.777697563171387)* (990,9.499235153198242) (85,9.063446998596191)* (116,8.995146751403809)* (404,8.8858060836792)* (1940,8.64090347290039)* (364,8.626535415649414)* (87,8.449766159057617)* (721,8.366034507751465) (2396,8.191446304321289)* (825,7.7806243896484375)* (2150,7.430095195770264)* (164,7.393950462341309) (983,7.342665195465088)* (124,7.091440200805664)* (421,7.047233581542969) (1495,6.98867130279541) (688,6.949642181396484)* (95,6.937538146972656)* (73,6.882038116455078)*
217: (5683,9.940133094787598)* (6370,8.780893325805664)* (6018,8.755393028259277)* (5998,8.705033302307129)* (6021,8.606243133544922) (6081,8.232666969299316) (6131,8.129210472106934) (6107,7.885525703430176) (976,7.805309772491455)* (4888,7.688867568969727)* (4121,7.558753967285156)* (6449,7.389577865600586) (10949,7.125626087188721) (5997,7.073261260986328) (17703,7.072587013244629) (8409,7.0672502517700195) (6216,6.968449592590332) (2006,6.943686485290527)* (4836,6.870490550994873) (5163,6.79551887512207)
219: (215,5.96920919418335) (131,5.794700622558594) (312,5.656338691711426) (11,5.407495975494385) (324,5.274666786193848) (674,5.187694072723389) (67,5.182427406311035) (107,5.088477611541748) (276,5.024633407592773) (72,5.020249366760254) (298,4.997798919677734) (354,4.938190460205078) (17,4.882762908935547) (279,4.8646039962768555) (922,4.766562461853027) (665,4.752289295196533) (1180,4.671578407287598) (669,4.65206241607666)* (173,4.633723258972168) (823,4.570491790771484)
220: (802,7.263566017150879)* (2839,7.092571258544922) (459,6.9952874183654785)* (20688,6.7549333572387695) (2201,6.651650428771973)* (1103,6.603726387023926) (3114,6.593656063079834) (3362,6.533682823181152) (3008,6.432170867919922) (1732,6.380978107452393) (1186,6.348053932189941) (1160,6.191535949707031) (3827,6.186224460601807)* (618,6.163200378417969) (3381,6.120987892150879) (3397,6.046747207641602) (1773,6.000494003295898) (3283,5.991818428039551) (1989,5.863697528839111) (1683,5.855479717254639)
223: (986,10.509820938110352) (385,9.561493873596191)* (1243,9.27596664428711)* (215,9.151174545288086) (211,9.006181716918945) (704,8.923009872436523)* (669,8.892202377319336)* (15,8.83027458190918)* (2119,8.818987846374512)* (413,8.615878105163574) (440,8.52058219909668)* (161,8.508352279663086) (139,8.499920845031738) (360,8.473468780517578) (1374,8.44051456451416) (367,8.395903587341309)* (11,8.259395599365234) (201,8.243358612060547)* (1377,8.042381286621094)* (322,7.828099250793457)
