userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
0: (15,10.05240249633789)* (48,9.41688060760498)* (136,9.346254348754883)* (265,9.137467384338379) (169,9.060604095458984)* (560,8.843793869018555) (324,8.73836612701416) (215,8.720965385437012) (592,8.693533897399902) (53,8.67590045928955)* (276,8.599560737609863) (823,8.541635513305664) (11,8.514471054077148)* (107,8.444454193115234)* (170,8.406631469726562)* (674,8.329887390136719) (298,8.24554443359375) (1187,8.242687225341797) (279,8.237787246704102) (262,8.168283462524414)
11: (15,11.836784362792969) (592,11.324396133422852) (159,11.126382827758789) (106,10.740428924560547) (164,10.700446128845215) (1063,10.65431022644043) (67,10.276618957519531) (519,10.251728057861328) (1273,10.243891716003418)* (169,10.198729515075684) (493,10.188942909240723) (2066,10.041898727416992) (875,9.946906089782715)* (575,9.92352294921875)* (419,9.860828399658203) (1267,9.811517715454102)* (324,9.769424438476562) (1144,9.74314022064209) (2069,9.718009948730469) (11,9.709196090698242)
12: (167,8.117051124572754) (11,8.115933418273926) (48,8.069153785705566) (72,8.054591178894043) (159,8.005165100097656) (15,8.001264572143555) (592,7.916003227233887) (707,7.851561546325684) (18,7.804980754852295) (88,7.661317825317383) (81,7.5092573165893555) (215,7.48075008392334) (493,7.457422256469727) (67,7.439130783081055) (952,7.4331159591674805) (312,7.421077728271484) (17,7.402899742126465) (560,7.387396812438965) (4,7.287816047668457) (512,7.280211448669434)
13: (167,9.172883987426758) (48,8.339675903320312)* (215,8.034967422485352) (67,8.009042739868164) (81,7.941978931427002) (674,7.866312503814697)* (11,7.783234596252441) (4,7.776947021484375) (113,7.758109092712402) (173,7.737389087677002) (0,7.686280250549316) (385,7.647802829742432) (131,7.617879867553711)* (168,7.569462776184082) (364,7.568310737609863) (136,7.540297508239746) (298,7.538630485534668) (810,7.481502532958984) (222,7.480530738830566)* (632,7.475928783416748)*
14: (185,3.3671371936798096) (15,3.294020175933838) (592,3.2283031940460205) (159,3.152451515197754) (167,3.1362900733947754) (48,2.9788737297058105) (136,2.9641246795654297) (147,2.9039628505706787) (625,2.9037070274353027) (1063,2.8956706523895264) (1144,2.792266368865967) (67,2.7698988914489746) (512,2.7684075832366943) (215,2.767744541168213) (519,2.7580697536468506) (130,2.7411985397338867) (131,2.7123231887817383) (169,2.692593574523926) (4,2.681572198867798) (298,2.671013593673706)
15: (60,13.719963073730469)* (522,13.316520690917969) (1259,12.83940601348877) (1914,12.565888404846191) (148,12.459768295288086)* (529,12.367027282714844)* (647,12.206219673156738) (399,12.112175941467285) (4044,12.023750305175781) (139,11.967682838439941)* (1238,11.875423431396484) (102,11.787035942077637)* (344,11.611037254333496)* (1042,11.502643585205078) (324,11.48862361907959) (1830,11.488105773925781) (3326,11.474372863769531) (124,11.45408821105957) (400,11.210859298706055) (453,11.208466529846191)*
16: (560,9.328514099121094) (185,9.256815910339355) (592,8.434389114379883) (1915,8.236455917358398) (2673,8.232208251953125) (89,8.20676326751709) (2069,8.066716194152832) (2096,8.045412063598633) (3873,7.949577331542969) (87,7.8818359375) (2328,7.8791279792785645) (1273,7.782591819763184) (561,7.746046543121338) (1891,7.729072570800781) (2862,7.689968109130859) (3374,7.684614181518555) (12123,7.647988796234131) (72,7.627827167510986) (166,7.58267879486084) (1062,7.499819755554199)
17: (116,12.187339782714844)* (404,11.681530952453613)* (104,11.293383598327637)* (143,11.29324722290039)* (688,11.257080078125) (68,11.157909393310547)* (169,11.075637817382812) (1278,10.923845291137695)* (161,10.81240463256836)* (159,10.68542766571045) (854,10.653544425964355) (673,10.610074996948242) (818,10.567272186279297)* (419,10.308496475219727) (864,10.218982696533203) (1260,10.213136672973633) (1392,10.190790176391602)* (427,10.179952621459961) (2170,10.160962104797363) (95,10.159364700317383)
18: (159,12.256610870361328)* (136,11.863956451416016) (185,11.639989852905273) (106,11.470500946044922)* (48,11.44012451171875) (169,10.986083984375) (1063,10.943201065063477) (520,10.703975677490234) (164,10.698116302490234) (173,10.667363166809082)* (707,10.532562255859375) (512,10.532247543334961) (135,10.473190307617188) (818,10.401653289794922)* (625,10.35971450805664) (404,10.284555435180664) (147,10.283496856689453) (2066,10.196495056152344) (632,10.177244186401367)* (129,10.070066452026367)
19: (1545,11.869027137756348)* (274,11.670660972595215) (15,11.380346298217773) (2428,11.28310775756836)* (4797,11.254106521606445) (2322,11.13081169128418)* (848,10.960958480834961)* (2844,10.812438011169434) (592,10.788949012756348) (895,10.770188331604004) (14,10.757716178894043)* (2147,10.698305130004883) (189,10.588480949401855) (9157,10.540336608886719) (3127,10.51586627960205) (355,10.505332946777344) (6544,10.495656967163086) (2906,10.43770980834961) (2423,10.424288749694824)* (3448,10.397890090942383)
20: (4,6.556304454803467) (159,6.525409698486328)* (167,6.40405797958374) (136,6.333384990692139) (48,6.266969680786133) (147,6.07496452331543)* (298,5.856752395629883) (215,5.811770915985107) (592,5.7971649169921875) (1279,5.752167701721191)* (986,5.743274211883545)* (1063,5.729670524597168) (222,5.7068047523498535) (131,5.666576385498047) (106,5.660705089569092) (366,5.656028747558594) (8,5.600490093231201)* (134,5.586203098297119) (210,5.534433364868164) (81,5.501675128936768)
21: (15,5.830831527709961) (592,5.57917594909668)* (159,5.409684181213379) (167,5.393548965454102) (560,5.309263706207275) (185,5.297342300415039) (88,5.219052791595459) (520,5.165175437927246) (130,5.147608280181885) (136,5.142950534820557) (48,5.130270004272461) (81,5.107929229736328) (11,5.090520858764648) (164,5.074405193328857) (707,5.0615386962890625) (67,5.055964946746826) (18,5.0467848777771) (493,4.989912986755371) (1063,4.961928367614746) (512,4.960923194885254)
22: (15,4.413211822509766) (167,4.121754169464111) (592,4.040772914886475) (159,3.9768316745758057) (185,3.935154438018799) (560,3.911550998687744) (130,3.9114856719970703) (707,3.8728549480438232) (136,3.8271703720092773) (512,3.746023416519165) (1063,3.6745357513427734) (81,3.6630330085754395) (324,3.6339919567108154) (2066,3.619278907775879) (106,3.6104605197906494) (147,3.600226879119873) (419,3.5918939113616943) (67,3.553792953491211) (625,3.551392078399658) (1273,3.547177314758301)
24: (263,11.985278129577637) (122,10.797731399536133) (87,10.736429214477539)* (174,10.581597328186035) (89,10.556306838989258) (1022,10.323003768920898) (1224,10.286773681640625) (1040,10.231849670410156)* (189,10.110626220703125) (228,10.071226119995117) (258,10.03300666809082) (670,9.852663040161133) (1186,9.841890335083008)* (3397,9.828725814819336) (4952,9.825098991394043) (86,9.809349060058594) (1192,9.800161361694336) (20672,9.720918655395508) (1172,9.656818389892578)* (300,9.624185562133789)*
25: (15,6.528965473175049) (215,6.169333457946777) (48,5.934538841247559) (4,5.906966209411621) (560,5.718158721923828) (364,5.633310317993164) (67,5.618425369262695) (324,5.613914489746094) (81,5.611490726470947) (674,5.494807243347168) (0,5.488509178161621) (185,5.45377779006958) (136,5.453608989715576) (162,5.445432186126709) (130,5.430666446685791) (131,5.422168731689453) (298,5.391664505004883) (107,5.367472171783447) (707,5.347742557525635) (512,5.290804862976074)
26: (185,7.15306282043457) (592,6.872553825378418) (2779,6.808576583862305) (806,6.671308994293213)* (560,6.383127212524414) (625,6.353951454162598)* (932,6.338193893432617) (575,6.273919105529785) (2096,6.230425834655762) (3280,6.187489986419678) (2997,6.160498142242432) (1062,6.001347541809082) (166,5.949429988861084) (190,5.904364109039307) (802,5.887722015380859)* (2609,5.837728023529053) (1790,5.782407760620117) (2790,5.738987922668457) (3346,5.733903408050537) (642,5.7209978103637695)
27: (802,12.514211654663086)* (1273,11.663139343261719)* (907,11.602163314819336)* (1192,11.582025527954102)* (1294,11.38671875)* (519,11.016521453857422) (827,11.014430046081543) (89,10.894214630126953)* (862,10.87936782836914)* (2828,10.827160835266113) (523,10.75593376159668) (160,10.595365524291992) (3201,10.353983879089355) (823,10.329224586486816)* (834,10.270668029785156) (2188,10.244422912597656) (905,9.991268157958984) (189,9.982755661010742) (1022,9.95535659790039) (414,9.897378921508789)
28: (167,7.976685047149658) (185,7.949455261230469) (592,7.907245635986328) (159,7.779139518737793) (560,7.584685325622559) (48,7.406906604766846) (707,7.270148754119873) (130,7.264185905456543) (81,7.218486309051514) (364,7.120368480682373) (164,7.061159133911133) (512,7.041402339935303) (215,6.949100494384766) (106,6.941192626953125) (625,6.931565284729004) (166,6.923466682434082) (67,6.902667045593262) (147,6.828559398651123) (1063,6.822521686553955) (2066,6.776247978210449)
29: (159,6.479755878448486) (15,6.182559490203857) (17,6.038732528686523) (215,5.998159885406494) (366,5.908091068267822) (11,5.891289710998535) (324,5.8735480308532715) (168,5.744307518005371) (674,5.654336452484131) (210,5.624834060668945) (592,5.553274631500244) (131,5.4361162185668945) (50,5.400417327880859) (707,5.395908355712891) (107,5.388225078582764) (48,5.368846893310547) (113,5.368279933929443) (367,5.367906093597412) (1281,5.365011215209961) (173,5.363435745239258)
30: (2066,9.897771835327148) (95,9.783514976501465) (2828,9.537166595458984) (855,9.499886512756348) (68,9.413190841674805) (207,9.250921249389648) (116,9.220108985900879)* (104,9.181861877441406) (983,9.164690017700195) (707,9.09793758392334) (94,9.046456336975098) (167,9.040430068969727) (15,8.989297866821289) (134,8.837814331054688) (889,8.804861068725586) (498,8.723030090332031) (159,8.709697723388672) (896,8.603551864624023) (81,8.601093292236328)* (1336,8.544699668884277)
31: (15,2.811821460723877) (136,2.693530559539795) (185,2.668583869934082) (560,2.65462589263916) (159,2.6374945640563965) (130,2.6325948238372803) (167,2.622480630874634) (592,2.615375518798828) (48,2.5467770099639893) (4,2.496966600418091) (512,2.4416756629943848) (147,2.4345412254333496) (493,2.425793170928955) (707,2.4137489795684814) (67,2.367060661315918)* (1063,2.3600738048553467) (164,2.3590943813323975) (215,2.3489184379577637) (2066,2.3475170135498047) (131,2.335832357406616)
32: (592,10.532503128051758) (625,9.327073097229004) (185,9.30888557434082) (806,9.157222747802734) (1144,8.936817169189453) (2131,8.652000427246094) (642,8.507766723632812) (560,8.342172622680664) (2137,8.318041801452637) (166,8.22120189666748) (1093,8.07745361328125) (2143,7.972805500030518) (15,7.966787338256836) (190,7.944852828979492) (2609,7.903595924377441) (153,7.88580846786499) (1063,7.799245834350586) (1088,7.782195568084717) (1098,7.740683555603027) (2779,7.726315498352051)
33: (15,3.6153974533081055) (167,3.584439516067505) (159,3.414628505706787) (592,3.3884506225585938) (185,3.359419345855713) (364,3.325185537338257) (215,3.3017048835754395) (560,3.29447603225708) (48,3.2318601608276367) (81,3.2210474014282227) (130,3.2055764198303223) (11,3.2017245292663574) (0,3.1617865562438965) (136,3.110118865966797) (520,3.100395917892456) (106,3.100306272506714) (1063,3.0925865173339844) (707,3.0550413131713867) (67,3.0495338439941406) (2066,3.0490851402282715)
34: (15,7.741355895996094) (592,7.5321736335754395)* (159,7.322021007537842) (130,7.051060676574707)* (48,6.896173477172852) (512,6.768505573272705) (707,6.578843593597412) (215,6.515666961669922) (1063,6.5110015869140625) (4,6.4812235832214355) (67,6.465450286865234) (625,6.416282653808594) (166,6.323612213134766) (164,6.270349502563477) (1144,6.257141590118408) (169,6.233046531677246) (2066,6.220904350280762) (493,6.19403600692749) (1273,6.156588554382324) (131,6.130586624145508)
35: (185,12.041961669921875)* (625,11.488571166992188)* (167,10.377107620239258) (116,10.285831451416016)* (539,10.230478286743164) (555,10.2062349319458)* (1278,10.170604705810547)* (1100,10.111856460571289) (2066,10.094796180725098)* (134,10.062183380126953) (1626,10.050739288330078)* (519,9.909811019897461) (707,9.775675773620605) (169,9.724847793579102) (1224,9.541467666625977) (626,9.478494644165039)* (486,9.362435340881348)* (190,9.357612609863281) (143,9.305366516113281) (1553,9.277435302734375)
36: (625,4.1850128173828125) (2790,4.042959213256836) (2096,4.00167989730835) (802,3.955310344696045) (592,3.9144396781921387) (932,3.889477252960205) (2779,3.8874459266662598) (575,3.8715388774871826)* (941,3.858548402786255) (2137,3.7403337955474854) (649,3.729607582092285) (2997,3.7273058891296387) (190,3.703213691711426) (806,3.663248062133789) (1780,3.648961067199707) (172,3.6179723739624023) (1091,3.6007068157196045) (200,3.593489646911621) (560,3.5889360904693604) (1062,3.586545944213867)
38: (113,11.271947860717773) (15,11.271909713745117) (354,11.149541854858398) (158,11.072399139404297) (72,10.954259872436523) (374,10.869543075561523) (189,10.864227294921875)* (312,10.740429878234863) (82,10.605862617492676)* (174,10.550321578979492) (142,10.527710914611816) (263,10.522096633911133) (67,10.436432838439941) (274,10.380887985229492) (366,10.344024658203125) (439,10.296789169311523) (18,10.262443542480469) (302,10.171945571899414) (238,10.16285514831543) (298,10.156153678894043)
39: (167,4.350883483886719) (15,4.3235673904418945) (159,4.083917140960693) (364,4.056591987609863) (0,3.958625078201294) (81,3.917828321456909) (130,3.916450023651123) (215,3.9103145599365234) (810,3.8460335731506348) (11,3.8203675746917725) (48,3.7735705375671387) (592,3.7728285789489746) (721,3.7721052169799805) (560,3.7397122383117676) (2066,3.7060751914978027) (1336,3.696871042251587) (226,3.6927547454833984) (520,3.687204122543335) (707,3.6868081092834473) (136,3.679328680038452)
40: (592,6.431093215942383) (185,6.142617225646973) (560,5.922478199005127) (2609,5.698541641235352) (166,5.681474685668945) (15,5.602438926696777) (1144,5.579473495483398) (1790,5.492240905761719) (625,5.467850685119629) (642,5.462127685546875) (147,5.4425048828125) (164,5.368666648864746) (1063,5.365023612976074) (941,5.276959419250488) (2066,5.260473728179932) (130,5.248966693878174) (707,5.248378753662109) (2114,5.217945098876953) (493,5.193984031677246) (2779,5.190674781799316)
41: (592,2.857909917831421) (185,2.7088544368743896) (15,2.6024999618530273) (625,2.5863993167877197) (560,2.4031505584716797) (48,2.3925180435180664) (1063,2.389988899230957) (159,2.385800838470459) (136,2.317755699157715) (107,2.2977967262268066) (932,2.2625997066497803) (167,2.25284481048584) (67,2.2504830360412598) (512,2.2501907348632812) (941,2.2194087505340576) (113,2.2053446769714355) (168,2.204756736755371) (130,2.182138442993164) (806,2.172050714492798) (169,2.167459011077881)
42: (166,10.968145370483398) (560,10.873246192932129) (185,10.203888893127441) (1259,10.053215026855469) (896,9.926560401916504) (2138,9.821834564208984) (1626,9.456402778625488) (1265,9.449626922607422) (329,9.432206153869629) (530,9.3191556930542)* (512,9.242911338806152) (153,9.1320161819458) (673,8.925628662109375) (1105,8.863288879394531) (583,8.859395980834961) (2066,8.838345527648926) (1988,8.832109451293945) (1875,8.803504943847656) (4787,8.795160293579102) (1050,8.794732093811035)
43: (72,10.449066162109375)* (312,10.059922218322754)* (263,9.978379249572754) (158,9.798131942749023) (2561,9.632110595703125) (247,9.59254264831543) (1812,9.580045700073242) (142,9.559701919555664)* (54,9.461867332458496) (2147,9.400470733642578) (439,9.35738468170166) (4952,9.14254379272461) (4468,9.117456436157227) (238,9.030115127563477) (2423,8.963618278503418)* (237,8.960458755493164) (1831,8.911842346191406) (1321,8.856590270996094)* (159,8.821331024169922)* (1277,8.819784164428711)*
47: (592,12.746699333190918) (130,11.361831665039062) (1144,11.147457122802734) (575,11.105623245239258)* (166,11.010198593139648)* (806,10.968043327331543) (520,10.755241394042969)* (164,10.703279495239258) (707,10.619668960571289) (628,10.371930122375488) (932,10.251850128173828) (913,10.172727584838867)* (190,10.05199146270752) (555,10.032106399536133) (1058,9.959951400756836) (1267,9.937355995178223) (649,9.891454696655273) (896,9.875017166137695) (2137,9.85909652709961) (1790,9.79180908203125)
48: (159,6.102025032043457) (167,5.724518775939941) (168,5.5330400466918945) (185,5.512683868408203) (215,5.481553077697754) (265,5.424370765686035) (113,5.416753768920898) (592,5.410294055938721) (135,5.369365692138672)* (279,5.363254547119141) (142,5.3284406661987305) (174,5.314474105834961) (823,5.314023971557617) (131,5.279390335083008) (16,5.262673854827881) (136,5.248393535614014) (560,5.243579864501953) (81,5.210873603820801) (54,5.20488977432251) (107,5.199532985687256)
49: (167,6.587920665740967)* (136,6.221453666687012) (106,6.145443916320801) (324,6.048400402069092) (130,6.0208587646484375) (81,5.831577301025391) (560,5.7942214012146) (139,5.677672863006592) (0,5.670255661010742) (185,5.669574737548828) (810,5.666519641876221) (1063,5.663921356201172) (169,5.64827823638916) (67,5.6189069747924805) (520,5.587170600891113) (35,5.57684326171875) (173,5.56657600402832) (404,5.5603837966918945) (592,5.509984970092773) (364,5.505528450012207)
51: (592,10.071294784545898) (560,9.966022491455078) (130,9.777090072631836)* (159,9.690942764282227)* (1063,9.31786060333252) (147,9.175247192382812) (707,9.098865509033203)* (48,9.019033432006836) (493,8.720903396606445) (1144,8.720460891723633) (67,8.611449241638184) (4,8.574028015136719) (169,8.544540405273438)* (215,8.515755653381348) (364,8.397442817687988) (153,8.369632720947266) (324,8.28088092803955) (539,8.271490097045898) (1273,8.25589656829834) (11,8.206684112548828)
52: (2137,9.737529754638672) (147,9.662633895874023) (896,9.352423667907715) (2779,8.930193901062012) (1790,8.70803451538086) (1091,8.600456237792969) (941,8.454818725585938) (1144,8.428675651550293)* (172,8.243581771850586) (2956,8.240510940551758) (130,8.201454162597656) (4,8.069299697875977) (15,8.046127319335938) (159,8.025510787963867) (1063,8.009416580200195) (493,8.005921363830566) (95,7.98075532913208) (3347,7.975099563598633)* (136,7.971455097198486)* (628,7.923027038574219)*
53: (15,4.524111747741699) (560,4.417317867279053) (592,4.415384292602539) (185,4.399271011352539) (159,4.386457443237305) (136,4.37959098815918) (48,4.3733296394348145) (72,4.192695617675781) (130,4.10887336730957) (493,4.0538434982299805) (512,4.043664455413818) (131,4.001941204071045) (164,3.95251202583313) (169,3.9061684608459473) (67,3.904146194458008) (11,3.8993992805480957) (81,3.8835244178771973)* (1063,3.864788055419922) (147,3.8594377040863037) (2069,3.8559064865112305)
54: (185,11.05612850189209) (592,10.931833267211914) (560,10.093534469604492) (952,9.908000946044922) (806,9.886777877807617) (2069,9.803987503051758) (147,9.699922561645508) (1273,9.613471031188965) (493,9.590486526489258) (312,9.550626754760742) (2328,9.403234481811523) (1116,9.35186767578125) (625,9.31083869934082) (932,9.27957534790039) (15,9.254040718078613) (1180,9.251352310180664) (95,9.247434616088867) (2997,9.175168991088867) (159,9.1407470703125) (136,8.928438186645508)
57: (185,1.5843451023101807) (592,1.581722617149353) (560,1.5191848278045654) (15,1.5024266242980957) (512,1.4746208190917969) (136,1.4706785678863525) (147,1.4463896751403809) (159,1.4308631420135498) (130,1.4216874837875366) (167,1.3912451267242432) (707,1.3781623840332031) (48,1.3718165159225464) (1273,1.3681659698486328) (2069,1.360449194908142) (166,1.338937759399414) (1144,1.328466773033142) (1063,1.3147358894348145) (519,1.3060270547866821) (2066,1.295459270477295) (2779,1.2945597171783447)
58: (2066,12.148613929748535) (1790,12.104969024658203)* (3204,11.715398788452148) (911,11.613323211669922) (1267,11.03831672668457)* (520,10.609012603759766)* (1759,10.600650787353516) (855,10.405741691589355) (1058,10.036033630371094) (904,9.693499565124512) (498,9.644071578979492) (147,9.605910301208496) (889,9.434865951538086)* (94,9.406797409057617) (514,9.381050109863281)* (2171,9.329529762268066)* (900,9.293551445007324) (2502,9.236416816711426) (2104,9.208839416503906)* (6363,9.204914093017578)
59: (185,9.479694366455078) (136,9.310237884521484) (130,9.265976905822754) (592,9.260088920593262) (215,8.964986801147461) (4,8.952474594116211)* (364,8.940813064575195)* (67,8.711301803588867) (0,8.671979904174805)* (707,8.580650329589844) (169,8.575188636779785) (1063,8.527853012084961) (147,8.468059539794922) (324,8.384840965270996)* (298,8.352794647216797) (265,8.335320472717285) (2066,8.322432518005371) (170,8.295833587646484)* (142,8.166448593139648) (131,8.112138748168945)
60: (1091,10.748703956604004) (166,10.531394958496094) (164,10.435513496398926)* (1072,10.204713821411133) (190,10.184707641601562) (628,10.166293144226074) (1062,10.117341995239258)* (2779,10.094332695007324) (520,10.048542976379395)* (2997,9.975361824035645) (153,9.891504287719727) (4,9.760699272155762) (172,9.704276084899902) (626,9.651169776916504) (642,9.628597259521484) (1273,9.546503067016602) (3266,9.514034271240234) (2066,9.484122276306152) (2096,9.464347839355469)* (3346,9.442652702331543)
61: (222,9.491971969604492)* (1392,9.459407806396484) (207,9.346525192260742) (1449,9.306926727294922) (205,9.298539161682129)* (668,9.14692211151123) (2119,9.131880760192871) (15,9.003070831298828) (986,8.977794647216797) (8,8.872251510620117) (68,8.847469329833984)* (161,8.79055404663086)* (210,8.730299949645996)* (373,8.642234802246094) (226,8.63901138305664)* (818,8.63367748260498)* (2179,8.62379264831543) (440,8.620244979858398)* (673,8.595451354980469)* (6,8.58358097076416)
63: (185,7.421907901763916) (842,6.993015289306641) (592,6.8275041580200195) (72,6.794852256774902) (575,6.777189254760742) (136,6.765542984008789) (48,6.719074249267578) (1116,6.669715881347656) (670,6.603429794311523) (2220,6.421142101287842) (87,6.363027572631836) (1273,6.343949317932129) (512,6.334294319152832) (1062,6.274670600891113) (862,6.26673698425293) (159,6.247400283813477) (523,6.2398529052734375) (560,6.220405578613281) (15,6.197486877441406) (240,6.099947929382324)
64: (802,7.529756546020508) (1273,7.2660627365112305)* (2199,7.2077250480651855) (897,6.925947189331055) (906,6.81894588470459) (932,6.74860954284668) (895,6.726508617401123) (263,6.682661056518555) (2143,6.607158660888672) (575,6.485696792602539) (2132,6.482361316680908) (592,6.435061454772949) (1062,6.39588737487793)* (190,6.352843284606934) (189,6.20988655090332) (1773,6.193370819091797) (3270,6.175458908081055) (2762,6.1735758781433105) (512,6.141904354095459)* (3381,6.140064716339111)
65: (160,10.870412826538086) (3744,10.527578353881836) (1186,10.05117416381836) (3201,9.927047729492188) (1116,9.921684265136719) (5622,9.866706848144531) (523,9.85080337524414) (2790,9.812173843383789) (932,9.736919403076172) (3374,9.697688102722168) (1140,9.609207153320312) (5023,9.605620384216309) (185,9.603368759155273) (2899,9.54332160949707) (1004,9.538581848144531) (1305,9.476512908935547) (700,9.470294952392578) (827,9.458495140075684)* (575,9.42678451538086) (555,9.38498306274414)
66: (2328,11.552308082580566)* (142,10.190210342407227)* (3141,10.155338287353516)* (1180,10.14737319946289) (167,9.974627494812012)* (553,9.928549766540527) (215,9.701809883117676)* (4181,9.472498893737793) (5704,9.455765724182129) (210,9.441081047058105) (1192,9.360431671142578) (1357,9.340432167053223) (2284,9.285552024841309)* (274,9.253190994262695)* (2862,9.236680030822754) (13,9.183469772338867) (3744,9.156977653503418) (2175,9.072250366210938) (1196,9.061928749084473) (129,9.056828498840332)*
