userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
0: (265,9.847599983215332) (67,9.49925422668457)* (215,9.421445846557617) (48,9.268279075622559)* (823,9.26030445098877) (560,9.235068321228027) (674,9.155762672424316) (279,9.085166931152344) (115,9.078450202941895)* (173,9.049666404724121)* (324,9.003421783447266) (107,9.000052452087402)* (276,8.917013168334961) (69,8.874384880065918)* (371,8.805909156799316) (592,8.80559253692627) (670,8.79345703125) (130,8.768367767333984)* (512,8.711374282836914) (686,8.635701179504395)
11: (512,10.926962852478027)* (520,10.363357543945312)* (15,10.342605590820312) (159,10.282918930053711) (164,10.270572662353516) (106,10.161086082458496) (1063,10.030475616455078) (67,10.009283065795898) (2066,9.907315254211426) (493,9.882339477539062) (147,9.85218620300293)* (170,9.845346450805664) (265,9.833649635314941)* (592,9.790375709533691) (519,9.621152877807617) (419,9.587967872619629) (889,9.4818696975708) (823,9.474647521972656) (1278,9.471237182617188)* (818,9.397612571716309)*
12: (18,9.085308074951172) (11,8.967161178588867) (72,8.468228340148926) (707,8.331825256347656) (215,8.230315208435059) (48,8.020285606384277) (159,7.95739221572876) (88,7.950013160705566) (952,7.875755310058594) (2066,7.860565662384033) (186,7.858853340148926) (806,7.7899980545043945) (17,7.745183944702148) (81,7.617218017578125) (493,7.616379261016846) (131,7.606396675109863) (167,7.583019256591797) (360,7.568305492401123) (130,7.561873435974121) (185,7.545951843261719)
13: (0,1.4811259508132935) (4,1.359428882598877) (5,0.8101406097412109) (8,0.7975143194198608)* (6,0.7905354499816895)* (15,0.7892172336578369)* (147,0.773065447807312) (434,0.7642825841903687) (161,0.7589844465255737)* (167,0.7480448484420776) (342,0.7467638850212097) (159,0.7423756718635559)* (1279,0.7413797378540039) (560,0.7386136651039124) (81,0.7196711301803589) (1336,0.7192193865776062) (398,0.7182863354682922) (986,0.7169880867004395)* (345,0.7165614366531372) (364,0.7163492441177368)
14: (4,1.3818522691726685) (15,1.3552806377410889) (559,1.3445663452148438) (625,1.255082607269287) (1224,1.253520131111145) (159,1.246563196182251) (185,1.2348394393920898) (74,1.2114064693450928) (265,1.1994870901107788) (35,1.1954689025878906) (44,1.187768816947937)* (148,1.186708927154541) (899,1.1748249530792236) (170,1.1741251945495605) (48,1.1701900959014893) (560,1.162493348121643)* (1210,1.1529524326324463) (135,1.1519801616668701) (337,1.15028977394104) (67,1.142691969871521)
15: (0,16.876991271972656) (1046,14.045970916748047)* (1510,13.783906936645508)* (1232,12.116593360900879)* (522,12.107955932617188) (60,11.91226577758789)* (8654,11.826218605041504) (44,11.73167610168457)* (899,11.687954902648926)* (1239,11.652697563171387)* (619,11.633369445800781) (496,11.626951217651367)* (1830,11.605094909667969) (1914,11.360566139221191) (460,11.070625305175781)* (143,11.059098243713379) (580,11.01844596862793)* (1259,10.93748664855957) (5873,10.832931518554688) (4044,10.790596008300781)
16: (1,13.578449249267578) (707,9.791315078735352) (89,9.559008598327637) (87,9.363259315490723) (81,9.315208435058594) (560,9.305624008178711) (896,9.299409866333008) (4,9.169635772705078) (952,8.6818265914917) (9,8.567902565002441) (834,8.496606826782227) (1040,8.490761756896973) (167,8.375603675842285) (13,8.367977142333984) (2069,8.359430313110352) (764,8.197162628173828) (833,8.196910858154297) (512,8.179021835327148) (95,8.143150329589844)* (129,8.109928131103516)
17: (81,12.52946662902832)* (1260,12.356077194213867) (889,12.233293533325195) (854,12.150443077087402) (404,12.024059295654297)* (673,11.913745880126953) (0,11.896388053894043) (1063,11.772270202636719)* (67,11.705427169799805) (688,11.631649017333984) (51,11.627771377563477) (512,11.61695384979248) (147,11.451251983642578)* (1860,11.431556701660156)* (990,11.143404006958008) (87,11.046918869018555)* (758,10.76183032989502)* (983,10.75240421295166) (159,10.717559814453125) (774,10.603124618530273)
18: (185,11.722517013549805) (81,11.458427429199219)* (136,11.157346725463867) (512,10.97057819366455) (520,10.962260246276855) (67,10.848819732666016)* (707,10.841926574707031) (1063,10.799498558044434) (169,10.675416946411133) (164,10.665460586547852) (135,10.478489875793457) (48,10.476330757141113) (625,10.421646118164062) (147,10.370213508605957) (2066,10.224185943603516) (669,10.222658157348633) (1278,10.212259292602539)* (1336,10.19257640838623) (404,10.069483757019043) (107,10.041116714477539)*
19: (15,14.416407585144043) (103,13.0245361328125) (130,12.678308486938477) (6332,12.382598876953125) (4471,12.112586975097656) (5056,12.054876327514648) (6541,11.626564025878906) (2844,11.55780029296875) (355,11.545186996459961) (274,11.499075889587402) (6102,11.443619728088379) (848,11.411893844604492)* (185,11.400707244873047) (189,11.33256721496582) (51,11.321521759033203) (156,11.070323944091797) (6133,11.06554889678955) (6091,11.057817459106445) (592,11.054595947265625) (519,11.036870956420898)
20: (4,8.426246643066406) (167,7.043544769287109) (48,6.908372402191162) (222,6.718109607696533) (131,6.680267810821533) (136,6.610908508300781) (345,6.445614814758301)* (674,6.393953323364258) (366,6.392665386199951) (215,6.305887222290039) (169,6.207448959350586) (161,6.195878982543945) (298,6.182060241699219) (2,6.163110256195068) (592,6.148276329040527) (1063,6.1475958824157715) (259,6.094159126281738) (1814,6.071126937866211)* (34,6.052122116088867) (81,6.045749664306641)
21: (15,5.489288806915283) (18,5.306957244873047) (707,5.207220077514648) (11,5.203902244567871) (81,5.12398624420166) (72,5.122107028961182) (560,5.0729217529296875) (87,5.066229820251465) (88,5.046414375305176) (592,4.93204402923584)* (512,4.918612480163574) (159,4.836227893829346) (17,4.833080291748047) (820,4.825291633605957) (520,4.81634521484375) (661,4.814785957336426) (1061,4.813776016235352) (875,4.799368858337402) (167,4.771967887878418) (123,4.7464094161987305)
22: (15,1.133246660232544) (159,1.106063723564148) (167,1.0992467403411865) (215,1.0774471759796143) (48,1.0573251247406006) (674,1.0521974563598633) (131,1.0339066982269287) (67,1.013296365737915) (113,1.0021095275878906) (107,0.9841182231903076) (324,0.9674472808837891) (366,0.9647096395492554) (823,0.9538108706474304) (170,0.9514197111129761) (13,0.9433335065841675) (371,0.937270998954773) (4,0.9349392652511597) (11,0.9333994388580322) (354,0.9317421913146973) (9,0.9279800653457642)
23: (4,1.4450268745422363) (8,0.8726942539215088) (716,0.856939971446991) (176,0.8379207849502563) (0,0.8072304129600525) (51,0.7785269021987915) (9,0.7680796384811401) (342,0.7663944959640503) (54,0.7600254416465759) (719,0.7527716159820557) (2,0.7516449689865112) (1279,0.7501763701438904) (161,0.7396150827407837) (34,0.7385672330856323) (259,0.7167002558708191) (210,0.7159349918365479) (1860,0.70754075050354) (718,0.7037206888198853) (81,0.6991958618164062) (2077,0.6933198571205139)
24: (89,12.726181030273438) (174,11.839679718017578) (86,11.6405029296875) (189,11.617925643920898) (263,11.5846529006958) (670,11.49797248840332) (870,11.266145706176758)* (9,11.238723754882812) (833,11.141148567199707) (884,11.131546974182129)* (686,11.093927383422852) (1022,10.689655303955078) (387,10.666326522827148) (186,10.633247375488281)* (1220,10.628337860107422) (337,10.531278610229492) (276,10.509479522705078)* (228,10.496557235717773) (84,10.454618453979492)* (1207,10.416845321655273)
25: (11,5.655864715576172) (48,5.113401412963867) (721,5.027369976043701) (215,5.015323638916016) (131,4.990984916687012) (1336,4.980248928070068) (366,4.90566349029541) (674,4.866624355316162) (63,4.845912933349609) (2,4.672605514526367) (162,4.662981033325195) (142,4.6290388107299805) (298,4.620260238647461) (1243,4.59031867980957) (364,4.547935962677002) (13,4.531851768493652) (324,4.495175838470459) (222,4.475491046905518) (113,4.462163925170898) (15,4.402598857879639)
26: (2779,7.210570335388184) (185,7.1996049880981445) (2137,7.069654941558838)* (932,6.9187397956848145) (2997,6.736516952514648) (2096,6.592222213745117) (560,6.554038047790527) (3280,6.521424770355225) (592,6.453997611999512) (2609,6.353564262390137) (575,6.321892738342285) (1100,6.288058280944824) (3344,6.210257530212402) (2790,6.164134979248047) (190,6.161440849304199) (2143,6.113117694854736) (896,6.084396839141846) (1091,6.010162830352783)* (862,5.995647430419922) (642,5.990224838256836)
27: (0,1.092679500579834) (15,0.8529646396636963)* (265,0.8343008756637573)* (4,0.8194194436073303) (159,0.8032312989234924)* (137,0.7892841100692749)* (2,0.7882934808731079) (170,0.7853406667709351) (139,0.7833459377288818) (169,0.7761831283569336) (73,0.7679697871208191) (167,0.76335209608078) (135,0.7585421800613403)* (173,0.7561954259872437) (344,0.7512177228927612) (53,0.7510570287704468)* (222,0.7482203841209412) (279,0.7477341294288635)* (215,0.7416123151779175)* (130,0.7373924851417542)*
28: (185,8.464712142944336) (167,8.28524398803711) (560,7.966907024383545) (159,7.929943084716797) (592,7.914717197418213) (9,7.907114028930664) (81,7.850846290588379) (512,7.807910919189453) (707,7.735633850097656) (215,7.553089618682861) (130,7.532741546630859) (18,7.522655963897705) (265,7.483081340789795) (170,7.3382649421691895) (364,7.331295490264893) (67,7.304053783416748) (875,7.297399520874023) (94,7.289313316345215) (1063,7.270054340362549) (106,7.26481819152832)
29: (11,1.320634126663208) (15,1.2152992486953735) (215,1.157312273979187) (167,1.144284725189209)* (18,1.0649495124816895) (159,1.0637073516845703) (67,1.0631906986236572) (81,1.056084156036377) (168,1.053300380706787) (115,1.040801763534546) (72,1.0316526889801025) (185,1.015968918800354) (142,1.0124924182891846) (131,1.0083385705947876) (113,0.9859827756881714) (265,0.9836426973342896) (661,0.9833593368530273)* (17,0.9821914434432983) (875,0.9763177037239075) (237,0.9748566746711731)
30: (707,11.54172134399414) (2066,10.924650192260742) (512,10.745863914489746) (95,10.674518585205078) (207,10.401754379272461) (3307,10.188045501708984) (498,10.142959594726562) (889,10.098801612854004) (855,10.095641136169434) (1267,9.922808647155762)* (764,9.744357109069824)* (134,9.718287467956543) (94,9.684261322021484) (560,9.645478248596191) (697,9.641130447387695) (68,9.598448753356934) (746,9.580044746398926)* (898,9.564409255981445) (2828,9.548008918762207) (493,9.487878799438477)
31: (4,2.836784839630127) (167,2.0754318237304688) (15,2.0421299934387207) (159,2.0042648315429688) (434,1.964837670326233) (48,1.9449983835220337) (215,1.9146050214767456) (342,1.9112064838409424) (560,1.8985786437988281) (67,1.8744425773620605)* (131,1.8689255714416504) (312,1.8657402992248535) (11,1.831800937652588) (147,1.8220505714416504) (130,1.809952974319458) (345,1.8092377185821533) (185,1.8085567951202393) (136,1.7967822551727295) (329,1.7834205627441406) (674,1.773003101348877)
32: (2609,8.379205703735352) (625,8.28097915649414) (806,8.266077995300293) (2137,8.163291931152344) (592,8.080687522888184) (642,7.821994781494141) (640,7.692427635192871) (2814,7.687942981719971) (2143,7.613918304443359) (2131,7.575189590454102) (570,7.500727653503418) (185,7.359842300415039) (15,7.287681579589844) (2114,7.183747291564941) (1093,7.182955741882324) (560,7.144220352172852) (0,7.140612602233887) (3655,7.138604164123535) (2116,7.046968936920166) (1088,7.044716835021973)
33: (159,4.268580436706543) (167,4.210746765136719) (215,4.137355804443359) (364,4.136071681976318) (15,4.1296186447143555) (11,4.087728500366211) (185,4.072571277618408) (81,4.0559539794921875) (592,3.9820375442504883) (560,3.9349558353424072) (18,3.906111240386963) (721,3.899261951446533) (162,3.8377127647399902) (0,3.833669662475586) (1336,3.833604574203491) (810,3.8285939693450928) (669,3.8205137252807617) (707,3.809610605239868) (222,3.806236743927002) (226,3.8002357482910156)
34: (15,8.185821533203125) (159,7.772638320922852) (592,7.64365816116333)* (512,7.383078098297119) (215,7.378744125366211) (1063,7.125095367431641) (67,7.099286079406738) (707,7.077971935272217) (48,6.998952865600586) (9,6.946728229522705) (674,6.897625923156738) (131,6.784545421600342) (625,6.742130756378174) (493,6.6917033195495605) (164,6.636110305786133) (170,6.623093605041504) (324,6.614068984985352) (1144,6.607337951660156) (806,6.558534622192383) (169,6.557462692260742)
35: (130,10.957404136657715)* (459,10.886676788330078)* (134,10.737518310546875) (1100,10.46426010131836) (1224,10.201799392700195) (1813,10.124757766723633)* (486,10.057334899902344)* (519,10.031792640686035) (707,10.00412368774414) (530,9.757064819335938)* (167,9.707916259765625) (3266,9.654373168945312)* (166,9.650808334350586)* (183,9.610330581665039) (650,9.476663589477539) (572,9.381587982177734)* (1774,9.32742691040039) (539,9.31328296661377) (1102,9.286901473999023) (3622,9.258312225341797)
36: (625,5.524542808532715) (2096,5.509238243103027) (932,5.286406517028809) (802,5.242532730102539) (2790,5.227217197418213) (941,5.101240158081055) (806,5.051820278167725) (190,5.050060272216797) (592,4.955901622772217) (560,4.9467453956604) (559,4.908542156219482) (2779,4.888459205627441) (2102,4.854012489318848) (523,4.813179969787598) (649,4.781520366668701) (660,4.7711381912231445) (1144,4.75925874710083) (1062,4.677007675170898) (172,4.666721343994141) (762,4.659523010253906)
38: (0,1.5526713132858276) (2,0.8268948793411255) (342,0.7329198122024536)* (345,0.7251299619674683)* (1279,0.7239300608634949)* (434,0.7052711248397827)* (329,0.6522036790847778)* (2077,0.6496121883392334)* (15,0.6101372241973877) (51,0.6066734790802002)* (1814,0.585498034954071)* (81,0.5761789083480835)* (1,0.5697776079177856) (11,0.5688682198524475)* (8,0.5670602321624756) (161,0.5643242597579956) (130,0.5636659264564514) (226,0.5616226196289062) (167,0.5608993172645569)* (222,0.5583289861679077)
39: (11,6.39513635635376) (15,6.037999629974365) (167,6.015128135681152) (81,5.911872863769531) (159,5.881597518920898) (721,5.71796989440918) (364,5.69972038269043) (215,5.69962215423584) (18,5.664246559143066) (4,5.641319274902344) (1336,5.614409446716309) (810,5.5662336349487305) (0,5.521777629852295) (130,5.4519829750061035) (388,5.444655418395996) (226,5.416646957397461) (222,5.395891189575195) (669,5.35590934753418) (707,5.282169342041016) (17,5.275434970855713)
40: (2609,6.048702716827393) (185,5.830082893371582) (592,5.6399245262146) (560,5.52374792098999) (166,5.359958648681641) (642,5.33664608001709) (3655,5.298503875732422) (1063,5.258877754211426) (2066,5.245294570922852) (1790,5.242484092712402) (2120,5.221020698547363) (3270,5.19815731048584) (2114,5.136673927307129) (9,5.081501483917236) (707,5.068877220153809) (520,5.046405792236328) (1144,5.037592887878418) (1100,5.021306991577148) (625,5.0116400718688965) (904,4.984097957611084)
41: (560,1.428591251373291) (185,1.4026544094085693) (592,1.3269566297531128) (136,1.2790007591247559) (512,1.265771746635437) (15,1.2503052949905396) (625,1.2483887672424316) (1063,1.2422254085540771) (130,1.2298814058303833) (1144,1.2298169136047363)* (806,1.2137572765350342) (493,1.1975514888763428) (159,1.186640977859497) (707,1.1751172542572021) (167,1.1724653244018555) (2779,1.1510698795318604) (519,1.148608922958374) (164,1.1429002285003662) (520,1.1382648944854736) (896,1.1312826871871948)
42: (0,32.64987564086914) (1232,12.06435489654541) (1259,11.849361419677734) (594,11.45949935913086) (915,11.393329620361328) (625,11.115799903869629) (133,11.113946914672852) (3248,11.075672149658203) (2868,11.039151191711426) (1144,10.984203338623047) (10,10.902002334594727) (5496,10.874632835388184) (688,10.733583450317383) (560,10.654439926147461) (164,10.601471900939941) (1072,10.414010047912598) (1027,10.412654876708984) (1875,10.390207290649414) (4788,10.29222583770752) (572,10.105484008789062)
43: (3,11.616270065307617) (131,10.690709114074707) (18,9.758996963500977)* (2862,9.752766609191895)* (215,9.705083847045898) (247,9.700471878051758) (921,9.673455238342285)* (174,9.601325988769531) (54,9.597838401794434) (285,9.584566116333008)* (2147,9.571330070495605) (823,9.511241912841797) (158,9.490365982055664) (1812,9.462942123413086) (237,9.344731330871582) (270,9.316850662231445)* (302,9.293657302856445)* (1831,9.292642593383789) (263,9.276206970214844) (10,9.247722625732422)
45: (0,1.165204405784607) (15,1.147240161895752)* (9,0.9031771421432495) (66,0.8568845987319946) (72,0.8458970785140991) (354,0.829738199710846) (168,0.8265752196311951) (13,0.8259580731391907) (131,0.8111867904663086)* (2862,0.7902489900588989) (374,0.7825356721878052) (302,0.7738736867904663)* (312,0.7725728750228882) (14,0.7538473606109619) (922,0.7538350224494934) (18,0.7416278123855591) (10,0.7402893900871277) (3718,0.7390631437301636) (215,0.7385348081588745) (340,0.7376792430877686)
46: (37636,1.5904624462127686) (27262,1.4436402320861816) (37409,0.9430980682373047) (37411,0.9430980682373047) (37408,0.9430980682373047) (33071,0.8901937007904053) (33070,0.8901937007904053) (33069,0.8901937007904053) (13530,0.8849437832832336) (36357,0.8705145120620728) (28590,0.8667231798171997) (15729,0.8163901567459106) (10794,0.8134925961494446) (21730,0.7987707853317261) (37294,0.7933781743049622) (2801,0.7884838581085205) (35999,0.7567282319068909) (33005,0.7463748455047607) (36382,0.7380282878875732) (4233,0.7077458500862122)
47: (0,1.4811053276062012) (4,1.3594341278076172) (5,0.8101403713226318)* (8,0.7975112199783325) (6,0.7905328273773193)* (15,0.7892148494720459)* (147,0.7730592489242554)* (434,0.7642794847488403) (161,0.7589784860610962) (167,0.748039960861206)* (342,0.7467581629753113) (159,0.742371678352356)* (1279,0.741375207901001) (560,0.7386051416397095)* (81,0.7196696996688843) (1336,0.7192122936248779)* (398,0.7182820439338684) (986,0.71697998046875) (345,0.7165595889091492) (364,0.7163448929786682)*
48: (159,5.977626323699951) (215,5.841988563537598) (9,5.765717506408691) (167,5.694023132324219) (168,5.55073356628418) (113,5.513636589050293) (265,5.477113723754883) (354,5.441984176635742) (823,5.413634300231934) (67,5.4129838943481445)* (174,5.404943466186523) (131,5.371036052703857) (279,5.31207275390625) (54,5.27400541305542) (17,5.239283561706543) (107,5.233415603637695) (18,5.227428436279297) (661,5.225493431091309) (170,5.218713760375977) (142,5.181280136108398)
49: (0,9.51407527923584) (4,7.304417133331299) (5,7.211849212646484) (130,7.170060157775879) (8,7.154331684112549) (444,7.110734939575195)* (167,7.0880303382873535)* (560,7.078104019165039) (674,6.988665580749512) (106,6.986265182495117) (81,6.979521751403809) (1377,6.971314430236816) (481,6.896918296813965) (136,6.895792007446289) (116,6.874924659729004) (385,6.8295135498046875) (226,6.803479194641113) (344,6.799627304077148) (34,6.774890422821045) (67,6.757384777069092)
51: (560,11.203828811645508) (4,11.125911712646484) (0,10.49216079711914) (15,10.452898025512695)* (512,10.16804313659668)* (1063,9.880620956420898) (147,9.855350494384766) (106,9.776679039001465)* (592,9.573936462402344) (67,9.482166290283203) (493,9.150200843811035) (153,8.983750343322754) (1144,8.947500228881836) (419,8.840123176574707)* (519,8.811059951782227)* (215,8.801471710205078) (131,8.798299789428711)* (913,8.783535957336426) (116,8.774076461791992) (324,8.673698425292969)
52: (4,0.9067646265029907) (0,0.6971471309661865) (2,0.6566736698150635) (159,0.6370894908905029) (5,0.6349411010742188) (701,0.6325531005859375)* (95,0.618950366973877) (167,0.6027772426605225) (59,0.6008667349815369)* (112,0.6005274057388306)* (6,0.5838648080825806) (298,0.5795133709907532) (222,0.5784534215927124) (15,0.5776206254959106) (685,0.5767799615859985) (1813,0.5740854740142822) (51,0.5738581418991089)* (129,0.5734460353851318) (226,0.5699265003204346)* (1183,0.5682591199874878)*
53: (15,5.1008453369140625) (67,4.796817779541016) (72,4.771835803985596) (215,4.748228073120117) (9,4.718639850616455) (159,4.6474103927612305) (185,4.561026573181152) (17,4.525096893310547) (48,4.505494117736816) (823,4.480151176452637) (18,4.473621368408203) (324,4.444927215576172) (135,4.438623428344727) (560,4.404491424560547) (130,4.314523696899414) (674,4.3110270500183105) (265,4.305004119873047) (170,4.302981376647949) (88,4.2713446617126465) (131,4.263562202453613)
54: (312,8.99039077758789) (2779,8.870495796203613)* (2328,8.781755447387695) (806,8.775800704956055) (952,8.417290687561035) (185,8.394012451171875) (3499,8.380451202392578) (875,8.200475692749023) (1180,8.190690994262695) (1894,8.115934371948242) (269,8.105278015136719) (592,8.097818374633789) (932,8.045989036560059) (1813,8.03414535522461) (560,7.950090408325195) (1891,7.917696475982666) (553,7.8823137283325195) (896,7.7677531242370605) (625,7.740200996398926) (72,7.737895965576172)
55: (0,2.3226165771484375) (4,1.9635193347930908) (560,1.054401159286499) (1144,1.0016334056854248) (1050,0.9916726350784302) (1774,0.9707303047180176) (520,0.9547202587127686) (625,0.9523925185203552) (134,0.9480255842208862) (2006,0.9170899391174316) (164,0.913851261138916) (512,0.9132951498031616) (1072,0.911475419998169) (649,0.9098922610282898) (628,0.9002975821495056) (991,0.8981840014457703) (541,0.8971378803253174) (626,0.8970181345939636) (2602,0.8961567878723145) (1063,0.8960378170013428)
56: (575,0.9182497262954712) (190,0.9134622812271118) (185,0.9039446711540222) (1314,0.8990152478218079) (1682,0.8964779376983643) (4236,0.8659119606018066) (802,0.8451423048973083) (1062,0.845091700553894) (560,0.816437840461731) (1126,0.8132120370864868) (1689,0.8074145317077637) (589,0.8011869192123413) (625,0.790278971195221) (200,0.7898910641670227) (3358,0.7817124724388123) (649,0.7787028551101685) (660,0.771105170249939) (540,0.7701709866523743) (1099,0.7590560913085938) (2201,0.7492526769638062)
57: (560,3.0615639686584473) (185,2.929241180419922) (136,2.91428279876709) (130,2.865513801574707) (512,2.8374783992767334) (147,2.8118014335632324) (164,2.7515695095062256) (707,2.7423629760742188) (1063,2.7175824642181396) (1278,2.6499428749084473) (106,2.644869327545166) (520,2.60610032081604) (592,2.5991244316101074) (81,2.59679913520813) (1027,2.5908095836639404) (167,2.581655979156494) (15,2.5726163387298584) (9,2.548750400543213) (625,2.5332703590393066) (265,2.492936849594116)
58: (15,1.429052710533142)* (4,1.357680082321167) (2,1.3461289405822754) (167,1.3179504871368408) (159,1.3160735368728638) (674,1.206534504890442) (48,1.2029759883880615) (6,1.193442702293396) (11,1.191112995147705) (222,1.177544116973877)* (215,1.1742838621139526) (67,1.1713769435882568)* (324,1.1548404693603516) (560,1.1538938283920288)* (162,1.1412456035614014)* (185,1.1405683755874634) (169,1.1403640508651733) (170,1.1402255296707153)* (298,1.1376068592071533) (8,1.1367440223693848)
59: (4,1.0685733556747437)* (2,0.5848466157913208)* (388,0.38313373923301697)* (420,0.3421503007411957)* (421,0.33847105503082275)* (685,0.33771806955337524)* (3468,0.3309386968612671) (1289,0.33082708716392517)* (1281,0.32989218831062317)* (15,0.32626065611839294)* (4122,0.3259967565536499)* (1232,0.32432520389556885) (413,0.3218283951282501) (2605,0.32172274589538574) (1377,0.3187212646007538)* (2165,0.3180184066295624) (3864,0.3174456059932709) (398,0.317023366689682)* (423,0.31302616000175476) (397,0.31240707635879517)
60: (625,11.432405471801758)* (932,10.523747444152832)* (190,9.826131820678711) (2779,9.58599853515625) (628,9.451857566833496) (1099,9.433053970336914) (1091,9.3419189453125) (802,9.181464195251465) (172,9.011453628540039) (642,8.989513397216797) (2143,8.970491409301758) (626,8.939250946044922) (153,8.922479629516602) (167,8.921117782592773)* (1273,8.872154235839844) (166,8.865859985351562) (2790,8.847983360290527) (2997,8.823307991027832) (3266,8.789985656738281) (3280,8.728588104248047)
