userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
1: (1,6.044183731079102)* (2987,4.210235595703125) (593,3.6570963859558105) (364,3.3513450622558594) (318,3.189434289932251) (2059,3.165386438369751) (2081,2.8770604133605957) (1022,2.7475197315216064)* (34,2.6643688678741455) (2085,2.60127329826355) (2096,2.5593197345733643) (1196,2.5411930084228516) (1259,2.4939651489257812) (3751,2.468172073364258) (2687,2.4407339096069336) (2078,2.43009090423584) (2087,2.4062600135803223) (1282,2.3828318119049072) (2080,2.3545684814453125) (1704,2.338297128677368)
12: (1252,2.6595187187194824) (858,2.434706449508667)* (593,2.0884389877319336)* (1248,2.0532522201538086) (260,1.9892774820327759) (912,1.8389707803726196) (750,1.8105851411819458) (1196,1.7520794868469238) (2997,1.7227157354354858) (908,1.676522970199585) (924,1.627036690711975) (1207,1.5223368406295776) (904,1.5152008533477783) (1230,1.5057364702224731) (1247,1.4662545919418335) (1136,1.4614886045455933) (1225,1.45176100730896) (1219,1.4367356300354004) (541,1.420257568359375) (903,1.38385808467865)
13: (3793,3.3021786212921143) (1240,3.024864435195923) (2628,3.0181093215942383) (1356,2.9569144248962402)* (1259,2.7992799282073975)* (2762,2.7498273849487305) (1214,2.742236614227295) (1200,2.564173460006714) (2858,2.5594539642333984) (2916,2.5556671619415283) (1580,2.5316929817199707)* (541,2.526552677154541) (1097,2.5045742988586426)* (457,2.408311367034912) (858,2.3942461013793945) (1610,2.3398637771606445) (1197,2.28757643699646)* (780,2.2820136547088623)* (1,2.1901698112487793) (1376,2.1690454483032227)
14: (2858,2.266867160797119) (2987,1.8277883529663086) (2599,1.4862031936645508) (223,1.4699594974517822) (2396,1.4100432395935059)* (2762,1.2755974531173706)* (2959,1.1547386646270752) (2395,1.1426845788955688) (2706,1.1262065172195435) (2683,1.1204980611801147) (2908,1.098169207572937) (3176,1.0556257963180542) (3174,1.049096941947937) (3160,1.040840744972229) (2355,1.0318552255630493) (2700,0.9885607957839966) (2692,0.9687307476997375)* (3052,0.9121111631393433) (3114,0.9021384716033936) (1,0.8776174783706665)
15: (589,5.239347457885742) (3793,4.36137580871582) (2058,4.346286296844482) (318,4.204604148864746)* (3005,4.137481689453125)* (2997,4.06430196762085) (2706,3.970348358154297)* (2683,3.5819153785705566)* (3408,3.4487178325653076)* (1721,3.4484715461730957) (1,3.408583641052246) (3623,3.3191587924957275) (3006,3.2475900650024414) (2763,3.2332780361175537) (3555,3.2307519912719727) (733,3.230520486831665) (587,3.198974132537842) (2959,3.188649892807007) (2688,3.161451578140259) (588,3.101417064666748)
16: (2987,9.905937194824219) (3793,4.762373924255371) (2706,3.0261926651000977) (3005,2.8682734966278076) (3114,2.834993839263916) (2396,2.8171274662017822) (2694,2.7815346717834473) (2997,2.7486138343811035) (2716,2.6701464653015137) (2688,2.591500759124756) (2605,2.4884283542633057) (3408,2.456249713897705) (2881,2.3724842071533203) (2762,2.3439533710479736) (2770,2.31623911857605) (2433,2.285015106201172) (3798,2.2467262744903564) (1127,2.1984572410583496) (223,2.1455166339874268) (588,2.107578754425049)
17: (3793,8.912771224975586)* (1249,4.766794204711914) (924,4.451793670654297)* (1199,4.323213577270508) (593,4.296592712402344)* (1748,4.278692722320557)* (1127,4.273414611816406)* (1527,4.124884605407715)* (1210,4.082526206970215)* (2997,3.8324222564697266) (2987,3.8045382499694824) (3702,3.7744202613830566) (2968,3.547219753265381) (1676,3.455127239227295) (1097,3.367206335067749) (2628,3.3652827739715576) (1376,3.300764560699463)* (608,3.164515733718872) (1372,3.0544164180755615) (316,3.0389418601989746)*
18: (3793,1.6006560325622559)* (2683,1.3346976041793823) (913,1.254381537437439) (2355,1.2277196645736694)* (2716,1.2135260105133057) (223,0.9513083100318909) (588,0.9313238859176636)* (2997,0.8981384038925171) (2770,0.8728777170181274) (2700,0.8712658882141113) (2605,0.8672159314155579) (3175,0.8415616154670715)* (2761,0.8168518543243408) (1248,0.8066532611846924) (785,0.8049464225769043) (3114,0.8044294118881226) (968,0.7957594394683838) (2706,0.7955143451690674) (2394,0.7812131643295288)* (2694,0.7679831981658936)
19: (2997,4.858784198760986) (260,4.241683006286621) (110,3.6188511848449707)* (2706,3.541581153869629) (3578,3.44700288772583) (593,3.288703441619873)* (2058,3.2809336185455322) (648,3.117093563079834) (457,3.109748363494873) (2628,3.0991392135620117) (3623,3.08870530128479) (1240,2.9474329948425293) (3753,2.9372451305389404) (1610,2.9151771068573) (1374,2.824342966079712)* (2959,2.8173446655273438)* (2947,2.75413179397583)* (1127,2.7424187660217285) (2115,2.7398743629455566) (3175,2.704585075378418)
20: (3793,4.141094207763672) (480,3.2918384075164795) (593,2.8255105018615723) (3578,2.568390369415283)* (1580,2.5404160022735596) (2058,2.455519676208496) (2997,2.403817653656006) (1610,2.2871973514556885) (2916,2.2603707313537598) (1249,2.234027147293091) (1210,2.204585552215576) (733,2.0529074668884277) (2762,2.052611827850342) (260,2.03361439704895) (50,2.013368606567383) (1,1.9830591678619385) (608,1.9580281972885132) (1240,1.9511691331863403)* (1196,1.9410631656646729) (296,1.9404325485229492)
21: (260,2.4897570610046387) (1196,2.3601856231689453) (3793,1.9818207025527954) (589,1.8996704816818237) (2987,1.5438868999481201) (2054,1.4707746505737305) (480,1.4133683443069458) (1200,1.403189778327942) (1240,1.4004275798797607) (1374,1.3948299884796143) (2628,1.3892545700073242) (2571,1.380464792251587) (1198,1.3694028854370117) (2021,1.3583625555038452) (2140,1.3371310234069824) (1214,1.3346571922302246) (1097,1.3280649185180664) (2105,1.2257664203643799) (2161,1.1775339841842651) (1291,1.1717392206192017)
22: (3793,1.6006560325622559) (2683,1.3346976041793823) (913,1.254381537437439) (2355,1.2277196645736694) (2716,1.2135260105133057)* (223,0.9513083100318909)* (588,0.9313238859176636) (2997,0.8981384038925171)* (2770,0.8728776574134827) (2700,0.8712658882141113) (2605,0.8672159314155579) (3175,0.8415615558624268) (2761,0.8168518543243408) (1248,0.8066532611846924) (785,0.8049464225769043) (3114,0.8044294118881226) (968,0.7957594394683838) (2706,0.7955143451690674) (2394,0.7812131643295288) (2694,0.7679831981658936)
23: (589,8.105544090270996)* (3793,5.664875507354736)* (2571,4.58386754989624) (1240,4.154010772705078)* (1200,4.115001678466797) (1214,4.082118511199951) (1374,3.8303542137145996) (2916,3.7747251987457275)* (1210,3.614562511444092) (924,3.4886436462402344) (1617,3.4484994411468506) (1252,3.4265809059143066) (3175,3.4070653915405273) (1199,3.382352828979492) (3702,3.304745674133301) (3703,3.2567667961120605) (1248,3.2565157413482666) (1206,3.2312984466552734) (1127,3.2231311798095703)* (2987,3.1366987228393555)
24: (2918,4.192506790161133)* (1196,3.6607184410095215) (1,3.5492477416992188) (1097,3.3937110900878906) (2997,3.351025104522705) (1961,3.350578784942627) (3072,3.28079891204834)* (1257,3.242644786834717) (2804,3.2166295051574707) (3421,3.114022731781006) (1210,3.070735454559326) (593,2.9235572814941406)* (356,2.9133143424987793) (1258,2.8187317848205566) (1136,2.8135859966278076) (587,2.8116230964660645) (2174,2.7660715579986572) (1285,2.7305240631103516) (2000,2.7295451164245605) (1246,2.6315574645996094)
25: (589,5.660285472869873) (2571,4.027756690979004) (2628,3.822734832763672)* (3175,3.287167549133301) (3578,3.204369068145752)* (1127,3.070138454437256) (2762,2.9058871269226074) (110,2.851125717163086) (1527,2.8499245643615723) (2683,2.821126937866211) (316,2.7613365650177) (329,2.611224412918091) (2393,2.6082890033721924) (2706,2.5973658561706543) (2916,2.5901272296905518) (2959,2.493112802505493) (2997,2.4894065856933594) (2355,2.4889633655548096) (2858,2.456967830657959) (1584,2.4473838806152344)
26: (587,4.047945022583008) (11,3.309082508087158) (539,3.2113118171691895) (1721,3.130180835723877) (2671,3.0770788192749023) (1569,3.025129795074463) (3791,2.93247652053833) (339,2.6535706520080566) (1302,2.6472721099853516) (440,2.574230194091797) (2424,2.512988567352295) (1246,2.4210519790649414) (7,2.4185168743133545)* (3255,2.3257460594177246) (1968,2.297595739364624)* (2145,2.214480400085449) (1958,2.204831123352051) (593,2.2030839920043945) (2724,2.1895382404327393) (708,2.1660678386688232)
27: (1252,1.7146284580230713)* (3435,1.351752519607544)* (1284,1.350572943687439) (2987,1.2061309814453125) (2186,1.1583669185638428)* (922,1.12954843044281)* (2066,1.0785284042358398)* (1260,1.0671448707580566) (2203,0.9437727332115173) (1212,0.9425106048583984) (908,0.9297628998756409)* (913,0.9125230312347412)* (930,0.8706018924713135)* (1249,0.8454925417900085) (1267,0.8372992873191833)* (1069,0.8319693803787231) (3932,0.7916927337646484) (3334,0.7891882658004761) (942,0.7874226570129395) (2726,0.7671359777450562)
28: (593,3.989048957824707) (1252,3.317168951034546) (1259,3.228484630584717) (1617,3.106630325317383) (908,2.950260639190674) (1,2.8958821296691895) (858,2.8431131839752197) (1193,2.808875560760498) (1248,2.708455801010132) (296,2.642604351043701) (913,2.552196502685547) (1148,2.5260567665100098) (2987,2.5109128952026367) (920,2.470033645629883) (899,2.467862606048584) (750,2.4667763710021973) (923,2.462174892425537) (910,2.4608335494995117) (1219,2.4491398334503174) (1258,2.431178092956543)
29: (3793,4.420895576477051) (1250,3.9807872772216797) (1200,3.7713160514831543) (1196,3.7615818977355957)* (1210,3.627345561981201) (2058,3.5411925315856934) (1201,3.5140724182128906) (1610,3.4110708236694336) (2571,3.3869149684906006) (2947,3.3850154876708984) (1374,3.3673627376556396) (1291,3.3000917434692383) (2989,3.284642457962036) (2000,3.240443229675293) (2028,3.225054979324341) (2948,3.1961259841918945) (1221,3.1799678802490234) (3654,3.1233913898468018) (457,3.0823354721069336) (3703,2.999885082244873)
30: (1249,1.7075984477996826) (3789,1.1302227973937988) (578,0.9333943128585815) (3280,0.9201481342315674) (306,0.9065502882003784) (1251,0.7373872995376587) (307,0.710394024848938) (3083,0.6896363496780396) (308,0.6551399827003479) (2731,0.6239432096481323) (2360,0.619513988494873) (2575,0.6148368120193481) (1248,0.596904456615448) (3357,0.5917210578918457) (574,0.5866459012031555) (573,0.5776625871658325) (1041,0.5727367401123047)* (3797,0.5678057670593262) (1280,0.5619862079620361) (2351,0.5512648224830627)
31: (2987,3.8303656578063965) (1,3.593247890472412) (588,3.382599353790283) (2791,3.376781463623047) (1278,3.355849027633667) (3421,3.0360565185546875) (1028,2.9549450874328613) (2797,2.898829221725464) (1294,2.884265661239624) (898,2.8579182624816895)* (2918,2.7602131366729736)* (1256,2.754962682723999) (1079,2.75406551361084) (3363,2.7077736854553223)* (1394,2.6718430519104004) (955,2.650132179260254)* (1136,2.583113193511963) (3552,2.5738911628723145) (3035,2.5413312911987305) (3361,2.514653205871582)
32: (1249,3.303640365600586) (2997,3.0579304695129395) (3793,2.3455045223236084) (1617,2.3300061225891113) (50,2.247567653656006) (2762,2.019118309020996)* (296,1.9876292943954468) (318,1.9352543354034424) (527,1.9090559482574463) (1259,1.863420009613037) (3578,1.8129712343215942) (3481,1.7395024299621582) (110,1.6976420879364014) (2692,1.6927509307861328) (2028,1.6345304250717163) (3006,1.5803625583648682) (1213,1.5607924461364746) (2396,1.560044765472412) (2571,1.5586090087890625) (3897,1.5569796562194824)
33: (1250,4.924990653991699) (1252,4.772599697113037) (1387,4.448067665100098)* (1240,4.156307697296143)* (260,3.948647975921631)* (1997,3.794637680053711)* (1036,3.7701616287231445) (457,3.555326223373413) (1954,3.4617676734924316) (1953,3.4069323539733887)* (1321,3.25431489944458) (480,3.2542104721069336)* (1350,3.145416736602783) (541,3.134565830230713) (1345,3.0995945930480957) (1617,3.08186674118042) (1225,3.0757405757904053)* (527,3.0488457679748535) (1304,3.047835350036621) (1213,2.965508460998535)*
34: (1,4.282729148864746)* (1257,4.2690958976745605) (588,3.6080868244171143) (587,3.540123462677002)* (2716,3.4772725105285645)* (1265,3.4731030464172363) (2797,3.450803756713867) (1197,3.435274600982666)* (356,3.403993606567383)* (1270,3.372779130935669)* (3552,3.3265624046325684) (1569,3.2132225036621094) (2706,3.193410873413086) (539,3.094081401824951)* (1777,3.0855960845947266) (2795,2.894379138946533)* (3526,2.8523130416870117) (39,2.831508159637451)* (3210,2.8305020332336426) (1394,2.7607431411743164)
35: (3789,4.562507152557373) (898,3.4886093139648438) (1250,3.3632850646972656) (899,3.3171958923339844)* (1248,3.1866774559020996) (920,3.0967836380004883) (1256,3.064333438873291) (923,2.993781566619873) (2067,2.9087438583374023) (913,2.827929973602295) (1207,2.827404499053955) (951,2.8150625228881836) (916,2.701979398727417) (1947,2.632183313369751) (1284,2.6181387901306152) (914,2.615983009338379) (1212,2.609612464904785) (1244,2.5868191719055176) (750,2.5772476196289062) (955,2.559305191040039)
36: (3793,7.619284152984619)* (2997,4.201337814331055) (1036,3.86468243598938)* (2355,3.8261380195617676)* (2706,3.7891764640808105)* (593,3.6314830780029297)* (2396,3.347245693206787) (780,3.2860045433044434)* (3510,3.2853431701660156) (3555,3.244105100631714) (1923,3.1818900108337402)* (3948,3.169663906097412) (1387,3.019758462905884)* (3481,2.9507312774658203) (1356,2.943629741668701)* (590,2.943516492843628) (2628,2.9347360134124756) (21,2.8811511993408203)* (858,2.8565309047698975)* (1220,2.778007984161377)
37: (588,4.019557952880859) (1,3.4710893630981445) (539,3.355057954788208) (339,2.9626100063323975) (1721,2.9004149436950684) (914,2.8637688159942627) (1265,2.86134672164917) (2424,2.8450918197631836) (838,2.821589946746826) (7,2.788222312927246) (916,2.6646101474761963) (17,2.619785785675049) (39,2.581000804901123) (1028,2.512988328933716) (11,2.4422125816345215) (440,2.404557704925537) (1393,2.391371965408325) (1088,2.3737878799438477)* (2125,2.3424153327941895) (915,2.316145896911621)
38: (597,4.423872947692871) (1265,3.180896282196045) (11,3.14066219329834) (357,3.1206393241882324)* (2424,3.0488834381103516) (7,2.8969919681549072) (2081,2.8911595344543457) (440,2.708174228668213) (2724,2.634620189666748) (1784,2.6257686614990234) (497,2.5283405780792236) (2125,2.480548858642578) (595,2.4277725219726562) (1680,2.4083023071289062) (3114,2.3991599082946777) (3255,2.352236270904541) (34,2.294832229614258) (1923,2.286977767944336) (1088,2.2749643325805664)* (2059,2.2472786903381348)*
39: (2987,10.68803596496582) (2683,4.856712818145752) (2706,4.717962265014648) (2762,4.3212432861328125) (2599,3.7609517574310303)* (2395,3.4844911098480225)* (3081,3.343796730041504) (589,3.211332082748413) (2502,3.1444404125213623)* (2710,3.0335118770599365) (2694,3.033432960510254) (785,2.98809814453125) (1,2.93032169342041) (3176,2.906169891357422) (3174,2.8473572731018066) (2336,2.8021240234375) (3005,2.8008370399475098) (3408,2.786606550216675) (2707,2.761502265930176) (2541,2.6928558349609375)
40: (1250,4.710614204406738) (1253,3.365662097930908) (1262,3.2255682945251465)* (260,3.2192788124084473) (3654,3.082385540008545) (1210,3.0739827156066895) (1374,3.006743907928467) (2054,2.7302541732788086) (1019,2.708601951599121) (912,2.678812026977539)* (1304,2.5840096473693848) (1408,2.4997103214263916) (940,2.4975430965423584) (3366,2.470442295074463) (1201,2.4678525924682617) (2067,2.4537997245788574) (480,2.3921923637390137) (3035,2.370112180709839) (590,2.315645456314087) (3494,2.258002281188965)
41: (2987,2.054591655731201) (260,1.9074287414550781)* (2396,1.5318859815597534) (589,1.4993535280227661) (2355,1.4082889556884766) (480,1.3730977773666382) (2571,1.3522381782531738) (588,1.3447811603546143) (3081,1.319639801979065) (356,1.3147695064544678) (587,1.284404993057251) (1,1.2827262878417969) (1097,1.2731618881225586) (3175,1.2318477630615234) (527,1.2120656967163086) (3176,1.1872634887695312) (593,1.1565446853637695) (1270,1.141984224319458) (3793,1.1375144720077515) (3114,1.132321834564209)
42: (589,7.419439792633057)* (3793,6.224051475524902)* (2054,4.957873821258545) (3527,4.878092288970947)* (2571,4.488705635070801) (2916,4.368583679199219) (3702,4.285036087036133)* (2968,4.13987922668457) (329,4.121891021728516)* (780,4.095119953155518) (1527,4.0845417976379395) (2393,4.074635028839111)* (2985,3.953709602355957)* (1580,3.894404888153076) (3471,3.885307550430298)* (316,3.8634769916534424)* (1259,3.8163962364196777) (1198,3.806633472442627)* (2528,3.7880160808563232) (2987,3.705129861831665)
43: (2987,4.975407600402832) (2683,3.279848098754883) (2355,2.9545798301696777) (223,2.8232851028442383) (1,2.528334140777588) (2716,2.4579992294311523) (3408,2.3912711143493652) (3578,2.2426347732543945) (3005,2.2225582599639893) (2694,2.0816214084625244) (593,2.061368703842163) (3176,2.0292651653289795) (2395,2.0233101844787598) (2959,2.0090689659118652) (3175,1.8852592706680298) (3798,1.862419605255127) (3753,1.8086107969284058) (2700,1.7993049621582031) (2580,1.7609808444976807) (2336,1.7577223777770996)
44: (588,6.715068817138672) (2987,6.59311580657959)* (1197,4.108119010925293)* (2054,3.957913398742676) (1580,3.8840014934539795) (3175,3.7963380813598633) (3114,3.695873260498047) (595,3.682915210723877) (1259,3.6592068672180176) (2355,3.5305607318878174) (2081,3.4344074726104736) (1376,3.379702568054199) (2078,3.091195583343506) (2161,3.06208872795105) (2087,3.0048837661743164) (364,2.9443111419677734) (1214,2.933567762374878) (2096,2.88381290435791) (1967,2.8714444637298584)* (2005,2.8662476539611816)
45: (597,4.625237464904785) (587,4.600828170776367)* (539,4.222911834716797) (838,3.9712369441986084) (1307,3.844454765319824) (1569,3.8407304286956787) (2396,3.835484266281128) (2424,3.4204509258270264) (898,3.3534436225891113) (7,3.3294782638549805) (3072,3.1615986824035645) (17,3.1186604499816895) (1265,3.0292625427246094)* (1269,2.9392058849334717) (497,2.8959784507751465)* (933,2.8919408321380615) (2243,2.8693668842315674) (2302,2.8437442779541016) (2724,2.8035573959350586) (2406,2.722454786300659)
46: (578,29.670726776123047) (3797,14.123884201049805) (3789,10.282272338867188) (3934,7.088096618652344) (573,6.960420608520508) (570,6.343509197235107) (3799,6.307826995849609) (3382,4.698984622955322) (1832,4.534830093383789) (575,4.49165153503418) (2052,4.200370788574219) (1787,4.103355407714844) (3946,3.736210346221924) (3940,3.5547823905944824) (1993,3.522526264190674) (3792,3.489227056503296) (2053,3.3923001289367676) (3941,3.2517170906066895) (557,3.1082639694213867) (3636,2.7895874977111816)
47: (593,3.7443034648895264) (1225,2.39918851852417) (1250,2.3439743518829346) (2028,2.340872287750244) (2858,2.333669662475586) (608,2.325648307800293) (1213,2.230729579925537)* (912,2.1511006355285645) (296,2.107602119445801) (1704,2.0860626697540283) (1207,2.0404624938964844) (3006,1.9522584676742554) (1247,1.9199810028076172)* (923,1.8879987001419067) (2997,1.819838047027588) (111,1.7770404815673828) (1259,1.7300903797149658) (919,1.6926765441894531) (2324,1.6779820919036865) (260,1.6674951314926147)
48: (588,5.70583438873291) (3793,4.629337310791016) (110,4.554435729980469)* (593,4.397822856903076)* (527,4.09690523147583)* (1259,3.4162888526916504) (595,3.410001754760742) (919,3.3896987438201904)* (1197,3.343073606491089) (2997,3.1468987464904785) (587,3.0856151580810547) (1265,3.031864881515503) (648,2.9137916564941406) (908,2.8294365406036377) (590,2.8223016262054443) (1704,2.750779151916504) (733,2.7215428352355957) (2081,2.674267292022705) (1221,2.6348989009857178)* (1356,2.590296506881714)
49: (1248,2.0914058685302734) (1617,1.2887253761291504) (913,1.1991922855377197) (3435,1.162078619003296) (1284,1.1394851207733154) (2987,1.1343636512756348) (903,1.0849562883377075) (1267,1.0815048217773438)* (904,1.0110595226287842) (541,0.9782740473747253) (2186,0.9632607698440552) (3789,0.9550673961639404) (750,0.9490020275115967) (858,0.948908805847168)* (111,0.9434614181518555) (908,0.9369863271713257) (1221,0.9224061965942383) (924,0.914117693901062) (922,0.8994255065917969) (593,0.8923206329345703)
50: (3793,3.699307918548584) (1249,3.5507171154022217) (1259,2.6853270530700684) (3753,2.3012003898620605) (589,2.081512451171875) (3578,1.9438996315002441) (3555,1.9229886531829834) (3481,1.8575400114059448) (110,1.8364615440368652) (3510,1.821688175201416) (3624,1.7518845796585083) (3948,1.7100074291229248) (3897,1.7093840837478638) (908,1.7022398710250854) (480,1.7006444931030273) (3798,1.633170485496521) (3408,1.569483757019043) (3160,1.4291939735412598) (2997,1.3890223503112793) (1035,1.286904215812683)
51: (3798,3.5656232833862305) (3753,2.662851333618164) (3948,2.6229565143585205) (3114,2.564236879348755)* (2858,2.4986767768859863) (2997,2.407121419906616) (3408,2.391936779022217) (3751,2.317283868789673) (2706,2.2219858169555664) (3624,2.096989154815674) (2355,2.0894932746887207) (3555,2.089177370071411) (3510,2.0875797271728516) (3578,2.072518825531006) (3409,2.0070841312408447)* (2572,1.8923990726470947) (3481,1.8786885738372803) (3752,1.8208301067352295) (593,1.7869380712509155) (3301,1.7785314321517944)
52: (2058,5.712925434112549) (3793,4.262155055999756) (110,3.8205714225769043)* (648,3.6770496368408203) (480,3.5083324909210205) (3753,3.406458616256714) (457,3.3844070434570312)* (2571,3.372178554534912) (1370,3.189706325531006) (3578,3.1528754234313965) (349,3.020906448364258)* (2353,2.9958298206329346)* (1917,2.965242624282837) (6,2.9422073364257812)* (3256,2.9321141242980957) (3555,2.870610237121582) (165,2.8625056743621826)* (377,2.619499444961548) (1527,2.5801572799682617) (3798,2.5404951572418213)
53: (1249,6.380342483520508)* (541,3.7011828422546387)* (2455,3.688417673110962)* (593,3.5186800956726074)* (2336,3.345306873321533)* (968,3.164757013320923)* (2959,3.145606517791748)* (1215,3.080193281173706)* (253,3.063732147216797) (1994,2.9508259296417236)* (778,2.947636604309082) (1097,2.929940938949585) (1921,2.9105746746063232)* (1676,2.9027175903320312) (3476,2.899960517883301)* (1253,2.8677682876586914) (3499,2.841312885284424)* (1093,2.829990863800049) (353,2.787160873413086)* (198,2.7752771377563477)
54: (3789,1.7984504699707031) (2987,1.4523478746414185) (1250,0.9629039764404297) (1304,0.8748089075088501)* (3037,0.807517409324646)* (3792,0.800162672996521) (1256,0.7831177711486816) (3671,0.7670145034790039)* (3836,0.7122085094451904) (1294,0.7101733684539795) (1230,0.6890372037887573)* (2300,0.6535859704017639)* (3654,0.6311144828796387) (3507,0.6273302435874939)* (1269,0.6141823530197144)* (2054,0.6113541126251221) (3812,0.6097633838653564) (3791,0.6091605424880981) (1278,0.602246105670929)* (3035,0.600681722164154)
