userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
1: (1,10.13360595703125)* (318,6.722059726715088) (593,6.650649070739746) (364,6.433259963989258) (2987,5.854920387268066) (34,5.6027021408081055) (2081,5.18256139755249) (1196,5.156299114227295) (1198,5.007812976837158) (1704,4.844308853149414) (589,4.806772232055664) (1022,4.715783596038818)* (1225,4.708525657653809) (2085,4.582291126251221) (2761,4.458794116973877) (2078,4.419451713562012) (3751,4.4058332443237305) (2687,4.384688854217529) (110,4.307456016540527) (2096,4.302864074707031)
12: (858,5.436964988708496)* (260,4.494739532470703) (912,4.1542816162109375) (1252,4.123112201690674) (1196,4.0206708908081055) (593,4.008586406707764)* (750,3.6075572967529297) (1136,3.5072314739227295) (1207,3.474210739135742) (1225,3.4599270820617676) (1247,3.364649772644043) (924,3.334523916244507) (527,3.2289481163024902) (1230,3.2244069576263428) (908,3.1439242362976074) (318,3.1045327186584473) (904,3.0490880012512207) (1208,3.0334997177124023) (541,2.9857490062713623) (608,2.971083164215088)
13: (2628,6.188342571258545) (1240,5.888376712799072) (1356,5.577879428863525)* (2858,5.457369327545166) (1259,5.3509111404418945)* (1197,5.284980773925781)* (1214,5.242913722991943) (1097,5.242150783538818)* (457,5.224238872528076) (2762,5.210610389709473) (858,5.198278427124023) (1580,5.117902755737305)* (2916,5.089592456817627) (1200,4.9642252922058105) (608,4.958630561828613) (1610,4.917305946350098) (541,4.878172874450684) (1270,4.759781837463379) (1617,4.428702354431152) (780,4.270419597625732)*
14: (2858,4.169469833374023) (2396,2.610319137573242)* (2599,2.5104734897613525) (2762,2.3874599933624268)* (223,2.366342544555664) (2959,2.0315539836883545) (2395,1.95596182346344) (593,1.9162517786026) (608,1.9122185707092285) (1617,1.8993510007858276) (2987,1.8557727336883545) (3176,1.7946760654449463) (296,1.7911536693572998)* (2706,1.782433032989502) (2355,1.780984878540039) (318,1.7735422849655151) (2692,1.7556629180908203)* (2908,1.751434564590454) (3174,1.7346268892288208) (3006,1.6845053434371948)
15: (318,8.426168441772461)* (589,7.714862823486328) (2706,6.614480495452881)* (1617,6.205358028411865) (1721,5.982418060302734) (150,5.828721046447754) (1610,5.814816474914551)* (733,5.798548221588135) (2959,5.796185493469238) (2997,5.787399768829346) (296,5.787127494812012) (2683,5.704920768737793)* (3005,5.6407270431518555)* (2628,5.630805492401123) (2058,5.619200229644775) (1,5.569461345672607) (608,5.536990165710449) (3793,5.530948638916016) (2763,5.510540008544922) (3408,5.492836952209473)*
16: (2987,10.520187377929688) (3114,5.709856033325195) (3793,5.651468276977539) (2396,5.495876312255859) (2716,5.296586513519287) (2706,5.288619518280029) (1127,4.50486946105957) (2694,4.475342273712158) (2762,4.414395332336426) (2770,4.2751688957214355) (2688,4.127629280090332) (3408,4.084749698638916) (2605,4.076455593109131) (223,4.072464942932129) (3005,4.037095069885254) (2881,4.029948711395264) (2763,3.8044252395629883) (1,3.7512476444244385) (2433,3.7374887466430664) (2336,3.6650726795196533)
17: (3793,10.22631549835205)* (593,8.336257934570312)* (1210,7.645642280578613)* (1748,7.473466873168945)* (1199,7.40038537979126) (1127,7.19915246963501)* (924,7.139852046966553)* (608,6.9261651039123535) (1527,6.875811576843262)* (1097,6.742563724517822) (3702,6.57780647277832) (2968,6.274710655212402) (2628,5.909477233886719) (1676,5.845716953277588) (1376,5.585195064544678)* (1396,5.533660888671875) (2985,5.427077770233154)* (316,5.103460311889648)* (2393,5.012681007385254) (1921,4.893842697143555)*
18: (2716,2.6314079761505127) (913,2.232048749923706) (2355,2.0622799396514893)* (2683,2.0214803218841553) (3175,1.7350726127624512)* (3114,1.6696680784225464) (1127,1.637028694152832) (588,1.5608396530151367)* (223,1.5588617324829102) (2700,1.552394151687622) (2770,1.5453752279281616) (1291,1.426155686378479)* (2997,1.3993110656738281) (2761,1.3894652128219604) (1196,1.380807638168335)* (1198,1.3488619327545166)* (785,1.3337419033050537) (2706,1.3145015239715576) (2396,1.3061978816986084) (2394,1.302965521812439)*
19: (260,8.67672061920166) (110,6.692121505737305)* (457,6.578519821166992) (3578,6.46030330657959) (593,6.30825662612915)* (2997,6.219366073608398) (2628,6.041179656982422) (1610,5.7315568923950195) (2947,5.702885627746582)* (2706,5.659719944000244) (1136,5.64558219909668) (1240,5.533329963684082) (648,5.49972677230835) (2115,5.379621982574463) (1374,5.359408378601074)* (2959,5.256692409515381)* (2396,5.229180335998535) (3623,5.20946741104126) (1214,4.991894721984863) (780,4.9025397300720215)
20: (480,6.634276866912842) (1580,5.320466041564941) (593,5.088868618011475) (1210,4.8523406982421875) (3793,4.653569221496582) (3578,4.652426242828369)* (2916,4.623048782348633) (1610,4.526358604431152) (260,4.504934310913086) (1196,4.44464635848999) (296,4.3627238273620605) (608,4.3501482009887695) (1240,4.234409809112549)* (50,4.1758623123168945) (1213,3.882322311401367) (1573,3.858363389968872) (1198,3.8345000743865967) (2762,3.810576915740967) (2997,3.7758870124816895) (1036,3.711331844329834)
21: (260,4.893664360046387) (1196,4.624260902404785) (2571,3.025815486907959) (1097,2.9330928325653076) (1240,2.810058116912842) (1214,2.76118803024292) (2628,2.704348087310791) (1200,2.695894718170166) (1198,2.661240577697754) (480,2.607400417327881) (858,2.4064059257507324) (1374,2.3973262310028076) (589,2.372887372970581) (1291,2.3351802825927734) (2021,2.246337652206421) (2140,2.2288646697998047) (2105,2.1089227199554443) (2529,2.1047143936157227) (1221,2.102695941925049) (3702,2.1007657051086426)
22: (2716,2.6314077377319336)* (913,2.232048511505127) (2355,2.06227970123291) (2683,2.021480083465576) (3175,1.735072374343872) (3114,1.6696678400039673) (1127,1.637028455734253)* (588,1.5608394145965576) (223,1.558861494064331)* (2700,1.5523940324783325) (2770,1.5453752279281616) (1291,1.4261554479599)* (2997,1.399310827255249)* (2761,1.3894652128219604) (1196,1.3808073997497559)* (1198,1.3488616943359375)* (785,1.3337416648864746) (2706,1.3145012855529785) (2396,1.3061976432800293) (2394,1.3029654026031494)
23: (589,11.095340728759766)* (2571,8.42923355102539) (1240,7.433239936828613)* (1200,7.194590091705322) (1214,6.985925674438477) (2916,6.903630256652832)* (1617,6.897998809814453) (1210,6.837305068969727) (1374,6.728085994720459) (3793,6.234501838684082)* (924,5.888912200927734) (3702,5.74062442779541) (296,5.631265640258789)* (3175,5.609711170196533) (3703,5.5902934074401855) (1199,5.5714263916015625) (1206,5.521850109100342) (1270,5.451767444610596) (2529,5.384246826171875) (457,5.383544921875)
24: (2918,8.340042114257812)* (1196,7.852900505065918) (1097,6.8457722663879395) (1210,6.696131706237793) (1961,6.540353775024414) (2804,6.477741718292236) (3072,6.318202018737793)* (3421,5.877322196960449) (356,5.593544960021973) (2174,5.522978782653809) (1136,5.47307014465332) (912,5.239986419677734)* (2000,5.148741245269775) (1,5.097224235534668) (1285,5.047563552856445) (2028,5.022189617156982)* (593,4.971647262573242)* (1240,4.92442512512207) (1246,4.820943832397461) (541,4.705020904541016)
25: (2571,7.624704837799072) (2628,7.2371931076049805)* (589,6.747684478759766) (3175,5.807186126708984) (3578,5.618152618408203)* (1127,5.319485664367676) (2762,5.187689781188965) (110,5.01529598236084) (1527,4.988133907318115) (316,4.884696006774902) (1198,4.864862442016602)* (2916,4.776251316070557) (1584,4.709011077880859) (2393,4.685442924499512) (329,4.678074836730957) (2959,4.507818698883057) (1197,4.475559711456299) (2858,4.371975421905518) (2683,4.297799110412598) (1240,4.238351345062256)
26: (11,5.806715488433838) (1721,5.386074542999268) (539,5.314228057861328) (587,5.148872375488281) (1569,5.049659252166748) (2671,5.012887001037598) (440,4.521147727966309) (1302,4.472353935241699) (339,4.337552070617676) (1968,4.326171398162842)* (2248,4.197498321533203) (1674,4.081620216369629) (1270,4.068558216094971) (39,3.987267017364502) (2145,3.9590282440185547) (2424,3.9297327995300293) (3210,3.9220590591430664) (1246,3.9208154678344727) (708,3.9083592891693115) (1958,3.8624792098999023)
27: (1252,2.8081629276275635)* (3435,2.385586738586426)* (1284,2.306427240371704) (2186,2.115095615386963)* (922,2.0695581436157227)* (908,2.0060997009277344)* (913,1.770065188407898)* (1267,1.7637662887573242)* (2987,1.7242153882980347) (1260,1.6918693780899048) (1212,1.669541597366333) (2066,1.6372880935668945)* (923,1.623420000076294)* (930,1.6154528856277466)* (903,1.5540900230407715) (2203,1.49691903591156) (3334,1.4847654104232788) (904,1.4686920642852783) (1617,1.4531605243682861)* (750,1.45258629322052)
28: (593,7.568767070770264) (1617,6.509613513946533) (858,6.230443954467773) (296,6.074970245361328) (1193,5.62556791305542) (1259,5.496302127838135) (908,5.424299240112305) (1265,5.058778762817383)* (920,5.004915237426758) (2804,5.0005083084106445) (1307,4.9868669509887695) (1219,4.968449592590332) (1207,4.864297866821289) (1148,4.798008918762207) (1213,4.789586067199707) (541,4.7472734451293945) (1252,4.730857849121094) (2692,4.708343505859375) (923,4.706850051879883) (1221,4.635920524597168)
29: (1196,6.929868698120117)* (1200,6.8031721115112305) (1210,6.616365909576416) (2571,6.320082664489746) (2947,6.204349517822266) (2028,6.05987548828125) (1610,6.048240661621094) (1201,5.96431827545166) (1291,5.925968647003174) (1374,5.844671726226807) (1221,5.777334213256836) (2000,5.748360633850098) (457,5.703303337097168) (1250,5.505740165710449) (3654,5.484652042388916) (2948,5.45672082901001) (3793,5.293964385986328) (3703,5.22574520111084) (2194,5.224535942077637) (1304,5.001562595367432)*
30: (1249,1.680879831314087) (306,1.571531891822815) (307,1.3324580192565918) (3083,1.2309820652008057) (308,1.2233153581619263) (2731,1.125152587890625) (1251,1.1099321842193604) (3089,1.0684568881988525) (1446,1.0617414712905884) (2357,1.012664556503296) (1172,1.00609290599823) (2351,0.9981615543365479) (2360,0.9814189672470093) (2575,0.9782110452651978) (1280,0.953538179397583) (3789,0.9398506879806519) (154,0.9308653473854065) (213,0.9087538719177246) (1237,0.8826231360435486) (3357,0.8748941421508789)
31: (2791,6.453296661376953) (1278,5.970231533050537) (3421,5.693174362182617) (2797,5.445353031158447) (2918,5.264902114868164)* (1294,5.26247501373291) (1079,5.2599968910217285) (1,5.231711387634277) (1394,5.1273908615112305) (1136,5.000866889953613) (3363,4.897921085357666)* (1220,4.892910957336426) (2987,4.786953926086426) (3361,4.693072319030762) (3552,4.674046516418457) (1028,4.666731834411621) (898,4.631237030029297)* (2804,4.553462028503418) (588,4.546201705932617) (1256,4.423275470733643)
32: (1617,5.012024879455566) (50,4.87567138671875) (2997,4.6881608963012695) (1249,4.5063982009887695) (296,4.305808067321777) (318,4.169991970062256) (2762,3.9634952545166016)* (527,3.9034063816070557) (110,3.6714553833007812) (3578,3.595417022705078) (2571,3.501164436340332) (2028,3.4884934425354004) (1213,3.402737617492676) (3481,3.3578596115112305) (1198,3.3262252807617188) (1089,3.3251726627349854) (1259,3.2676892280578613) (2692,3.216945171356201) (260,3.1685638427734375) (1704,3.152404308319092)
33: (1387,8.056224822998047)* (1240,7.697597503662109)* (260,7.424123287200928)* (1036,7.27817440032959) (457,7.169216156005859) (1954,6.51322078704834) (1997,6.478019714355469)* (1252,6.175837516784668) (1250,6.15554141998291) (1953,5.867368698120117)* (480,5.77957820892334)* (1617,5.647849082946777) (527,5.616170883178711) (50,5.587113380432129) (1213,5.4319024085998535)* (1270,5.36477518081665)* (541,5.3318586349487305) (1225,5.297760963439941)* (1321,5.254043102264404) (1203,5.199533939361572)
34: (1197,6.998412609100342)* (1265,6.635383605957031) (2797,6.278282165527344) (1270,6.2037458419799805)* (2716,6.160662651062012)* (1257,6.070281505584717) (356,6.062984466552734)* (1,6.0081305503845215)* (3552,6.006897926330566) (1394,5.411492347717285) (1777,5.376282691955566) (39,5.168890953063965)* (1569,5.145081520080566) (3210,5.131467819213867) (539,5.129600524902344)* (1136,5.121582984924316) (593,5.1167097091674805) (2795,5.062038421630859)* (3526,5.02913761138916) (1079,4.955510139465332)*
35: (898,5.952091217041016) (920,5.641019821166992) (899,5.628330230712891)* (923,5.388161659240723) (1207,5.054563522338867) (1136,4.982170104980469)* (1193,4.859960556030273) (916,4.719300270080566) (750,4.6624016761779785) (1256,4.632676124572754) (2067,4.484457969665527) (951,4.475310325622559) (1947,4.437144756317139) (914,4.407931327819824) (1244,4.3768110275268555) (1296,4.370419025421143) (858,4.3268842697143555) (111,4.3095245361328125) (955,4.299764633178711) (1952,4.289158821105957)
36: (3793,8.931929588317871)* (1036,7.4913482666015625)* (2355,6.532500267028809)* (2396,6.1860198974609375) (2706,5.913175582885742)* (780,5.833320617675781)* (1923,5.772983551025391)* (3510,5.632096290588379) (593,5.63187313079834)* (1387,5.626248359680176)* (3555,5.4517669677734375) (21,5.415070056915283)* (3421,5.368817329406738) (858,5.337339878082275)* (1220,5.309467792510986) (3104,5.262043476104736)* (1912,5.258333683013916)* (1356,5.216543197631836)* (3481,5.131697654724121) (2628,5.098567008972168)
37: (1265,5.882585525512695) (539,5.858445167541504) (1,5.410782814025879) (588,5.370322227478027) (1721,5.245121002197266) (914,5.064014911651611) (39,5.005684852600098) (339,4.969171524047852) (916,4.793768405914307) (912,4.746245384216309)* (2424,4.742237567901611) (838,4.6953444480896) (1393,4.6860222816467285) (17,4.554213047027588) (7,4.4597063064575195) (440,4.371416091918945) (1088,4.270500183105469)* (1777,4.239141941070557) (1028,4.180194854736328) (11,4.13762092590332)
38: (597,7.729622840881348) (1265,6.644795894622803) (357,6.027917861938477)* (11,5.482386589050293) (2081,5.279725551605225) (2424,5.170713424682617) (440,4.843535423278809) (1784,4.812071323394775) (1923,4.650897979736328) (7,4.614426136016846) (497,4.604787826538086) (1680,4.555820941925049) (595,4.392226219177246) (3114,4.367286682128906) (34,4.2978105545043945) (2324,4.2936320304870605)* (2762,4.263887405395508) (2125,4.186501502990723) (318,4.166348457336426) (1088,4.1144819259643555)*
39: (2987,11.785005569458008) (2762,7.972787857055664) (2683,7.827692985534668) (2706,7.774433135986328) (2599,6.98570442199707)* (2395,6.41578483581543)* (2502,5.554046630859375)* (3081,5.4467854499816895) (2336,5.299347877502441) (3174,5.066350936889648) (2710,5.031500816345215) (3176,5.002782344818115) (1197,4.988739490509033) (785,4.914628982543945) (2571,4.737971305847168) (1210,4.715044021606445) (2707,4.623584747314453) (2028,4.594573020935059) (3408,4.563084602355957) (2761,4.5103607177734375)
40: (1250,6.689550876617432) (260,6.071336269378662) (1210,5.959183216094971) (1262,5.723494529724121)* (3654,5.332439422607422) (1374,5.053348541259766) (1253,4.892324924468994) (912,4.767731666564941)* (1408,4.645498275756836) (2028,4.631426811218262) (1019,4.555964946746826) (590,4.487347602844238) (940,4.380405426025391) (1201,4.367009162902832) (1304,4.305587291717529) (3366,4.218164920806885) (2067,4.12546443939209) (110,4.090933799743652) (480,4.037114143371582) (2366,4.031922340393066)
41: (260,4.716400623321533)* (2571,3.3588476181030273) (2396,3.2688727378845215) (356,3.241971492767334) (1198,3.2039051055908203) (480,3.129171848297119) (527,2.985564947128296) (1270,2.8952925205230713) (1097,2.8779544830322266) (110,2.819737434387207) (589,2.7940421104431152) (318,2.76016902923584) (2028,2.756344795227051) (2987,2.6524059772491455) (2716,2.6305389404296875) (2355,2.6010475158691406) (3081,2.5909171104431152) (3175,2.589151382446289) (1,2.5345373153686523) (1214,2.4090747833251953)
42: (589,9.520491600036621)* (3527,8.333722114562988)* (2571,7.839346885681152) (2916,7.398907661437988) (2968,6.991334915161133) (3702,6.9334306716918945)* (3793,6.876801490783691)* (2985,6.855486869812012)* (1198,6.72310733795166)* (2393,6.706453323364258)* (3471,6.658814907073975)* (329,6.631307601928711)* (780,6.5661725997924805) (1527,6.535013198852539) (2528,6.385071754455566) (1580,6.304964065551758) (316,6.263460159301758)* (1259,6.11400032043457) (2000,5.942620277404785) (3699,5.9204630851745605)
43: (2683,5.502950668334961) (2355,5.326231002807617) (2987,5.07404088973999) (223,5.059825897216797) (2716,4.902929306030273) (1,4.293569564819336) (3578,4.253738880157471) (593,4.232032775878906) (3408,4.10170841217041) (2028,3.8321452140808105) (2395,3.8296661376953125) (1265,3.7954506874084473) (2959,3.7052195072174072) (318,3.6636579036712646) (3176,3.6348063945770264) (1270,3.589865207672119) (3175,3.5579276084899902) (2700,3.3329038619995117) (2336,3.323491334915161) (1617,3.3110413551330566)
44: (2987,9.006697654724121)* (588,8.963136672973633) (1197,7.991942882537842)* (1580,7.307009696960449) (3175,6.677038192749023) (3114,6.5664472579956055) (595,6.310556411743164) (1259,6.116336822509766) (1376,5.97216796875) (2081,5.874017238616943) (2355,5.808028697967529) (1214,5.621034622192383) (541,5.437329292297363) (110,5.409646987915039) (2161,5.353071212768555) (2005,5.134471893310547) (1200,5.125129222869873) (2078,5.0739426612854) (364,5.050621032714844) (592,4.973117828369141)
45: (597,7.206421375274658) (539,6.923508644104004) (1307,6.86328125) (2396,6.606539726257324) (838,6.592331409454346) (1569,6.119691371917725) (587,5.900746822357178)* (1265,5.659345626831055)* (898,5.643683910369873) (2424,5.6007184982299805) (3072,5.368521690368652) (2243,5.162539005279541) (7,5.133810997009277) (17,5.096405982971191) (2406,4.9456610679626465) (933,4.9191460609436035) (497,4.813421726226807)* (2108,4.810685634613037) (1230,4.749689102172852) (2302,4.736153602600098)
46: (2997,25.330135345458984) (2858,24.871749877929688) (589,24.530508041381836) (593,23.690956115722656) (2987,22.921653747558594) (1,20.94645118713379) (1259,20.232467651367188) (480,19.534343719482422) (260,18.86728286743164) (110,18.6667423248291) (2762,18.665199279785156) (1193,17.81572914123535) (2396,17.640838623046875) (1249,17.32791519165039) (858,17.109954833984375) (1580,17.01998519897461) (2355,17.009218215942383) (608,17.00299072265625) (1196,16.748836517333984) (1617,16.466699600219727)
47: (593,6.786611080169678) (2028,5.188380241394043) (1225,4.880043029785156) (608,4.868311882019043) (2858,4.707699775695801) (1213,4.700737476348877)* (296,4.622607231140137) (1704,4.508347511291504) (912,4.33065128326416) (1207,4.21826696395874) (1247,4.008796215057373)* (923,3.8466055393218994) (260,3.823211193084717) (111,3.7463290691375732) (1196,3.721428394317627) (2324,3.7015655040740967) (919,3.565403461456299) (1250,3.444488286972046) (50,3.4067890644073486) (3006,3.348128080368042)
48: (110,8.856327056884766)* (588,8.314691543579102) (527,8.239036560058594)* (593,7.449724197387695)* (1197,6.74854850769043) (1265,6.560112953186035) (919,6.469404220581055)* (595,6.441716194152832) (3793,5.80937385559082) (1704,5.694433212280273) (1221,5.397922992706299)* (1259,5.291895866394043) (590,5.249749183654785) (733,5.127004623413086) (1356,5.091195106506348) (648,5.058969020843506) (1307,5.0077805519104) (2716,4.97154426574707) (2081,4.969631671905518) (908,4.967690467834473)
49: (1617,2.771470546722412) (1248,2.513643264770508) (913,2.2300541400909424) (904,2.198951005935669) (903,2.1780073642730713) (1267,2.067316770553589)* (858,2.0286388397216797)* (541,2.005021095275879) (924,1.9625095129013062) (1221,1.9512189626693726) (750,1.9330437183380127) (111,1.9327341318130493) (3435,1.9312676191329956) (608,1.9291555881500244) (912,1.9142014980316162) (1284,1.8973965644836426) (908,1.854000449180603) (1230,1.8503227233886719) (2987,1.840336561203003) (1193,1.829971194267273)*
50: (1259,4.8423542976379395) (1249,4.792428970336914) (3753,4.40482759475708) (110,4.201727867126465) (3793,4.117545127868652) (3578,4.038043022155762) (3481,3.9948747158050537) (3555,3.7577686309814453) (3624,3.630241870880127) (480,3.545053005218506) (908,3.4995133876800537) (589,3.491999626159668) (3897,3.452759027481079) (3510,3.340815544128418) (3948,2.975497245788574) (3160,2.8921947479248047) (1035,2.7855937480926514) (3408,2.7842512130737305) (2291,2.7054390907287598) (1580,2.695673942565918)
51: (3798,4.7041544914245605) (3114,4.452246189117432)* (3753,4.3165740966796875) (3948,4.094644546508789) (2858,4.072746753692627) (3408,3.949782371520996) (3751,3.8826961517333984) (356,3.6962132453918457) (3578,3.6559293270111084) (593,3.5463428497314453) (2706,3.4814417362213135) (3555,3.347168207168579) (3510,3.3254199028015137) (3624,3.255758047103882) (2355,3.1818811893463135) (595,3.178436756134033) (3916,3.0918612480163574) (3481,3.087913990020752) (3752,3.083217144012451) (3755,3.072110652923584)
52: (110,7.010453224182129)* (2571,6.607646465301514) (2058,6.5953474044799805) (457,6.341984748840332)* (480,6.285767078399658) (648,5.931575298309326) (1370,5.643232345581055) (3578,5.371851921081543) (3753,5.2922492027282715) (1917,5.282553195953369) (2353,5.2485151290893555)* (349,5.112501621246338)* (165,5.050981044769287)* (3256,4.956905364990234) (6,4.909421920776367)* (377,4.778105735778809) (1527,4.596128940582275) (1580,4.4916157722473145) (3555,4.432395935058594) (2628,4.406335353851318)
53: (541,6.709282875061035)* (593,6.399456977844238)* (1249,6.361795902252197)* (2336,6.024859428405762)* (2455,5.650424003601074)* (2959,5.598167896270752)* (920,5.438817501068115)* (1097,5.300353527069092) (555,5.293182373046875) (778,5.272100448608398) (296,5.236948490142822)* (608,5.222553253173828)* (1093,5.111222743988037) (1089,5.073728561401367)* (353,5.061342716217041)* (198,4.964840888977051) (1676,4.907925605773926) (527,4.879861831665039) (1215,4.8503241539001465)* (968,4.838608264923096)*
54: (1304,2.1426401138305664)* (2987,2.1313929557800293) (3789,2.107337474822998) (3836,1.7628798484802246) (3037,1.751931071281433)* (3671,1.6861060857772827)* (2302,1.652669906616211) (590,1.5810563564300537) (3792,1.5710339546203613) (3147,1.5598723888397217) (1230,1.5332324504852295)* (1256,1.5268239974975586) (3812,1.5235971212387085) (1294,1.4992444515228271) (3654,1.4347763061523438) (1,1.4221138954162598) (588,1.4094245433807373) (3791,1.389122486114502) (1078,1.3694392442703247) (2300,1.3587945699691772)*
55: (1,6.304854393005371) (593,6.229954719543457)* (2028,4.91922664642334) (527,4.65068244934082)* (2571,4.304745674133301) (588,4.302153587341309) (2858,4.176389694213867) (608,4.0744853019714355) (2355,4.066544532775879) (34,3.766744375228882) (1704,3.7229557037353516)* (150,3.708845615386963)* (50,3.6937007904052734) (260,3.685915946960449) (3147,3.5927772521972656) (296,3.4909591674804688) (480,3.452129364013672) (3793,3.3778507709503174) (1196,3.353851556777954) (595,3.343271017074585)
