userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
0: (15,8.970443725585938)* (265,7.4939751625061035) (11,7.195255279541016)* (324,7.1939496994018555) (215,6.988058567047119) (48,6.908900260925293)* (53,6.807575702667236)* (170,6.802870750427246)* (276,6.719417572021484) (300,6.607875823974609) (674,6.573770523071289) (279,6.4941253662109375) (169,6.363941192626953)* (107,6.3212890625)* (1187,6.286557197570801) (203,6.226157188415527) (371,6.133760929107666) (262,6.0826921463012695) (632,5.995701789855957) (440,5.947958946228027)
11: (15,7.953328609466553) (106,7.654590129852295) (1187,7.216609477996826)* (875,7.110372066497803)* (889,6.895303726196289) (1267,6.878893852233887)* (419,6.803224086761475) (116,6.6629638671875) (404,6.613251209259033) (493,6.522491455078125) (11,6.510989665985107) (67,6.5057220458984375) (394,6.49432373046875)* (519,6.476314067840576) (1027,6.473273277282715) (324,6.452136993408203) (818,6.443662166595459)* (1273,6.428567886352539)* (17,6.268367767333984) (164,6.251247882843018)
12: (18,5.1822428703308105) (2862,4.767502784729004) (360,4.681528091430664) (382,4.539229869842529) (1246,4.534760475158691) (11,4.439703941345215) (88,4.345722198486328) (72,4.34337043762207) (952,4.118031978607178) (142,4.086686134338379) (17,4.025457382202148) (9,4.018820285797119) (2864,4.001149654388428) (689,3.918046236038208) (269,3.870535373687744) (81,3.8338992595672607) (721,3.812746047973633) (248,3.7933902740478516) (707,3.7828633785247803) (669,3.7608633041381836)
13: (167,8.235034942626953) (632,7.038970947265625)* (101,6.713973045349121) (674,6.668951511383057)* (5,6.590035438537598) (173,6.567083835601807) (210,6.540565013885498) (385,6.495757102966309) (215,6.366788387298584) (113,6.182451248168945) (48,6.126298427581787)* (222,6.111626148223877)* (371,6.037864685058594) (11,6.033054351806641) (0,5.978594779968262) (444,5.970284938812256) (922,5.940369606018066) (168,5.872074127197266) (67,5.852238655090332) (63,5.809687614440918)
14: (15,2.1236586570739746) (167,1.9980700016021729) (139,1.9017781019210815) (185,1.8914825916290283) (1063,1.7258760929107666) (159,1.7080994844436646) (34,1.6784754991531372) (366,1.6612110137939453) (371,1.642756700515747) (48,1.6163502931594849) (519,1.6163066625595093) (5,1.6128463745117188) (324,1.6104981899261475) (101,1.5919013023376465) (1195,1.5882902145385742) (674,1.57274329662323) (1242,1.5726659297943115) (162,1.571345567703247) (107,1.5529040098190308) (218,1.5517537593841553)
15: (60,11.688373565673828)* (399,11.387565612792969) (522,11.145893096923828) (102,10.665101051330566)* (529,10.429519653320312)* (344,10.322479248046875)* (203,9.873486518859863)* (400,9.65286636352539) (647,9.606060028076172) (453,9.600863456726074)* (1573,9.565828323364258)* (124,9.512469291687012) (148,9.461564064025879)* (7288,9.458471298217773) (139,9.43220043182373)* (1238,9.347949981689453) (3326,9.331242561340332) (576,9.141439437866211)* (445,9.061939239501953) (1914,9.008710861206055)
16: (1915,4.581119060516357) (12123,4.496463775634766) (3374,4.079170227050781) (3875,3.9645564556121826) (3873,3.9561562538146973) (2673,3.93304443359375) (6158,3.8660390377044678) (3893,3.74733829498291) (2908,3.667285442352295) (4530,3.5686662197113037) (3382,3.526211977005005) (560,3.4943976402282715) (789,3.4848995208740234) (5050,3.4654245376586914) (1111,3.4488534927368164) (34356,3.4213340282440186) (6348,3.394972085952759) (1277,3.3582868576049805)* (561,3.3558361530303955) (4553,3.3451669216156006)
17: (143,9.949106216430664)* (116,9.586285591125488)* (161,9.205617904663086)* (1278,8.871088981628418)* (864,8.553938865661621) (688,8.328426361083984) (1072,8.258439064025879) (404,8.088102340698242)* (889,8.039205551147461) (104,7.9885687828063965)* (1260,7.927689075469971) (2170,7.877370834350586) (85,7.845614910125732) (210,7.803099632263184)* (419,7.758694648742676) (1392,7.751959800720215)* (899,7.750367641448975)* (427,7.684283256530762) (3307,7.583958625793457) (68,7.544699668884277)*
18: (173,9.274202346801758)* (632,9.113506317138672)* (159,9.096607208251953)* (203,9.067341804504395)* (106,9.06011962890625)* (818,8.541933059692383)* (136,8.52728271484375) (135,8.422773361206055) (48,8.363273620605469) (344,8.196573257446289)* (1336,8.194826126098633) (363,8.02702522277832) (207,7.953400611877441)* (669,7.902866363525391) (366,7.848962783813477)* (404,7.8260908126831055) (717,7.735610485076904) (1202,7.669075012207031)* (168,7.58296012878418)* (1281,7.579757213592529)*
19: (2428,9.655385971069336)* (2322,9.527421951293945)* (4797,9.401519775390625) (274,9.26340103149414) (14,8.79733943939209)* (2844,8.64924144744873) (2423,8.392851829528809)* (355,8.390289306640625) (848,8.382051467895508)* (3448,8.120412826538086) (3059,8.053818702697754) (6254,8.004205703735352) (9157,7.985764503479004) (6546,7.9121222496032715) (2565,7.846953392028809)* (3763,7.836825370788574) (6541,7.829235076904297) (6601,7.825438976287842) (6544,7.684882164001465) (895,7.627377510070801)
20: (4,6.27648401260376) (1279,6.113715171813965)* (8,5.608604907989502)* (161,5.114046096801758) (167,5.028952598571777) (136,5.006163597106934) (147,4.87784481048584)* (2627,4.801265716552734) (210,4.790373802185059) (366,4.7497029304504395) (986,4.734249591827393)* (298,4.624802589416504) (701,4.567635536193848) (139,4.47000789642334) (48,4.416399955749512) (222,4.34534215927124) (131,4.333548545837402) (159,4.24668025970459)* (6,4.191351890563965)* (663,4.1139020919799805)*
21: (88,2.1196391582489014) (990,2.057246446609497) (85,1.9999070167541504) (1993,1.910649299621582) (252,1.899085521697998) (1260,1.8482764959335327) (520,1.8470611572265625) (2082,1.8464949131011963) (404,1.8029851913452148) (81,1.8012490272521973) (15,1.7860268354415894) (87,1.7620640993118286) (153,1.757094383239746) (4055,1.7377276420593262) (1061,1.7227274179458618) (186,1.7227184772491455)* (877,1.7169265747070312) (1722,1.7164740562438965) (3151,1.7152719497680664) (425,1.712713360786438)
22: (15,2.32531476020813) (419,2.084022045135498) (324,2.0603089332580566) (167,1.9624825716018677) (173,1.9575260877609253) (707,1.8780028820037842) (1518,1.77157461643219) (414,1.756298542022705) (1813,1.7343924045562744) (68,1.7293370962142944) (686,1.7162717580795288) (207,1.7038016319274902) (130,1.703491449356079) (479,1.6961669921875) (71,1.6953725814819336) (440,1.6909236907958984) (101,1.6594470739364624) (692,1.6541774272918701) (371,1.653946876525879) (363,1.6481283903121948)
24: (174,8.773070335388184) (122,8.650945663452148) (89,8.573966979980469) (1224,8.506555557250977) (300,8.358687400817871)* (87,8.233193397521973)* (337,8.093876838684082) (287,8.084372520446777)* (20672,8.061090469360352) (263,8.0505952835083) (1022,7.905662536621094) (387,7.869799613952637) (135,7.806070804595947)* (670,7.500250339508057) (73,7.412013053894043)* (1192,7.363424301147461) (404,7.339557647705078) (15,7.281244277954102)* (123,7.249090671539307) (3397,7.229425430297852)
25: (15,6.219875335693359) (721,6.031914234161377) (324,5.847027778625488) (215,5.700995445251465) (0,5.50158166885376) (366,5.438105583190918) (162,5.2985944747924805) (364,5.24643611907959) (210,5.097387790679932) (8,5.075496673583984) (717,5.009525775909424) (11,4.98735237121582) (1202,4.943151473999023) (1336,4.756943702697754) (4,4.740654945373535) (1281,4.702916145324707) (674,4.698846340179443) (716,4.662220001220703) (211,4.618683338165283) (421,4.610610008239746)
26: (592,4.80219030380249) (185,4.743437767028809) (806,4.5584259033203125)* (2779,4.479785442352295) (3280,4.29570198059082) (575,4.276240825653076) (932,4.155856132507324) (560,4.09494161605835) (2997,4.0910964012146) (2096,3.9824562072753906) (20688,3.9423346519470215) (1062,3.878718614578247) (802,3.82041335105896)* (190,3.8054258823394775) (642,3.754882574081421) (2956,3.678506851196289) (178,3.677729845046997) (625,3.674710512161255)* (1116,3.6264917850494385) (3347,3.620131015777588)
27: (1192,10.24578857421875)* (1273,10.019577980041504)* (519,9.202348709106445) (907,9.067185401916504)* (764,8.927836418151855)* (414,8.83554458618164) (823,8.450523376464844)* (3024,8.370654106140137) (802,8.365827560424805)* (173,8.111964225769043) (89,8.015134811401367)* (862,7.990901947021484)* (369,7.976056098937988) (167,7.928101062774658) (922,7.905388832092285) (2828,7.9004926681518555) (2761,7.877889156341553) (1022,7.826089859008789) (1294,7.721354961395264)* (827,7.6705708503723145)
28: (167,5.203956604003906) (364,4.81033182144165) (81,4.667119979858398) (721,4.544186592102051) (324,4.398991584777832) (226,4.310560703277588) (173,4.227691173553467) (810,4.210989475250244) (0,4.173339366912842) (139,4.129635334014893) (669,4.099977970123291) (421,4.097181797027588) (2148,4.088446617126465) (207,4.056607246398926) (142,4.036342620849609) (162,4.033512115478516) (385,3.924036979675293) (215,3.9136667251586914) (363,3.909038543701172) (722,3.8495750427246094)
29: (17,4.468847751617432) (11,3.898228168487549) (366,3.8198301792144775) (168,3.729384183883667) (18366,3.5556507110595703) (215,3.5309457778930664) (324,3.4644651412963867) (15,3.43066668510437) (3033,3.381542205810547)* (367,3.3584914207458496) (1374,3.324565887451172) (1368,3.2892019748687744) (322,3.267233371734619) (922,3.265076160430908) (354,3.2616162300109863) (113,3.223400592803955) (2169,3.2161004543304443) (300,3.2109580039978027) (674,3.2020821571350098) (50,3.167698383331299)
30: (855,7.2025065422058105) (2828,7.085232734680176) (898,6.544399261474609) (2055,6.484854221343994) (1248,6.379038333892822)* (116,6.2882537841796875)* (910,6.269038200378418) (102,6.22338342666626) (498,6.150763034820557) (983,6.069594383239746) (95,5.983803749084473) (1215,5.9802961349487305) (423,5.964166164398193) (501,5.944415092468262) (4055,5.944413661956787) (707,5.911410331726074) (1386,5.910584449768066)* (94,5.908917427062988) (889,5.86958122253418) (3307,5.841483116149902)
31: (15,2.2276341915130615) (4,2.182208776473999) (434,1.9822288751602173) (167,1.9660874605178833) (345,1.9035327434539795) (136,1.8951244354248047) (130,1.8189139366149902) (131,1.7980101108551025) (48,1.7478573322296143) (342,1.7402188777923584) (493,1.6926325559616089) (67,1.690524935722351)* (1814,1.6901800632476807) (312,1.68571138381958) (329,1.625732421875) (560,1.600801944732666) (168,1.5863354206085205) (419,1.5299270153045654) (215,1.5294854640960693) (11,1.523838758468628)
32: (592,7.6241865158081055) (625,7.419304847717285) (640,7.086427211761475) (2137,7.02330207824707) (806,6.918597221374512) (642,6.773051738739014) (2814,6.7114338874816895) (1093,6.517881870269775) (942,6.489839553833008) (649,6.475175857543945) (2143,6.41558313369751) (200,6.3742828369140625) (618,6.319502830505371) (1098,6.319033145904541) (628,6.304713726043701) (1095,6.298664093017578) (1144,6.147153854370117) (3114,6.0798115730285645) (650,6.054706573486328) (185,6.037703037261963)
33: (364,2.829951047897339) (0,2.7571072578430176) (167,2.6555488109588623) (15,2.6078286170959473) (810,2.535250663757324) (421,2.535210132598877) (2148,2.5219573974609375) (6,2.5038623809814453)* (721,2.481330633163452) (215,2.4443445205688477) (139,2.4331610202789307) (226,2.4232354164123535) (162,2.3958258628845215) (385,2.389294385910034) (324,2.375486135482788) (142,2.3591480255126953) (203,2.346651077270508) (211,2.3411757946014404) (222,2.328721284866333) (219,2.3130300045013428)
34: (15,6.632238388061523) (592,5.866125106811523)* (130,5.184789180755615)* (215,5.032402992248535) (159,5.023102760314941) (512,4.993024826049805) (67,4.867735862731934) (707,4.846329689025879) (324,4.673040390014648) (48,4.621741771697998) (364,4.5067548751831055) (4,4.4353461265563965) (162,4.424787998199463) (674,4.416469573974609) (17,4.405610084533691)* (1144,4.352187156677246) (721,4.350607872009277) (366,4.316202163696289) (139,4.281192302703857)* (170,4.279681205749512)
35: (167,8.561655044555664) (185,8.215734481811523)* (116,7.887718200683594)* (134,7.644258975982666) (519,7.627708435058594) (1278,7.490854263305664)* (486,7.361292839050293)* (707,7.211580276489258) (143,7.184545516967773) (67,7.122835159301758) (1305,7.049958229064941)* (81,7.016290664672852)* (539,6.945563793182373) (625,6.881322383880615)* (89,6.864767551422119) (1626,6.842049598693848)* (71,6.811267852783203) (363,6.73555850982666) (87,6.6840128898620605) (1172,6.663846015930176)*
36: (625,2.6690454483032227) (575,2.6551389694213867)* (802,2.635791063308716) (932,2.582949161529541) (2096,2.482287883758545) (190,2.40395188331604) (941,2.3932690620422363) (649,2.3903040885925293) (592,2.3755223751068115) (1780,2.364135503768921) (200,2.3408515453338623) (1091,2.3104255199432373) (2790,2.303410768508911) (2997,2.298156499862671) (660,2.287770986557007) (2779,2.2509782314300537) (178,2.2482738494873047) (172,2.226156234741211) (650,2.2200236320495605) (626,2.206824779510498)
38: (15,10.643678665161133) (366,8.845183372497559) (302,8.78462028503418) (113,8.679966926574707) (67,8.555052757263184) (312,7.958540439605713) (674,7.856498718261719) (158,7.487959384918213) (115,7.469074726104736) (18,7.341536045074463) (374,7.341174125671387) (354,7.298783779144287) (82,7.275914669036865)* (210,7.258026123046875)* (367,7.250887393951416) (174,7.058550834655762) (156,7.041253089904785) (360,6.856673717498779)* (298,6.7674946784973145) (1202,6.714625835418701)
39: (0,2.972346782684326) (364,2.930129289627075) (721,2.863524913787842) (722,2.6976029872894287) (810,2.6975345611572266) (413,2.656712532043457) (421,2.6417462825775146) (81,2.604013442993164) (2148,2.598771572113037) (1289,2.537813901901245) (226,2.5337278842926025) (94,2.5108041763305664) (1336,2.4885735511779785) (668,2.4575209617614746) (1196,2.4517650604248047) (1826,2.434380531311035) (1281,2.395301580429077) (219,2.388561248779297) (685,2.380242347717285) (746,2.3687386512756348)
40: (592,4.662436008453369) (2609,4.397915363311768) (642,4.275284767150879) (3655,4.043947696685791) (2120,4.036050796508789) (1790,3.8848369121551514) (185,3.830477237701416) (546,3.7974600791931152) (1144,3.7913436889648438) (166,3.77771258354187) (2114,3.7097091674804688) (3270,3.704395294189453) (640,3.6201422214508057) (1303,3.617218017578125) (2814,3.613590955734253) (560,3.5747694969177246) (1629,3.457059144973755) (2116,3.345036745071411) (941,3.3382534980773926) (2082,3.2226901054382324)
41: (185,3.157548427581787) (592,3.0610947608947754) (560,2.5754990577697754) (136,2.351047992706299) (512,2.2278811931610107) (1063,2.151282548904419) (625,2.0099105834960938) (575,1.9473896026611328) (2609,1.9411733150482178) (2997,1.938723087310791) (932,1.9208070039749146) (15,1.919806957244873) (190,1.9061744213104248) (941,1.8921561241149902) (806,1.8907318115234375) (519,1.8227726221084595) (642,1.7898873090744019) (1072,1.7696609497070312) (131,1.7692450284957886) (493,1.7685511112213135)
42: (1988,8.116293907165527) (1259,7.607913970947266) (560,7.1365966796875) (2868,6.960178375244141) (185,6.957708358764648) (329,6.689388275146484) (4715,6.432979583740234) (688,6.348957061767578) (1144,6.308189868927002) (3804,6.280852317810059) (345,6.228121757507324) (1972,6.199606895446777) (313,6.133990287780762) (153,6.114171028137207) (166,6.096609115600586) (1091,5.902359485626221) (2622,5.8697829246521) (5317,5.8464884757995605) (673,5.817816734313965) (373,5.740547180175781)*
43: (312,9.184438705444336)* (54,8.259312629699707) (131,8.242074966430664) (247,8.211870193481445) (72,8.186919212341309)* (1321,7.857231140136719)* (3,7.678897380828857) (158,7.627451419830322) (142,7.493916034698486)* (1812,7.4323930740356445) (4468,7.277486801147461) (3445,7.2171173095703125)* (439,7.188899040222168) (2147,7.164226531982422) (1277,7.124904632568359)* (351,6.979256629943848) (211,6.784728050231934) (340,6.740904808044434)* (6215,6.717959403991699) (119,6.661667823791504)
47: (592,10.793207168579102) (575,8.840222358703613)* (1144,8.745656967163086) (130,8.738679885864258) (707,8.734867095947266) (520,8.471508026123047)* (166,7.898447036743164)* (806,7.7735371589660645) (324,7.727663993835449)* (906,7.612607002258301) (1058,7.359977722167969) (190,7.312841415405273) (1267,7.267142295837402) (913,7.19435977935791)* (404,7.122768402099609) (164,7.113227367401123) (87,7.109336853027344) (173,7.096834182739258)* (628,6.996187686920166) (135,6.992640495300293)*
48: (168,5.276566982269287) (279,4.870761871337891) (135,4.854128837585449)* (167,4.840658187866211) (661,4.7406158447265625) (16,4.677494049072266) (265,4.645318984985352) (173,4.635666847229004) (113,4.630501747131348) (159,4.6143951416015625) (215,4.595101833343506) (54,4.575888633728027) (174,4.559920310974121) (131,4.37305212020874) (9,4.333664894104004) (262,4.300529956817627) (17,4.2475128173828125) (142,4.131021022796631) (69,4.031973838806152) (107,4.022760391235352)
49: (167,4.792727470397949)* (324,4.702572822570801) (35,4.320873260498047) (440,4.280095100402832) (139,4.124356269836426) (385,4.062359809875488) (101,3.965939521789551) (538,3.898158550262451) (632,3.8365702629089355) (173,3.8279740810394287) (34,3.807441234588623) (205,3.798395872116089) (481,3.7255234718322754) (2,3.7099218368530273) (6,3.6946511268615723) (717,3.6728873252868652) (162,3.6631855964660645) (674,3.6135709285736084) (5,3.6071057319641113) (510,3.604572296142578)
51: (560,6.828373908996582) (592,6.684324741363525) (130,6.66670036315918)* (707,6.26938533782959)* (1144,6.096048355102539) (147,6.092401027679443) (1063,5.639163017272949) (153,5.633230209350586) (493,5.4540019035339355) (67,5.330026626586914) (324,5.269250869750977) (539,5.220612525939941) (364,5.154821395874023) (1267,5.081964492797852) (1027,5.069965362548828) (159,5.042181968688965)* (139,5.035319805145264) (85,5.00788688659668) (87,5.006031036376953) (4,4.997320175170898)
52: (147,5.715034008026123) (2137,5.65956449508667) (20688,5.313226699829102) (1790,5.282207489013672) (3347,5.234242916107178)* (2956,5.151915550231934) (434,5.077515125274658) (1144,5.016589164733887)* (896,5.011805534362793) (1091,4.981348991394043) (4,4.8496832847595215) (1297,4.825450897216797) (1814,4.793925762176514) (2779,4.76997184753418) (1052,4.674596786499023) (1294,4.603507995605469)* (1813,4.5710649490356445) (312,4.517494201660156) (715,4.502636909484863) (1279,4.47406005859375)
53: (48,2.590555429458618) (131,2.5083653926849365) (168,2.2622263431549072) (72,2.254556655883789) (15,2.2151224613189697) (661,2.1736035346984863) (115,2.132162570953369) (174,2.12050199508667) (276,2.086740016937256) (18,2.0789685249328613) (11,2.0240063667297363) (279,1.92500901222229) (9,1.9209415912628174) (312,1.9135746955871582) (159,1.8961424827575684) (242,1.8865046501159668) (434,1.8848369121551514) (54,1.8772165775299072) (67,1.8460075855255127) (4,1.845689296722412)
54: (592,5.5232954025268555) (1180,5.2451677322387695) (806,4.9579620361328125) (2328,4.669835090637207) (3347,4.56733512878418) (185,4.5421671867370605) (1894,4.490285873413086) (312,4.4684929847717285) (3977,4.395709037780762)* (640,4.251287460327148) (20688,4.203357696533203) (242,4.200713634490967) (1091,4.192941188812256) (808,4.184115409851074)* (2997,4.165544509887695) (952,4.161972522735596) (4096,4.1605658531188965) (2862,4.1343278884887695) (269,3.9834342002868652) (625,3.9544577598571777)
57: (512,1.343597173690796) (1273,1.230421543121338) (136,1.2254867553710938) (707,1.1965806484222412) (147,1.1852691173553467) (2069,1.1446104049682617) (560,1.1221508979797363) (519,1.1161422729492188) (130,1.0844972133636475) (592,1.0754796266555786) (915,1.050966739654541) (520,1.034693956375122) (185,1.0171531438827515) (164,1.0117602348327637) (904,0.9861520528793335) (153,0.9820761680603027) (2066,0.9607405662536621) (166,0.9583442211151123) (906,0.9213438630104065) (1144,0.9192349314689636)
58: (911,12.032256126403809) (2066,11.41469669342041) (3204,11.362882614135742) (520,10.694626808166504)* (1267,10.627870559692383)* (1790,10.451654434204102)* (498,9.558988571166992) (1759,9.374799728393555) (1058,9.269414901733398) (904,8.816694259643555) (1273,8.679409980773926) (2484,8.665945053100586) (2502,8.374960899353027) (166,8.258254051208496)* (512,8.096785545349121)* (889,8.092851638793945)* (147,8.073502540588379) (1518,7.807501792907715) (1495,7.760225772857666) (6363,7.756535053253174)
59: (364,7.955999374389648)* (0,7.7986040115356445)* (324,7.076973915100098)* (215,6.9496002197265625) (4,6.927428245544434)* (67,6.705593109130859) (130,6.578364372253418) (136,6.521230697631836) (669,6.309666633605957) (170,6.280106544494629)* (440,6.236082077026367) (142,6.188809394836426) (419,6.053641319274902) (222,6.051846981048584) (707,6.016125202178955) (366,5.967825889587402) (207,5.917640686035156) (986,5.910006523132324)* (135,5.868917942047119)* (211,5.710850715637207)
60: (162,7.642611980438232) (81,7.574646949768066)* (364,7.393799781799316) (4,7.2895402908325195) (133,7.279029846191406)* (324,7.247973918914795) (674,7.233290195465088) (11,7.1979522705078125) (628,7.192455291748047) (1091,7.191189765930176) (626,7.188507080078125) (190,7.095959663391113) (3266,6.975888252258301) (116,6.975529193878174) (153,6.929717063903809) (520,6.896656513214111)* (1224,6.874871253967285)* (642,6.82734489440918) (265,6.802717685699463)* (123,6.758220195770264)*
61: (222,9.82988166809082)* (205,9.563785552978516)* (207,9.528223037719727) (1392,9.460687637329102) (8,9.264765739440918) (5,9.103460311889648) (6,9.020393371582031) (1449,8.940242767333984) (161,8.886104583740234)* (986,8.859783172607422) (2119,8.775233268737793) (1195,8.760138511657715)* (440,8.726170539855957)* (2,8.667577743530273) (210,8.61257266998291)* (139,8.3792724609375) (373,8.33126449584961) (721,8.329806327819824)* (981,8.174426078796387) (2101,8.104053497314453)
63: (2220,3.5090317726135254) (575,3.4286792278289795) (906,3.4169225692749023) (1116,3.3732941150665283) (842,3.3529839515686035) (1062,3.207883358001709) (670,3.1276485919952393) (1273,3.090177536010742) (240,3.057093620300293) (512,3.056377410888672) (1813,2.846458911895752) (493,2.838203191757202) (174,2.8226418495178223) (862,2.815213203430176) (136,2.7754998207092285) (185,2.76939058303833) (523,2.7517876625061035) (3767,2.747767210006714) (87,2.7461392879486084) (72,2.723202705383301)
64: (906,5.340487003326416) (1273,4.911306381225586)* (897,4.268357753753662) (1062,4.132617950439453)* (1773,4.121063709259033) (2975,3.9460177421569824) (2199,3.880603790283203) (802,3.8437466621398926) (2713,3.8429393768310547) (512,3.691131114959717)* (589,3.6878018379211426) (908,3.687495708465576) (3381,3.670895576477051) (182,3.640949249267578) (1134,3.6111512184143066) (2738,3.604539632797241) (932,3.5886342525482178) (2191,3.564009428024292) (7426,3.476524829864502) (2762,3.471445083618164)
65: (1192,9.087282180786133) (1140,8.340717315673828) (1186,8.144431114196777) (3245,8.140349388122559) (2220,8.125829696655273) (2956,7.68802547454834) (160,7.685853481292725) (20688,7.6728668212890625) (1004,7.402579307556152) (561,7.334634780883789) (827,7.224138259887695)* (1746,7.217955589294434)* (2673,7.075259208679199)* (3174,7.015484809875488) (3767,6.929947376251221) (3347,6.88801383972168) (2929,6.865371227264404) (2328,6.847121238708496) (2899,6.752752304077148) (3201,6.751808166503906)
